window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
16,137717522032920,1160.013,221,10,24,0,550.403,193.126,558.812,0.235,0.524,4.452,0.185,17.724,0.0,60.939,1.237,1.356,0.883,0.0,68.609,80.696,74.699,61.318,1227.962,20.614,1016.112,0.0,0.0,3.471,405.093
17,137717527185913,2004.46,213,10,24,0,679.974,176.902,738.578,1.301,1.215,56.589,0.73,77.682,0.0,244.347,18.987,5.675,5.19,0.0,8.359,381.571,14.814,363.931,1727.56,21.384,902.512,0.0,0.0,3.122,543.214
18,137717533231862,994.265,215,10,24,0,405.394,183.563,411.136,0.189,0.476,4.445,0.189,18.622,0.0,59.516,1.236,1.239,0.909,0.0,7.132,169.493,13.799,155.498,999.076,21.234,959.642,0.0,0.0,2.618,401.574
19,137717538250307,979.211,234,10,28,0,323.333,171.052,329.91,0.334,0.444,4.168,0.19,18.076,0.0,61.055,1.537,1.231,0.778,0.0,8.047,152.822,14.174,140.381,1316.428,24.849,977.063,0.0,0.0,2.512,383.15
20,137717543250135,448.942,220,10,24,0,243.02,172.228,248.686,0.191,0.408,3.816,0.189,18.361,0.0,67.767,1.253,1.197,0.816,0.0,6.528,52.486,13.089,29.819,173.661,21.022,918.357,0.0,0.0,3.215,48.544
21,137717547688295,1471.285,234,10,28,0,637.401,208.882,700.259,1.329,0.458,24.652,0.279,76.13,0.0,182.868,28.801,5.219,4.214,0.0,10.453,103.884,16.654,75.502,1097.438,76.164,995.506,0.0,0.0,3.142,258.534
22,137717553214510,1007.996,213,10,24,0,426.195,206.509,432.136,0.371,0.433,4.326,0.191,18.627,0.0,69.247,1.265,1.264,1.067,0.0,7.531,86.763,13.958,72.355,1232.651,21.557,973.047,0.0,0.0,2.134,386.593
23,137717558209643,1050.429,217,10,24,0,422.115,180.388,427.614,0.213,0.427,4.684,0.18,17.786,0.0,72.882,1.38,1.25,0.797,0.0,7.911,81.03,13.971,65.193,1367.43,23.206,916.67,0.0,0.0,3.328,431.636
24,137717563299033,924.552,225,10,25,0,322.112,174.529,328.694,0.345,0.433,4.273,0.189,18.513,0.0,61.513,1.449,1.354,0.706,0.0,11.703,72.93,83.339,59.613,1380.744,21.843,957.719,0.0,0.0,2.969,404.096
25,137717568216977,994.245,222,10,24,0,373.061,177.467,379.343,0.321,0.442,4.351,0.211,18.431,0.0,60.766,1.456,1.35,0.987,0.0,6.637,189.955,12.641,70.445,977.67,31.749,989.05,0.0,0.0,3.052,402.19
26,137717573271545,433.733,223,10,24,0,218.686,179.549,224.716,0.34,0.468,4.514,0.199,18.777,0.0,63.952,1.422,1.351,0.928,0.0,6.398,37.988,21.213,25.939,270.531,21.84,990.553,0.0,0.0,2.991,48.365
27,137717577676665,1381.523,223,10,24,0,626.667,186.913,678.071,0.36,0.514,56.862,0.206,70.227,0.0,148.702,26.6,4.733,6.209,0.0,8.333,90.761,93.839,70.229,695.852,21.369,1063.002,0.0,0.0,2.896,344.249
28,137717583097230,1096.089,212,10,24,1,444.368,179.621,450.702,0.341,0.42,4.091,0.19,19.111,0.0,70.521,1.527,1.253,1.218,0.0,9.524,77.357,117.431,65.537,1165.152,21.424,943.702,0.0,0.0,3.41,398.592
29,137717588184540,1024.458,200,10,24,1,407.255,183.651,412.57,0.34,0.474,5.512,0.199,17.115,0.0,68.753,1.619,1.196,0.946,0.0,6.166,71.819,11.231,56.33,1375.423,25.014,967.837,0.0,0.0,2.631,409.027
30,137717593279804,1007.162,218,10,24,0,339.448,176.15,347.355,0.378,0.443,5.671,0.188,18.318,0.0,69.826,1.423,1.198,1.025,0.0,7.769,86.602,14.218,67.544,1356.714,79.687,934.882,0.0,0.0,3.057,417.121
31,137717598262497,1023.682,240,10,28,0,385.068,178.886,390.545,0.332,0.407,4.519,0.191,17.01,0.0,74.068,1.521,1.324,1.096,0.0,17.179,101.838,20.581,77.036,1421.387,25.306,1055.284,0.0,0.0,2.222,410.263
32,137717603246056,1017.987,202,10,24,0,425.561,177.576,431.099,0.337,0.445,4.135,0.208,18.198,0.0,69.49,1.4,1.218,1.211,0.0,6.766,82.575,11.761,66.599,1327.383,21.177,980.859,0.0,0.0,3.109,403.641
33,137717608236818,1025.735,233,10,28,0,268.522,179.353,274.166,0.336,0.444,5.49,0.189,26.352,0.0,66.635,1.283,9.158,0.981,0.0,8.188,84.998,14.153,64.483,1588.312,27.263,1192.853,0.0,0.0,3.409,391.476
34,137717613246227,1880.41,210,10,23,0,682.687,171.268,748.737,1.76,0.405,49.91,0.573,103.661,0.0,235.705,17.898,6.57,1.864,0.0,7.966,76.116,15.062,57.89,1348.012,20.826,918.553,0.0,0.0,3.536,521.215
35,137717619083742,1129.153,231,10,27,0,363.771,180.641,369.867,0.343,0.452,5.188,0.194,18.212,0.0,63.332,1.516,1.509,0.883,0.0,9.347,77.927,15.478,52.94,1900.882,188.654,1015.172,0.0,0.0,3.346,400.457
36,137717624237395,1071.224,215,10,24,0,313.581,172.148,322.702,0.335,0.409,4.292,0.221,19.732,0.0,61.465,3.299,1.216,0.798,0.0,10.827,83.126,354.904,68.907,724.48,21.326,928.639,0.0,0.0,2.567,401.96
37,137717629285175,1002.327,223,10,24,0,313.516,176.787,319.043,0.35,0.433,4.103,0.235,18.272,0.0,60.294,2.075,1.221,0.981,0.0,7.723,163.093,13.833,147.284,1349.058,21.536,970.78,0.0,0.0,2.732,403.09
38,137717634299675,950.337,216,10,24,1,269.208,170.644,275.874,0.332,0.458,4.919,0.203,18.082,0.0,67.046,1.59,1.191,0.668,0.0,7.09,169.394,13.336,64.912,1276.484,21.531,906.732,0.0,0.0,3.206,415.586
39,137717639201341,1050.763,215,10,24,0,420.287,218.152,426.148,0.346,0.423,4.488,0.2,17.887,0.0,72.756,1.621,1.176,0.873,0.0,16.556,83.424,22.538,68.425,1474.075,80.764,947.34,0.0,0.0,3.2,402.758
40,137717644201149,1340.591,222,10,24,0,314.378,173.047,368.467,0.197,2.257,57.953,0.573,84.588,0.0,259.075,23.253,7.461,4.291,0.0,7.57,97.575,13.745,72.548,1296.86,21.239,999.475,0.0,0.0,3.181,545.405
41,137717649513561,697.181,216,10,24,0,507.843,174.059,513.695,0.383,0.417,4.111,0.233,17.525,0.0,68.943,1.958,1.095,0.947,0.0,7.407,35.378,13.481,27.701,134.624,21.326,903.115,0.0,0.0,2.801,49.326
42,137717654196078,1011.408,217,10,24,0,429.702,186.289,435.614,0.358,0.43,4.282,0.216,17.173,0.0,62.08,1.525,1.169,0.898,0.0,8.66,85.358,14.68,66.16,1280.766,21.115,915.035,0.0,0.0,2.507,390.477
43,137717659193406,1695.13,242,10,28,0,632.395,188.867,683.397,0.23,0.499,62.889,1.695,88.59,0.0,258.625,27.763,9.465,4.211,0.0,9.813,186.416,20.198,171.125,1006.578,25.419,956.797,0.0,0.0,3.056,542.163
44,137717664878376,1193.985,222,10,24,0,638.612,174.608,705.749,0.319,0.5,4.457,0.194,85.469,0.0,63.074,34.16,1.199,6.394,0.0,9.562,49.65,101.32,36.669,413.951,24.215,987.822,0.0,0.0,1.889,72.288
45,137717670079401,1215.617,242,10,28,1,363.641,177.613,371.373,0.338,0.469,4.532,0.196,16.627,0.0,68.562,1.492,1.012,0.988,0.0,10.373,368.184,17.294,79.585,1301.9,25.509,1042.39,0.0,0.0,2.745,399.876
46,137717675246308,828.542,221,10,24,0,220.916,172.967,226.365,0.171,0.436,5.281,0.188,18.984,0.0,71.662,1.336,2.906,0.986,0.0,17.777,83.451,24.089,65.916,1364.044,21.122,958.465,0.0,0.0,3.27,389.868
47,137717680086733,1764.319,219,10,24,0,671.781,179.285,733.341,1.134,0.423,60.529,0.505,68.841,0.0,330.993,34.104,6.981,13.678,0.0,7.697,76.761,13.837,58.344,1387.539,21.48,905.411,0.0,0.0,2.405,523.977
48,137717685851868,1230.464,216,10,24,0,747.066,248.29,806.362,0.344,0.431,4.519,0.23,45.845,0.0,71.068,26.734,1.187,4.048,0.0,8.788,66.17,15.074,52.705,589.734,21.409,955.936,0.0,0.0,2.41,136.109
49,137717691063108,1765.977,233,10,28,0,703.989,185.607,757.926,0.2,0.437,63.649,1.478,74.91,0.0,256.114,15.497,3.895,1.399,0.0,39.603,89.318,45.426,73.807,1432.118,30.839,1028.574,0.0,0.0,2.474,529.988
50,137717696830605,1232.68,219,10,24,0,627.504,167.45,702.205,0.334,0.451,51.353,0.225,67.001,0.0,123.74,27.961,4.728,8.439,0.0,9.154,145.258,15.205,127.862,262.025,21.475,910.485,0.0,0.0,2.939,220.2
51,137717702053910,1096.269,225,10,25,0,301.681,174.273,307.347,0.192,0.399,5.48,0.226,16.393,0.0,64.729,1.295,1.114,1.006,0.0,9.541,77.154,81.511,61.168,1245.696,23.288,1214.239,0.0,0.0,3.08,396.474
52,137717707200527,1858.896,215,10,24,0,646.978,231.915,698.263,0.385,0.451,64.326,0.214,77.975,0.0,142.045,31.688,7.106,7.047,0.0,8.516,366.593,14.871,58.36,1691.485,88.178,972.073,0.0,0.0,2.615,491.343
53,137717713004094,1238.132,235,10,28,0,313.403,174.267,319.498,0.333,0.42,4.666,0.208,17.393,0.0,71.364,1.398,1.206,1.382,0.0,8.69,99.5,15.446,82.614,2238.613,27.033,951.391,0.0,0.0,3.172,619.86
54,137717718305011,922.021,213,10,24,0,334.796,174.187,340.753,0.328,0.457,4.239,0.225,18.202,0.0,70.687,1.378,1.209,0.688,0.0,8.439,68.506,23.414,53.552,1393.286,21.868,908.405,0.0,0.0,2.374,388.197
55,137717723210170,442.877,223,10,24,0,239.53,174.941,244.967,0.29,0.425,4.393,0.208,16.561,0.0,72.736,1.111,1.038,0.676,0.0,6.936,33.775,12.982,22.235,211.178,21.21,981.967,0.0,0.0,3.058,73.926
56,137717727670419,1408.254,216,10,24,0,751.685,169.864,785.863,0.433,0.417,5.013,0.217,55.609,0.0,69.503,26.146,1.087,6.81,0.0,7.275,69.553,13.449,59.773,1176.827,21.482,919.735,0.0,0.0,2.252,313.79
57,137717733123078,1076.367,210,10,24,0,406.009,186.146,411.583,0.364,0.429,5.888,0.196,17.376,0.0,63.832,1.302,1.061,0.992,0.0,8.863,65.444,16.084,51.599,1653.408,24.705,912.598,0.0,0.0,2.696,405.327
58,137717738169568,1066.012,223,10,24,0,463.15,177.023,469.151,0.31,0.417,4.754,0.253,17.577,0.0,65.418,1.31,1.012,0.886,0.0,7.871,71.674,13.926,56.893,1090.883,21.278,923.794,0.0,0.0,2.22,402.738
59,137717743259188,1217.101,214,10,24,0,649.48,173.75,665.289,0.924,3.364,55.261,0.387,75.747,0.0,259.549,33.211,8.15,5.134,0.0,7.483,44.152,13.73,29.061,119.461,21.463,881.186,0.0,0.0,2.838,177.289
60,137717748481200,1581.572,215,10,24,0,637.964,179.212,668.653,0.702,1.518,51.318,0.861,68.166,0.0,200.619,27.999,5.52,4.332,0.0,7.698,70.869,13.976,57.374,1159.128,21.387,914.798,0.0,0.0,2.5,502.603
61,137717754080352,1121.795,222,10,24,0,442.622,186.133,448.049,0.385,0.422,5.325,0.179,17.19,0.0,63.643,1.236,1.061,0.988,0.0,7.764,84.254,113.788,66.477,1235.285,21.999,961.698,0.0,0.0,3.527,389.36
62,137717759253123,1582.159,221,10,24,0,467.496,177.081,516.206,1.038,5.009,56.291,0.472,73.193,0.0,255.713,26.77,4.699,3.056,0.0,7.357,176.382,13.468,62.499,1479.064,21.462,971.827,0.0,0.0,2.24,524.067
63,137717764842470,445.629,212,10,24,0,256.476,185.139,262.934,0.372,0.625,4.505,0.186,16.877,0.0,76.475,1.467,1.163,0.979,0.0,15.799,28.103,23.493,21.941,146.636,21.407,885.609,0.0,0.0,5.211,47.468
64,137717769273316,959.585,233,10,28,0,354.251,173.215,359.639,0.369,0.55,4.458,0.191,16.459,0.0,68.189,1.258,1.147,1.018,0.0,8.239,88.119,15.618,73.302,1271.099,30.073,974.826,0.0,0.0,3.003,414.762
65,137717774233755,1685.517,215,10,24,0,644.232,175.813,701.826,1.428,0.525,144.372,0.785,67.972,0.0,305.401,26.768,6.919,6.791,0.0,7.51,59.557,13.678,47.292,1491.713,20.989,952.484,0.0,0.0,3.249,495.088
66,137717779944892,522.312,216,10,23,0,298.299,180.879,303.569,0.354,0.459,5.054,0.209,17.995,0.0,61.723,1.37,1.124,0.933,0.0,8.231,57.252,20.452,40.788,313.453,24.702,880.464,0.0,0.0,2.527,72.394
67,137717784450377,818.213,219,10,24,0,240.221,175.337,246.283,0.309,0.434,5.339,0.196,17.327,0.0,64.15,1.332,1.166,0.751,0.0,7.574,185.453,13.736,65.221,891.592,30.295,916.107,0.0,0.0,2.202,396.301
68,137717789264372,975.711,228,10,26,0,279.7,172.969,286.276,0.176,0.452,3.934,0.212,17.069,0.0,62.693,1.369,1.073,0.826,0.0,6.841,95.635,114.231,74.231,1254.059,23.196,1007.524,0.0,0.0,2.954,396.46
69,137717794274903,969.579,214,10,24,0,306.666,184.104,313.252,0.18,0.442,5.2,0.195,16.791,0.0,63.309,1.431,0.968,1.069,0.0,9.38,174.523,15.902,59.511,1299.313,21.706,977.769,0.0,0.0,2.813,400.904
70,137717799281722,1012.563,204,10,22,0,322.375,195.576,327.954,0.335,0.449,4.593,0.19,18.046,0.0,67.429,1.326,1.062,0.854,0.0,7.808,73.863,14.733,164.972,1288.493,19.786,929.935,0.0,0.0,2.026,396.144
71,137717804365085,1870.082,217,10,24,0,320.726,166.584,371.566,0.849,0.444,50.289,0.353,82.212,0.0,226.689,27.223,9.606,1.787,0.0,7.794,67.255,13.962,54.33,1802.648,32.031,978.293,0.0,0.0,2.928,504.291
72,137717810229106,1095.029,234,10,28,0,201.902,180.672,428.254,0.387,0.455,5.194,0.24,17.947,0.0,70.171,1.431,1.162,0.935,0.0,13.538,78.468,15.747,60.736,1608.057,78.026,1013.142,0.0,0.0,3.64,404.041
73,137717815360889,892.175,217,10,24,0,282.095,177.284,288.053,0.204,7.691,4.019,0.214,17.586,0.0,69.63,1.224,1.1,0.837,0.0,9.923,71.224,15.986,51.902,1422.736,20.897,908.581,0.0,0.0,2.894,393.734
74,137717820237042,1760.535,228,10,26,0,644.327,186.778,706.119,2.247,0.481,51.564,0.237,80.208,0.0,345.82,26.942,9.109,5.059,0.0,9.3,78.509,15.539,56.158,1393.743,23.857,1006.943,0.0,0.0,2.915,531.323
75,137717826113555,1147.962,231,10,27,0,334.983,180.262,341.134,0.176,0.495,5.205,0.178,17.161,0.0,63.599,1.476,1.246,0.937,0.0,7.493,83.226,13.391,61.26,2011.276,225.685,1010.033,0.0,0.0,2.481,407.34
76,137717831254981,1807.577,222,10,24,0,664.381,168.83,721.962,0.366,0.528,52.54,0.208,75.941,0.0,112.812,29.732,5.45,3.116,0.0,8.041,86.574,297.783,69.548,1307.277,21.797,1068.551,0.0,0.0,2.079,451.115
77,137717837107406,1089.133,215,10,24,0,417.803,181.375,423.986,0.324,0.449,4.05,0.194,18.665,0.0,60.592,1.412,1.795,0.771,0.0,8.223,180.838,14.62,161.805,1223.929,21.594,923.998,0.0,0.0,2.419,403.37
78,137717842175972,1097.724,236,10,28,0,393.867,189.685,399.283,0.333,0.459,5.0,0.204,17.474,0.0,68.599,1.309,1.278,0.772,0.0,7.629,193.426,14.37,73.912,1242.752,24.597,1000.283,0.0,0.0,2.867,406.515
79,137717847290067,1661.816,223,10,24,0,695.114,307.199,744.321,2.12,1.179,48.623,0.739,81.807,0.0,234.024,19.463,8.857,3.65,0.0,8.786,96.17,14.767,72.77,1638.446,24.068,944.648,0.0,0.0,2.865,519.318
80,137717852974189,451.721,227,10,26,0,224.966,168.042,230.314,0.328,0.469,4.965,0.185,17.259,0.0,71.702,1.355,1.307,1.05,0.0,8.531,43.904,14.741,26.712,188.844,36.671,978.003,0.0,0.0,3.145,84.996
81,137717857448800,1611.606,224,10,24,0,738.426,185.674,786.252,0.352,0.694,54.192,0.214,81.11,0.0,144.049,28.445,9.027,3.266,0.0,10.069,79.695,16.71,66.808,1232.844,25.385,984.142,0.0,0.0,3.037,476.913
82,137717863104251,852.047,215,10,24,0,238.438,168.824,244.478,0.335,0.453,4.357,0.206,17.824,0.0,59.249,1.44,1.116,0.764,0.0,95.809,60.395,102.206,48.163,1135.655,21.411,969.867,0.0,0.0,2.565,405.327
83,137717867917479,1647.893,203,10,24,0,634.941,184.073,701.632,0.344,0.411,56.293,0.221,80.924,0.0,245.76,27.117,7.015,2.161,0.0,7.1,62.982,67.47,48.859,1303.101,21.291,949.787,0.0,0.0,2.704,514.67
84,137717873575415,1544.986,213,10,24,0,678.987,183.283,731.875,0.254,0.507,4.479,0.274,18.544,0.0,63.233,1.512,1.283,0.94,0.0,10.561,370.571,16.693,355.017,844.352,22.95,903.34,0.0,0.0,2.932,126.401
85,137717879125502,1107.848,217,10,24,0,301.92,184.932,308.529,0.347,0.442,4.521,0.224,17.58,0.0,61.552,1.371,1.168,1.051,0.0,252.36,96.742,258.391,76.95,1349.822,21.413,974.752,0.0,0.0,2.826,384.516
86,137717884243917,1801.393,215,10,24,0,642.447,194.189,714.222,1.771,0.645,61.834,1.2,86.776,0.0,167.731,36.319,7.489,3.84,0.0,8.979,281.805,15.958,264.303,1375.947,143.613,947.13,0.0,0.0,2.58,533.292
87,137717890124697,1094.612,230,10,27,0,380.553,179.838,387.941,0.338,0.43,5.034,0.189,17.075,0.0,69.542,1.521,1.096,0.838,0.0,8.361,199.953,20.785,84.962,1275.189,25.541,1012.917,0.0,0.0,2.667,404.305
88,137717895212639,1735.45,217,10,24,0,660.089,277.246,710.817,0.303,0.45,57.586,2.017,84.741,0.0,249.185,20.163,7.77,3.012,0.0,9.477,98.46,15.605,72.665,1463.864,116.134,971.091,0.0,0.0,3.059,519.545
89,137717901087444,1908.366,217,10,24,0,730.805,183.739,788.81,0.172,0.436,56.11,0.219,78.925,0.0,342.903,25.314,10.284,2.591,0.0,10.302,70.213,16.25,49.545,1867.479,25.669,1009.903,0.0,0.0,3.113,529.791
90,137717907021639,1148.179,227,10,26,0,545.996,184.613,552.635,0.343,0.516,5.347,0.205,17.423,0.0,78.075,1.487,1.174,0.679,0.0,8.652,80.134,14.874,63.829,1289.95,36.323,1011.82,0.0,0.0,3.398,404.865
91,137717912182649,1854.553,220,10,24,0,643.212,177.865,924.01,3.209,0.505,51.198,1.566,67.299,0.0,249.911,27.437,5.21,5.134,0.0,9.43,83.424,88.641,64.737,1353.307,21.446,944.784,0.0,0.0,2.858,540.155
92,137717918058295,1120.674,219,10,24,0,515.377,171.983,521.861,0.341,0.441,4.335,0.232,17.974,0.0,62.482,1.291,1.201,1.105,0.0,8.604,167.538,14.424,147.208,1030.637,21.141,960.529,0.0,0.0,2.342,397.525
93,137717923162756,1422.708,226,10,25,0,264.817,173.336,329.158,2.911,0.463,56.195,0.699,75.028,0.0,246.339,29.218,7.446,5.96,0.0,8.868,91.126,14.813,70.026,1744.215,136.898,960.806,0.0,0.0,2.842,527.47
94,137717928646493,1423.726,224,10,24,1,638.372,179.904,691.756,0.329,0.468,46.434,0.177,79.927,0.0,113.436,29.84,7.155,3.112,0.0,136.609,86.407,143.083,70.897,682.933,24.887,1005.601,0.0,0.0,2.755,226.107
95,137717934081693,1095.898,213,10,24,0,461.994,169.128,467.285,0.343,0.418,5.859,0.187,16.535,0.0,71.292,1.381,1.052,1.145,0.0,8.41,77.895,14.567,65.209,1380.73,22.803,907.234,0.0,0.0,3.063,397.708
96,137717939186807,1647.797,213,10,24,1,656.817,182.222,707.877,2.031,0.448,55.588,1.039,69.033,0.0,249.014,23.438,3.296,2.738,0.0,13.935,69.344,28.392,60.388,1376.846,21.454,959.834,0.0,0.0,3.659,533.225
97,137717944839159,1241.401,216,10,24,0,734.713,178.597,786.926,0.212,0.435,4.071,0.191,64.109,0.0,69.636,23.847,1.119,7.013,0.0,11.585,83.434,17.846,69.92,441.127,21.813,853.153,0.0,0.0,3.123,176.892
98,137717950120461,1734.374,223,10,24,0,652.958,191.356,713.062,0.321,0.42,48.974,0.234,76.756,0.0,294.835,27.458,9.365,4.206,0.0,9.67,84.943,15.868,66.864,1344.633,21.044,1044.932,0.0,0.0,3.015,577.445
99,137717955894098,1166.379,225,10,25,0,672.667,172.355,716.966,0.329,0.546,52.925,0.202,73.695,0.0,111.882,33.036,3.131,1.718,0.0,7.518,98.415,13.771,82.7,131.718,22.625,1030.39,0.0,0.0,3.19,145.432
100,137717961123598,1140.23,241,10,28,0,390.027,177.643,396.399,0.22,0.459,4.084,0.189,17.678,0.0,62.747,13.474,1.257,0.975,0.0,8.076,76.198,15.505,61.09,2141.012,27.475,931.53,0.0,0.0,2.632,406.765
101,137717966262879,952.69,200,10,24,0,350.516,184.574,356.534,0.332,0.509,4.295,0.187,18.864,0.0,62.067,0.844,1.357,0.823,0.0,5.726,145.646,10.816,124.597,1038.689,20.8,870.559,0.0,0.0,3.364,406.04
102,137717971202521,1021.242,213,10,24,0,334.685,171.169,340.227,0.342,0.441,4.889,0.199,19.088,0.0,61.255,0.813,1.412,0.765,0.0,9.048,75.075,107.258,62.678,1477.049,21.339,973.635,0.0,0.0,3.189,406.098
103,137717976227127,1037.362,213,10,24,0,360.964,184.064,366.411,0.343,0.432,5.121,0.198,17.917,0.0,61.189,0.542,1.326,0.85,0.0,8.39,162.975,14.375,60.967,1288.47,22.223,920.452,0.0,0.0,2.15,386.787
104,137717981284758,969.74,218,10,24,0,271.441,220.861,277.543,0.326,0.493,4.6,0.205,19.231,0.0,71.669,0.735,1.346,0.915,0.0,7.645,75.052,13.738,61.704,1367.006,21.618,959.885,0.0,0.0,2.517,408.993
105,137717986230965,991.014,221,10,24,0,378.741,186.773,386.993,0.338,0.438,4.865,0.201,18.944,0.0,70.453,0.62,1.07,0.833,0.0,9.097,73.978,15.502,49.287,1334.908,22.734,941.162,0.0,0.0,2.626,407.217
106,137717991174656,1034.214,216,10,24,0,411.318,176.444,417.48,0.336,0.693,4.878,0.192,17.377,0.0,76.501,0.683,1.163,0.826,0.0,8.642,77.075,14.585,67.389,1346.995,20.611,932.818,0.0,0.0,2.871,420.359
107,137717996214874,496.067,220,10,24,0,302.353,169.849,307.749,0.325,0.45,4.377,0.186,18.589,0.0,62.185,10.133,1.153,1.091,0.0,7.16,35.324,13.268,23.268,131.601,21.522,909.858,0.0,0.0,2.748,50.412
108,137718000682833,541.385,216,10,24,0,326.61,181.979,333.375,0.366,0.438,5.168,0.207,19.367,0.0,63.044,0.634,1.274,1.021,0.0,7.298,34.927,24.538,27.847,233.579,21.743,955.85,0.0,0.0,2.431,46.663
109,137718005195506,902.014,215,10,24,0,651.145,181.688,703.035,0.348,0.425,4.199,0.193,18.41,0.0,59.362,0.715,1.343,0.979,0.0,7.148,42.561,13.387,23.923,160.934,22.093,910.348,0.0,0.0,2.875,56.791
