window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,137968728091800,146.1,109.3,6.0,30.8,14.4,99.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,,,,,
1,137968732453926,1705.6,491.3,1175.8,38.5,10.3,1653.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1701.7,1588.2,862.9,869.1,1674.6
2,137968738190300,465.4,137.7,297.4,30.2,12.8,417.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,463.7,353.7,114.3,118.1,439.7
3,137968742615695,1432.6,581.8,473.0,377.9,230.7,1169.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1429.3,507.9,102.2,106.2,1411.8
4,137968748050694,614.7,140.6,439.6,34.5,12.5,576.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,613.0,493.6,190.4,196.8,599.0
5,137968752697585,453.5,134.3,292.4,26.8,12.8,414.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,451.0,355.3,113.1,119.0,436.1
6,137968757148208,1892.6,832.3,745.3,315.0,95.6,1770.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1889.8,1265.7,551.5,558.7,1875.8
7,137968763031219,1168.2,571.8,498.7,97.7,60.9,547.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1166.1,1073.5,619.0,629.3,1151.7
8,137968768176123,500.4,201.2,267.6,31.6,12.0,453.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,498.7,392.3,148.0,152.2,476.0
9,137968772643391,735.3,421.4,285.4,28.5,12.1,685.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,733.7,627.1,390.7,397.5,716.8
10,137968777349469,511.6,128.9,353.8,28.9,14.1,466.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,509.2,397.6,97.4,101.5,491.6
11,137968781818016,459.6,126.5,303.4,29.6,12.7,421.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,456.9,358.7,108.0,128.9,443.0
12,137968786250469,459.7,124.8,310.0,25.0,11.4,420.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,458.1,363.9,123.6,173.6,442.7
13,137968790665907,538.6,145.4,367.7,25.5,12.0,500.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,536.9,441.3,123.1,128.9,521.1
14,137968795216942,498.0,127.7,339.0,31.3,11.4,461.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,495.8,400.2,95.4,103.4,481.6
15,137968799665818,546.5,192.9,323.8,29.9,13.1,454.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,543.7,395.9,121.8,128.3,477.7
16,137968804203152,1261.9,819.1,413.9,29.0,12.0,1212.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1260.0,1150.3,841.3,857.3,1244.8
17,137968809417014,895.7,507.6,295.0,93.0,66.2,460.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,894.1,784.5,528.5,549.3,874.5
18,137968814282851,1028.4,508.1,414.0,106.3,65.1,459.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1025.7,907.3,540.1,552.2,1011.5
19,137968819308975,536.9,139.2,369.6,28.2,15.0,495.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,534.4,438.9,124.2,135.5,521.0
20,137968823838153,585.9,179.2,377.4,29.3,12.3,548.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,584.0,488.3,150.8,156.2,570.3
21,137968828402111,512.5,142.2,340.2,30.0,12.2,464.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,501.2,402.2,104.6,108.7,486.9
22,137968832840622,453.1,117.6,307.0,28.6,12.0,405.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,450.9,350.0,105.1,108.4,427.8
