window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137968728091800,146.058,56,6,0,0,0.0,0.0,0.0,1.071,1.709,9.911,0.86,31.84,0.0,93.87,8.202,8.439,5.963,0.0,3.127,16.182,5.788,10.038,0.0,0.0,0.0,0.0,0.0,4.532,58.446
1,137968732453926,1705.611,241,10,28,1,709.258,178.397,725.268,0.274,0.746,5.139,0.266,22.874,0.0,78.721,1.72,1.632,1.058,0.0,19.008,373.368,30.557,346.716,2287.517,73.064,1290.776,0.0,0.0,4.988,64.87
2,137968738190300,465.722,218,10,24,0,232.019,181.607,239.325,0.42,0.689,5.433,0.24,19.86,0.0,75.152,1.644,1.501,1.198,0.0,8.117,33.471,24.782,21.881,241.732,21.246,972.953,0.0,0.0,2.288,62.136
3,137968742615695,1432.636,236,10,28,1,309.367,176.033,405.64,4.4,2.582,79.322,0.523,136.748,0.0,615.436,22.115,12.342,14.551,0.0,7.662,39.537,14.345,26.65,227.04,24.94,988.106,0.0,0.0,4.014,554.472
4,137968748050694,614.997,226,10,26,0,296.553,178.851,303.112,0.471,0.769,4.91,0.357,31.418,0.0,73.163,1.326,13.36,1.378,0.0,7.929,37.351,14.244,25.396,562.565,23.704,1007.416,0.0,0.0,2.051,64.204
5,137968752697585,453.641,242,10,28,1,234.383,182.646,242.243,0.433,0.598,5.112,0.241,19.788,0.0,64.669,1.358,1.318,1.312,0.0,8.495,46.862,15.818,23.022,217.754,24.455,1065.235,0.0,0.0,3.175,51.944
6,137968757148208,1892.578,215,10,24,0,641.071,173.722,714.107,3.005,6.428,78.888,1.4,122.102,0.0,327.655,22.812,11.115,13.957,0.0,16.044,257.309,23.015,240.037,757.532,24.564,888.347,0.0,0.0,3.669,619.957
7,137968763031219,1168.21,239,10,28,0,447.086,185.648,454.448,0.444,0.551,4.665,0.272,18.754,0.0,63.167,1.264,1.303,1.26,0.0,12.926,194.052,21.917,173.926,1243.331,29.575,977.448,0.0,0.0,2.844,398.096
8,137968768176123,500.81,231,10,26,1,237.913,224.818,244.274,0.369,0.561,4.612,0.265,19.304,0.0,71.946,1.568,1.355,1.303,0.0,7.362,63.903,14.206,34.848,341.119,106.973,1058.153,0.0,0.0,2.342,63.24
9,137968772643391,735.623,236,10,28,1,230.052,180.524,236.49,0.415,0.549,4.652,0.294,19.475,0.0,75.037,1.39,1.291,1.226,0.0,9.579,99.356,15.901,78.477,1136.751,29.113,1066.273,0.0,0.0,2.041,299.695
