window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
14,137270298916506,1192.6,114.5,1050.8,27.3,11.0,1156.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,183.4,1101.7,169.3,183.4,
15,137270304179429,1449.0,873.6,477.9,97.5,49.8,1053.4,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1446.5,1351.6,1105.4,1121.2,1432.9
16,137270309714595,1391.9,327.3,1038.9,25.8,10.8,1354.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1388.7,1299.9,351.5,363.4,1375.2
17,137270315229302,1053.6,596.4,398.6,58.6,29.1,667.4,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1050.2,948.3,698.9,705.5,1028.5
18,137270320329974,1780.0,550.6,1180.2,49.1,20.4,585.3,legacy tx_launch@4/0-TX-13,rx collecting results@148/0-RX-13,1777.1,1675.8,708.1,710.8,1763.1
19,137270326167600,1948.8,558.8,1279.0,111.0,39.9,747.5,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1945.6,1823.9,807.0,827.6,1931.2
20,137270332200680,2217.7,818.7,1066.5,332.4,194.5,1996.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2215.1,1621.4,627.4,631.9,2200.4
21,137270338527597,503.6,125.2,344.4,34.0,12.9,457.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,501.5,400.6,96.8,102.1,486.7
22,137270343140349,1961.2,624.4,1257.8,78.9,50.3,727.9,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1958.0,1863.0,779.5,785.3,1943.2
23,137270349208768,1187.8,659.6,459.8,68.3,34.0,712.9,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1185.4,1090.8,748.6,776.4,1170.2
24,137270354521668,2060.6,683.7,1175.7,201.2,106.6,1921.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2058.7,1585.3,521.8,535.1,2037.5
25,137270360750109,1822.9,440.3,1157.7,224.9,99.2,1686.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1819.2,1309.3,291.7,307.3,1805.1
26,137270366696364,536.0,148.7,360.6,26.8,14.7,493.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,532.5,430.0,118.5,124.7,518.1
27,137270371307419,1794.2,550.9,1156.9,86.4,24.8,682.5,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1791.8,1692.3,736.1,763.5,1778.4
28,137270377230255,925.6,136.9,760.9,27.8,12.2,886.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,923.2,834.3,119.9,129.2,908.0
29,137270382189752,2212.6,802.4,1162.1,248.0,102.5,2083.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2210.4,1759.4,722.4,726.4,2195.4
30,137270388573403,2019.9,694.2,1135.3,190.4,99.0,1886.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2016.7,1552.4,487.2,498.6,1995.1
31,137270394719382,1439.4,343.4,868.0,228.0,105.0,1296.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1437.3,927.8,114.8,119.6,1411.1
32,137270400232776,1869.4,520.4,1278.0,71.0,32.0,748.0,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1867.2,1762.1,781.6,796.1,1852.3
33,137270406239016,944.1,140.3,775.5,28.2,12.2,903.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,942.6,832.5,116.2,133.0,925.4
34,137270411288525,1074.2,584.3,410.4,79.5,54.5,641.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1071.6,981.3,697.7,765.4,1057.4
35,137270416419383,2253.3,866.8,1123.7,262.8,90.7,1732.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,2249.5,1732.8,731.9,740.8,2234.6
36,137270422732966,720.5,294.8,397.0,28.7,14.2,679.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,717.5,624.7,323.4,327.9,703.4
37,137270427512492,1621.4,528.7,636.8,456.0,433.1,1098.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1618.1,1098.8,537.5,541.6,1604.2
38,137270433242917,1871.4,661.9,1141.6,67.9,42.9,727.5,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1868.6,1769.2,772.5,782.3,1844.9
39,137270439161744,1103.3,513.6,528.7,61.0,24.2,685.7,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1100.4,997.5,712.5,724.1,1085.7
40,137270444349162,1751.7,549.4,1109.1,93.2,37.0,625.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1750.2,1624.0,686.3,691.8,1735.8
41,137270450183576,1925.8,545.3,1273.8,106.7,60.1,1766.7,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1924.0,1766.7,704.6,717.2,1908.2
42,137270456175670,978.8,164.4,787.9,26.5,11.1,941.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,976.6,884.9,149.4,165.1,962.2
43,137270461229812,459.8,154.0,274.0,31.8,11.3,421.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,456.9,361.7,125.0,132.1,442.0
44,137270465809474,1631.1,427.6,1017.6,185.9,95.0,1509.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1629.5,1198.3,233.5,241.3,1614.0
45,137270471546682,896.3,286.3,544.4,65.6,30.3,256.2,rx collecting results@148/0-RX-13,Launch hardware matmul job@24/?-work_queue,893.8,798.3,495.7,504.5,878.6
46,137270476495192,722.8,130.7,566.2,25.9,11.6,673.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,720.2,621.0,112.7,119.8,695.6
47,137270481300877,883.9,141.4,704.8,37.7,21.8,835.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,881.6,776.9,129.9,146.3,867.3
48,137270486267779,907.5,135.5,738.7,33.2,11.7,870.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,904.8,805.2,116.2,125.4,891.5
49,137270491325420,1777.9,586.9,1157.8,33.2,14.0,1739.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1776.3,1680.9,716.4,736.7,1762.4
50,137270497205514,1190.2,696.5,413.2,80.5,49.7,723.3,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1186.7,1094.4,775.0,782.3,1172.1
51,137270502461463,1643.2,570.8,1040.9,31.6,11.5,1605.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1640.3,1545.8,582.3,593.4,1626.1
52,137270508208914,1192.6,566.6,536.2,89.8,38.6,734.0,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1189.6,1088.1,774.9,797.5,1164.5
53,137270513452436,1698.6,567.5,1100.9,30.3,12.5,1619.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1695.1,1561.3,598.7,616.5,1657.0
54,137270519192626,1148.2,567.4,498.2,82.6,42.9,675.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1146.2,1043.2,721.2,738.7,1131.8
55,137270524375764,456.9,145.5,286.4,25.0,11.9,417.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,454.0,348.0,113.5,118.6,439.6
56,137270528944143,537.7,155.2,355.5,27.0,10.6,497.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,534.4,441.5,138.5,149.2,519.9
57,137270533532450,1567.5,555.8,985.5,26.2,12.2,1528.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1565.4,1474.0,514.8,521.8,1550.2
58,137270539217116,436.4,126.2,283.7,26.6,10.8,399.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,434.6,342.3,103.1,109.7,419.7
59,137270543651224,1535.0,562.0,884.5,88.5,50.8,749.7,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1531.6,1431.2,802.4,828.2,1509.9
60,137270549232157,1117.0,556.1,490.4,70.5,30.5,733.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1113.6,1010.0,765.7,774.9,1089.0
61,137270554404764,521.4,130.4,359.0,32.0,19.8,474.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,517.9,418.7,116.2,124.0,503.8
62,137270559007563,1648.0,284.1,1029.2,334.7,112.0,1286.8,resize@24/?-work_queue,construct_minibatches@24/?-work_queue,1645.7,1069.6,99.3,110.8,1630.8
63,137270564805429,1304.5,185.2,1082.5,36.8,12.1,1264.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1302.0,1208.7,282.5,307.5,1286.8
64,137270570237320,1864.8,730.9,1086.4,47.6,21.8,761.5,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1862.6,1771.1,785.0,800.3,1848.9
65,137270576184034,1094.6,644.4,352.3,97.9,38.9,599.3,legacy tx_launch@4/0-TX-13,rx collecting results@148/0-RX-13,1092.3,1000.8,773.4,789.9,1078.1
66,137270581361115,1586.5,347.8,1017.9,220.8,101.7,1449.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1583.2,1086.9,117.8,137.7,1560.5
67,137270587073964,1234.7,573.4,581.8,79.6,29.3,631.3,rx collecting results@147/0-RX-10,rx collecting results@148/0-RX-13,1232.8,1128.4,780.8,792.2,1208.3
68,137270592402406,1644.5,440.9,1044.9,158.6,79.1,1113.9,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1641.7,1113.9,139.0,155.9,1627.1
69,137270598141570,1149.8,668.9,370.2,110.7,40.7,758.4,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1147.0,1045.0,801.0,814.3,1133.1
70,137270603363074,1737.8,592.8,1111.8,33.2,16.1,1636.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1735.0,1636.0,650.9,669.4,1720.1
71,137270609177606,1171.0,606.0,496.6,68.3,34.4,705.3,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1168.2,1076.2,742.1,792.8,1153.0
72,137270614467662,919.5,591.9,299.0,28.6,9.9,883.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,916.7,825.9,576.7,585.4,902.8
73,137270619474819,1674.9,611.4,994.9,68.6,44.8,619.9,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1672.4,1561.6,667.6,686.4,1638.2
74,137270625240451,929.4,142.5,755.7,31.2,11.3,880.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,926.7,823.4,110.5,119.4,900.9
75,137270630248707,2411.7,772.9,1272.9,366.0,225.1,2160.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2409.7,1812.0,769.3,773.9,2394.9
76,137270636800432,1127.0,516.8,551.4,58.8,31.1,641.9,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1124.5,1021.3,678.0,686.7,1110.0
77,137270642016065,2045.9,819.6,1065.1,161.2,69.9,1672.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,2043.1,1672.3,720.6,746.7,2028.5
78,137270648177493,2092.3,729.6,1116.4,246.2,85.8,1980.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2090.7,1649.5,685.6,693.6,2076.2
79,137270654402080,1051.8,580.4,445.9,25.6,12.7,1013.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1049.5,958.6,620.5,631.8,1036.1
80,137270659549416,2246.8,836.2,1150.5,260.1,97.1,2124.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2244.1,1756.4,771.9,772.6,2230.8
81,137270665941408,1105.4,631.1,374.1,100.2,58.2,705.2,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1102.4,1001.7,765.2,770.4,1081.2
82,137270671169240,1946.5,529.0,1367.2,50.3,16.5,723.0,legacy tx_launch@4/0-TX-13,rx collecting results@148/0-RX-13,1942.7,1843.3,848.3,859.3,1928.6
83,137270677248202,1849.9,555.3,1131.2,163.4,56.7,1657.9,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1846.5,1657.9,688.1,708.1,1832.2
84,137270683195436,2394.2,935.2,1094.2,364.9,182.3,2184.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2392.0,1814.0,701.2,902.2,2377.0
85,137270689826891,1275.2,257.2,992.9,25.1,12.3,1237.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1273.7,1181.8,246.7,261.7,1259.6
86,137270695165150,449.5,150.0,271.5,28.0,12.3,412.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,447.9,355.3,122.7,128.7,434.1
87,137270699678815,809.2,405.0,374.8,29.4,13.3,762.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,807.6,706.3,390.7,397.2,785.9
88,137270704567145,806.0,419.9,361.0,25.1,10.1,757.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,804.4,699.4,474.8,479.3,777.4
89,137270709461962,525.2,137.3,363.4,24.6,11.4,477.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,523.1,421.4,106.9,118.3,509.1
90,137270714059030,1221.9,531.0,611.1,79.8,27.7,610.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1218.3,1112.5,640.6,648.3,1202.8
91,137270719396897,1725.2,607.3,1088.2,29.7,14.8,1684.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1723.6,1628.5,628.0,719.5,1709.3
92,137270725159067,1943.5,558.0,1291.4,94.2,33.3,712.3,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1941.3,1827.2,747.7,760.7,1925.9
93,137270731209395,467.5,140.8,301.7,24.9,11.9,427.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,464.4,372.2,131.6,141.4,449.3
94,137270735740719,1342.9,290.1,925.5,127.2,82.1,977.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1323.6,977.8,117.7,127.6,1307.6
95,137270741187344,1915.9,540.0,1225.0,150.9,68.7,1737.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1913.6,1737.3,702.1,717.8,1889.4
96,137270747186428,1086.8,544.0,474.5,68.3,41.8,654.7,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1083.8,979.0,698.4,706.7,1069.0
97,137270752406547,2255.1,744.0,1162.7,348.4,120.7,1900.0,resize@24/?-work_queue,construct_minibatches@24/?-work_queue,2253.3,1685.7,706.5,730.6,2237.6
98,137270758829877,1683.7,459.1,994.6,230.0,104.4,1553.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1681.8,1180.5,228.8,241.6,1667.1
99,137270764636810,1531.8,563.3,891.0,77.5,40.0,680.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1529.0,1437.0,748.7,756.5,1514.5
100,137270770250648,1073.8,647.4,329.9,96.5,40.8,702.2,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1070.4,970.7,744.2,760.0,1055.0
101,137270775440687,967.6,599.5,334.2,33.8,12.6,900.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,964.6,842.5,605.6,614.5,922.1
102,137270780526506,511.5,130.9,350.8,29.8,12.3,459.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,508.4,402.7,99.7,105.0,494.0
103,137270785156422,1957.4,558.1,1345.0,54.4,18.9,1910.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1954.2,1835.7,859.1,868.0,1938.9
104,137270791240311,1146.2,561.6,495.8,88.7,36.9,666.6,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1144.3,1038.5,729.5,734.6,1130.3
105,137270796495565,724.6,133.3,562.1,29.2,14.0,683.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,722.9,628.0,124.6,128.5,706.9
106,137270801364522,987.9,588.4,349.0,50.5,13.9,583.6,rx collecting results@149/0-RX-38,rx collecting results@148/0-RX-13,985.3,891.1,652.1,656.1,971.1
107,137270806522067,867.8,558.3,284.6,24.9,11.4,830.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,865.1,772.8,528.8,534.4,851.6
108,137270811548531,2195.8,796.1,1133.7,266.0,96.8,2062.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2191.4,1709.0,729.6,756.8,2169.1
109,137270817885609,1792.6,509.1,1055.7,227.8,109.5,1613.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1788.4,1179.3,203.7,225.8,1734.0
110,137270823784076,627.9,219.6,371.6,36.8,21.6,578.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,624.8,520.0,267.2,277.2,610.0
111,137270828520309,2096.8,748.6,1136.0,212.2,108.2,1961.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2094.0,1493.4,520.5,542.8,2079.2
112,137270834766732,1819.2,386.5,1194.2,238.5,113.2,1679.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1816.4,1317.8,280.0,290.5,1802.3
113,137270840702533,503.0,125.0,350.8,27.2,11.5,465.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,500.0,408.9,100.5,105.0,486.3
114,137270845349866,1779.4,676.1,994.8,108.5,69.1,684.2,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1777.0,1683.3,754.6,774.7,1762.5
115,137270851264135,1095.8,556.5,463.4,75.9,33.2,680.2,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1093.0,999.5,741.5,761.3,1077.7
116,137270856497543,1622.2,520.7,1065.4,36.0,15.4,1570.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1618.5,1511.6,550.3,645.4,1595.9
117,137270862257779,924.5,139.5,759.4,25.6,12.0,876.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,922.4,820.2,132.1,138.1,906.7
118,137270867260593,1781.2,429.2,1148.0,204.0,96.3,1201.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1779.8,1201.0,118.7,207.6,1763.9
119,137270873144618,467.6,132.7,297.7,37.2,12.9,427.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,466.0,361.8,115.6,124.1,450.3
120,137270877714311,1400.3,347.7,1021.7,30.9,14.1,1360.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1400.4,1301.3,359.1,377.8,1383.6
121,137270883218341,1061.5,598.9,408.8,53.8,27.8,704.4,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1058.7,965.4,733.7,751.1,1043.9
122,137270888356351,1068.9,601.6,412.4,55.0,28.5,577.5,legacy tx_launch@4/0-TX-13,rx collecting results@148/0-RX-13,1065.8,970.7,660.7,665.7,1050.7
123,137270893554419,1613.2,610.9,907.7,94.6,40.8,758.6,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1610.7,1508.3,801.7,829.4,1587.6
124,137270899304317,2122.2,725.3,1189.2,207.7,83.5,2002.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2120.0,1674.7,708.7,713.4,2103.7
125,137270905682176,1049.8,439.5,452.9,157.4,78.7,944.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1048.1,511.4,114.7,121.4,1033.3
126,137270910794526,1692.9,427.4,1062.5,203.0,108.5,1557.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1690.0,1130.9,132.6,147.9,1675.3
127,137270916592300,1851.8,557.0,1119.7,175.1,97.9,1726.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1849.5,1413.4,455.5,473.4,1834.5
128,137270922603577,2161.8,782.9,1130.1,248.8,102.6,2031.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2159.4,1680.5,721.4,738.9,2144.2
129,137270928940232,514.2,133.3,355.5,25.5,10.9,477.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,512.6,419.4,111.3,119.1,497.6
130,137270933564187,1637.4,609.6,924.1,103.7,44.5,692.5,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1634.5,1532.6,972.8,787.6,1613.0
131,137270939344425,1759.9,526.7,1159.9,73.4,28.1,1636.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1756.8,1636.3,668.5,675.4,1733.6
132,137270945265293,1855.4,552.6,1224.2,78.6,32.4,712.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1852.4,1742.3,746.6,761.4,1838.2
133,137270951243016,1042.2,544.5,422.4,75.3,38.5,636.1,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1040.2,933.8,695.0,719.6,1025.7
134,137270956374386,461.0,141.0,291.2,28.7,10.7,424.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,458.7,368.8,125.7,140.3,444.2
135,137270960960449,1608.5,349.9,1048.5,210.1,92.5,1488.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1605.2,1126.3,124.9,128.6,1590.7
136,137270966693309,802.7,415.6,362.9,24.2,11.2,763.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,799.7,706.8,399.4,410.0,784.9
137,137270971683378,2121.4,737.3,703.5,680.5,424.9,1235.5,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,2118.2,1235.5,694.4,698.0,2096.1
138,137270977926726,510.5,167.6,316.4,26.5,11.5,463.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,506.8,407.5,150.9,156.2,492.7
139,137270982531376,849.5,463.0,356.2,30.2,13.6,811.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,847.8,744.3,509.1,513.7,834.0
140,137270987538826,477.1,131.4,320.9,24.8,12.3,433.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,474.9,365.1,114.6,120.8,455.2
141,137270992119415,2470.5,928.4,1183.3,358.7,143.9,2298.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2467.6,1793.4,676.3,833.6,2452.5
142,137270998771700,701.8,270.5,407.0,24.3,11.4,663.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,699.7,608.2,280.1,286.4,684.5
143,137271003542150,1564.6,447.4,1087.0,30.2,10.7,1527.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1562.0,1469.5,530.6,559.0,1547.7
144,137271009270218,1833.0,565.2,1152.2,115.7,64.6,678.4,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1831.3,1739.7,744.6,805.2,1816.2
145,137271015245422,1873.8,681.9,1135.9,56.0,19.9,685.9,rx collecting results@149/0-RX-38,rx collecting results@148/0-RX-13,1871.9,1764.1,775.5,825.9,1848.0
146,137271021297919,1594.1,327.6,1053.6,213.0,112.0,1456.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1591.8,1113.7,108.9,118.3,1578.0
147,137271027036226,1206.2,511.6,611.8,82.8,54.5,637.3,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1204.0,1094.5,693.7,711.4,1188.8
148,137271032403225,1026.4,578.2,421.9,26.3,14.0,986.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1024.3,930.4,627.2,637.0,1010.7
149,137271037519942,1700.6,798.5,837.0,65.0,33.3,816.5,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1698.0,1600.6,851.4,870.6,1684.1
150,137271043335750,1809.5,769.9,963.0,76.6,41.1,848.1,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1807.6,1713.5,890.6,929.4,1793.5
151,137271049252908,1112.0,658.0,393.1,60.9,30.2,708.6,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1108.4,1004.3,756.7,766.7,1086.8
