window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,137779839114173,1930.3,737.5,998.7,194.0,79.8,1243.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1928.0,1243.0,681.3,695.0,1913.9
1,137779844975389,1116.8,132.4,885.1,99.3,55.3,940.7,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1115.4,940.7,112.6,117.1,1100.8
2,137779850065472,452.8,122.6,302.0,28.2,11.3,414.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,449.8,356.6,98.9,105.3,437.1
3,137779854497546,714.5,187.0,501.2,26.2,12.9,665.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,711.8,612.5,215.4,234.4,689.2
4,137779859180515,1034.6,495.1,444.0,95.5,66.6,462.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1031.4,929.8,530.3,534.5,1016.9
5,137779864203738,453.3,132.0,295.6,25.7,13.1,414.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,450.0,354.1,112.9,118.5,437.8
6,137779868663945,493.0,119.8,346.7,26.4,14.0,454.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,490.4,401.2,98.2,115.1,477.9
7,137779873174366,1929.6,980.4,776.2,173.1,83.7,1703.5,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1926.8,1703.5,996.9,1008.5,1912.2
8,137779879174722,1284.3,318.2,759.6,206.5,107.8,1150.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1280.9,815.3,96.8,101.6,1267.5
9,137779884529998,671.6,144.1,500.3,27.2,11.6,627.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,668.5,569.8,122.2,125.6,649.1
10,137779889143848,1049.3,489.7,468.2,91.3,65.2,445.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1046.5,949.5,512.4,518.2,1023.4
11,137779894139734,486.1,169.6,292.6,23.9,12.1,438.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,482.4,385.7,154.7,160.0,469.7
12,137779898595476,457.6,139.2,291.2,27.3,11.9,421.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,454.8,347.0,101.2,108.8,442.0
13,137779903025899,443.8,122.1,297.4,24.3,12.3,406.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,441.1,353.2,89.1,104.1,428.6
14,137779907437369,745.0,143.1,574.1,27.8,11.9,706.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,741.5,650.9,174.9,185.3,727.2
15,137779912171307,1937.7,587.5,1188.4,161.8,125.7,992.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1935.0,1838.3,1119.2,1131.6,1921.6
16,137779918088899,539.4,135.4,375.0,29.0,12.5,493.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,536.3,435.5,112.8,117.2,515.2
17,137779922589801,541.2,120.4,388.9,31.8,12.6,496.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,539.3,445.2,105.5,112.1,526.2
18,137779927143852,436.3,123.3,281.7,31.3,11.3,397.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,431.9,336.5,103.4,108.2,417.7
19,137779931604929,765.2,471.4,263.5,30.3,12.2,727.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,762.5,671.8,441.5,447.5,750.0
20,137779936373700,926.4,487.0,346.6,92.7,65.0,441.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,923.3,835.6,508.5,516.2,910.3
21,137779941253289,445.2,145.5,274.0,25.7,12.1,399.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,434.4,348.9,117.0,121.8,421.0
22,137779945689079,517.5,122.7,362.4,32.4,12.9,468.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,514.8,411.2,101.3,106.1,490.6
23,137779950191492,537.6,155.0,354.6,28.0,13.1,489.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,534.3,436.0,134.7,161.7,521.4
24,137779954743021,1773.3,778.2,771.7,223.4,81.0,1665.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1770.0,1263.9,543.9,566.2,1755.8
25,137779960494515,437.0,128.9,282.2,25.8,13.9,397.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,434.4,347.3,103.6,107.8,420.8
26,137779964904278,1704.8,624.6,823.2,257.0,93.1,1585.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1702.2,1259.2,529.5,542.8,1688.0
27,137779970660163,563.6,202.3,337.6,23.7,11.6,522.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,559.8,471.7,139.2,147.7,544.5
28,137779975207704,1752.4,744.1,746.7,261.6,95.3,1621.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1750.4,1297.5,583.9,588.0,1726.5
29,137779981053370,510.2,135.8,351.1,23.4,11.9,463.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,507.8,411.6,105.6,109.9,495.1
30,137779985574828,1497.4,606.3,753.6,137.5,72.5,1167.2,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1495.1,1167.2,461.6,465.8,1481.1
31,137779991111169,987.4,469.1,463.5,54.8,33.0,864.7,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,985.0,864.7,122.7,527.3,970.3
32,137779996106552,1087.8,523.7,476.2,88.0,56.9,493.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1084.2,990.1,552.7,574.9,1070.8
33,137780001413635,1640.1,715.3,753.2,171.5,56.4,541.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1637.3,1308.7,599.2,604.5,1623.4
34,137780007088820,1222.2,858.6,277.4,86.2,56.6,520.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1218.2,1118.0,874.5,891.7,1196.8
35,137780012302829,891.6,180.8,681.5,29.3,15.0,849.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,887.7,778.6,219.7,233.2,874.5
36,137780017095007,1116.0,510.1,516.2,89.7,60.6,461.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1114.0,1019.8,539.2,557.7,1100.4
37,137780022224347,876.7,125.8,725.8,25.1,11.7,840.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,874.5,788.3,111.1,125.1,861.7
38,137780027081152,1109.1,513.3,505.8,90.0,61.3,505.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1105.2,1014.0,567.8,577.4,1091.3
39,137780032224228,1072.4,554.5,426.7,91.1,62.6,542.3,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1070.5,977.0,606.3,627.8,1051.4
40,137780037315453,923.9,506.3,334.8,82.9,56.0,463.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,921.9,827.3,521.6,534.5,908.1
41,137780042251524,517.6,129.5,362.1,26.0,13.9,476.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,513.6,420.4,118.8,122.1,499.1
42,137780046744029,513.5,138.9,350.2,24.4,11.4,476.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,511.6,423.8,116.1,119.6,497.0
43,137780051231833,1334.0,369.2,748.8,216.1,94.5,1213.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1330.8,834.5,147.3,158.2,1317.8
44,137780056605088,555.3,123.3,368.3,63.7,43.5,428.6,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,553.0,428.6,97.8,101.1,539.4
45,137780061135430,1688.1,693.9,753.8,240.3,89.5,1568.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1684.9,1260.6,535.3,548.9,1667.8
46,137780066793748,1335.5,380.9,857.0,97.6,73.5,494.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1332.3,1239.5,569.2,574.9,1318.0
