window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
29,137462733347738,944.4,586.8,262.4,95.2,70.8,538.7,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,942.0,852.7,612.0,622.4,927.5
30,137462738286712,506.9,117.6,362.0,27.3,11.0,471.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,504.8,417.1,106.6,114.1,491.6
31,137462742803601,653.7,310.0,317.2,26.5,10.9,617.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,651.8,559.6,321.3,326.5,638.1
32,137462747465719,529.4,136.5,369.7,23.3,10.5,485.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,526.7,429.8,116.2,121.9,505.3
33,137462751958262,489.3,126.0,340.0,23.4,10.6,443.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,486.3,390.1,113.0,116.6,464.0
34,137462756432545,902.8,517.7,299.4,85.8,60.4,486.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,900.2,800.5,549.0,565.1,886.1
35,137462761335723,971.9,518.8,359.5,93.7,66.6,472.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,968.1,866.3,541.5,548.7,954.7
36,137462766344038,842.0,135.5,505.1,201.4,184.3,561.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,840.0,561.4,114.6,118.3,826.7
37,137462771196740,1035.3,510.2,447.6,77.5,54.7,462.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1033.3,936.7,519.6,528.7,1020.3
38,137462776234982,454.6,122.8,307.0,24.8,11.9,417.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,452.0,362.2,102.6,126.5,438.6
39,137462780706983,440.9,115.2,296.4,29.2,11.0,405.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,438.9,348.1,109.9,114.3,425.5
40,137462785157074,477.1,163.9,284.1,29.2,11.3,439.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,474.1,382.1,129.2,133.7,460.5
41,137462789661485,702.2,317.9,311.7,72.6,42.8,87.5,rx collecting results@147/0-RX-10,Launch hardware matmul job@24/?-work_queue,700.1,610.1,382.5,386.8,687.1
42,137462794366809,444.9,131.6,283.9,29.4,12.4,400.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,437.6,343.5,107.0,110.9,423.5
43,137462798797273,1812.3,701.8,864.9,245.5,83.0,1696.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1810.3,1375.0,566.1,580.5,1788.4
44,137462804662977,738.6,414.3,299.2,25.0,10.5,694.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,737.0,639.3,373.3,382.5,714.2
45,137462809378340,523.9,120.6,377.2,26.1,12.4,472.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,521.5,419.5,101.3,107.7,495.2
46,137462813891541,532.7,128.3,380.9,23.6,9.9,486.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,530.6,432.0,99.7,107.1,516.4
47,137462818377810,1701.5,632.9,845.1,223.4,97.9,1352.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1699.7,1352.0,544.2,554.3,1685.7
48,137462824120053,1116.6,476.0,557.1,83.5,59.2,440.7,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1113.8,1026.6,501.3,509.5,1101.0
49,137462829237549,1105.6,543.3,473.4,89.0,59.9,595.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1103.5,1014.0,658.3,667.0,1089.4
50,137462834371314,1727.3,726.9,849.8,150.7,73.5,1568.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1725.0,1568.1,742.9,758.7,1710.8
51,137462840096902,1055.3,635.0,335.9,84.4,53.8,602.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1052.8,958.6,657.8,664.0,1039.4
52,137462845143241,464.4,120.6,316.2,27.6,10.8,430.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,462.2,375.8,109.1,113.1,449.9
53,137462849675363,472.5,131.6,314.6,26.3,11.9,424.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,469.2,370.6,134.4,143.6,446.0
54,137462854108817,1944.4,765.2,929.9,249.3,92.7,1485.7,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1942.8,1485.7,625.5,633.1,1927.1
55,137462860061684,1125.2,510.0,543.5,71.7,48.6,485.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1123.7,1024.6,536.0,552.0,1109.5
56,137462865245839,1013.2,589.8,340.1,83.3,57.2,510.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1010.5,920.7,569.8,645.5,997.6
57,137462870369743,506.9,117.3,364.9,24.7,10.6,472.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,504.8,418.6,99.4,103.8,491.7
58,137462874839622,551.0,128.0,391.9,31.1,12.0,513.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,548.2,459.0,140.1,148.7,534.9
59,137462879371983,983.1,509.7,437.5,35.9,11.7,946.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,980.6,890.6,649.7,654.1,967.1
60,137462884336977,1045.8,612.7,344.7,88.4,64.3,567.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1043.0,953.8,634.7,657.8,1029.6
61,137462889429944,439.5,118.4,294.8,26.3,12.7,400.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,436.7,347.9,106.3,110.2,423.0
62,137462893805580,574.1,278.8,270.4,25.0,9.9,538.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,572.3,480.5,239.3,243.0,557.7
63,137462898412202,524.5,165.6,332.3,26.5,10.7,490.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,522.7,435.4,133.5,142.2,509.6
64,137462902906487,1167.5,188.2,867.9,111.4,59.1,903.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1165.1,903.4,104.3,107.9,1150.0
65,137462908122709,1153.2,598.4,420.1,134.7,55.3,660.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1151.7,1063.2,717.2,724.5,1138.9
66,137462913304887,462.1,134.5,302.7,25.0,11.1,416.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,459.6,362.8,114.7,119.0,436.2
67,137462917775825,518.9,120.3,365.7,32.9,14.7,468.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,516.1,411.5,101.4,108.8,500.2
68,137462922343161,536.8,126.1,375.7,35.0,22.0,489.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,534.7,435.8,126.3,131.5,521.0
69,137462926869572,497.8,126.4,346.8,24.7,12.0,459.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,494.8,398.5,96.0,101.1,480.9
70,137462931396069,986.0,527.1,376.6,82.2,55.6,505.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,983.6,880.7,563.0,569.9,971.0
71,137462936451971,443.0,137.4,281.9,23.7,10.3,405.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,440.4,351.7,106.9,136.1,425.7
72,137462940935248,690.2,196.3,470.9,23.0,9.6,657.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,688.4,602.1,214.1,286.8,676.3
73,137462945623323,440.9,131.9,280.3,28.7,11.2,403.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,438.5,338.4,97.6,102.3,423.8
74,137462950050036,1133.4,547.3,500.3,85.8,60.8,495.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1131.2,1040.5,557.6,563.6,1117.6
75,137462955259276,451.3,125.4,297.8,28.1,11.6,414.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,448.3,357.3,114.0,126.4,435.5
76,137462959696683,433.5,122.8,283.9,26.8,13.0,395.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,430.9,340.9,111.9,115.7,417.6
77,137462964178889,437.0,135.3,276.5,25.2,13.1,391.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,427.9,336.9,100.4,107.7,414.1
78,137462968640902,463.1,119.6,313.0,30.6,13.2,357.2,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,459.3,357.2,109.1,116.0,437.3
79,137462973083143,1806.1,778.1,801.8,226.2,69.6,1712.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1804.6,1300.9,538.8,543.4,1792.2
80,137462978906625,1476.4,311.9,866.4,298.0,109.5,1238.9,setup_logits@24/?-work_queue,gather_token_data@24/?-work_queue,1473.6,908.9,104.7,120.1,1460.7
81,137462984377437,471.6,128.1,316.1,27.4,11.1,436.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,469.5,380.9,120.5,140.5,457.0
82,137462988859896,613.9,194.1,386.1,33.7,12.6,576.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,611.6,517.9,207.6,219.3,598.3
83,137462993475194,902.2,588.1,277.7,36.4,16.4,859.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,899.6,806.6,557.8,563.1,885.4
84,137462998384530,521.9,129.6,367.7,24.6,11.2,480.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,515.8,427.6,117.9,125.6,500.7
85,137463002938431,475.5,172.5,273.4,29.6,11.4,427.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,473.4,371.2,136.1,139.6,448.1
86,137463007402609,987.7,505.7,401.0,81.1,52.2,510.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,985.3,883.7,565.1,568.8,958.2
87,137463012473794,1615.0,562.3,861.0,191.7,81.0,1370.6,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1612.5,1370.6,549.2,568.0,1590.0
88,137463018190269,1021.7,505.2,434.7,81.8,57.7,468.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1019.9,922.2,528.5,539.0,997.1
89,137463023264805,523.5,131.6,364.8,27.1,10.8,473.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,518.6,414.4,98.4,102.9,504.8
90,137463027782301,691.6,183.3,481.5,26.8,13.5,639.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,688.3,586.4,273.6,280.9,674.4
91,137463032465748,990.2,540.0,412.0,38.2,11.9,952.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,987.4,884.0,576.0,580.6,974.8
92,137463037488669,454.0,133.6,296.2,24.2,10.3,416.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,451.7,363.2,119.2,143.0,436.6
93,137463041979446,445.9,116.8,299.7,29.3,12.8,406.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,443.5,352.5,97.6,117.4,428.9
94,137463046495202,531.0,140.8,366.3,23.9,9.5,488.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,527.7,430.8,120.7,125.6,516.7
95,137463051114600,1110.0,590.6,438.6,80.8,57.7,552.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1106.5,1019.3,612.2,659.8,1093.9
96,137463056307705,441.1,128.2,288.1,24.8,11.2,405.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,438.3,347.3,114.4,118.5,426.3
97,137463060821314,423.0,116.8,281.2,25.0,12.5,385.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,420.2,330.2,94.1,98.8,407.2
98,137463065334263,466.1,133.0,308.7,24.5,11.1,419.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,464.5,363.6,119.3,124.0,440.7
99,137463069921345,441.1,127.6,283.6,29.9,14.2,394.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,439.6,336.3,111.8,115.8,418.4
100,137463074402391,453.3,113.4,303.5,36.4,12.7,401.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,449.7,345.9,107.4,114.4,435.8
101,137463078923409,614.1,177.0,411.9,25.1,12.7,563.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,611.3,506.1,162.5,166.6,597.9
102,137463083601055,510.4,118.3,355.4,36.7,15.6,398.9,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,508.6,398.9,99.3,109.7,495.6
103,137463088185434,455.4,131.8,297.4,26.1,11.5,418.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,452.8,353.6,111.3,120.7,439.7
104,137463092735015,503.0,128.9,350.2,23.8,10.8,466.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,500.4,409.4,102.6,123.8,487.6
105,137463097277944,515.4,119.4,366.0,30.0,11.1,480.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,513.2,424.2,111.9,121.1,500.0
106,137463101864162,528.1,227.5,275.1,25.6,11.2,492.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,526.3,438.0,193.8,201.9,513.8
107,137463106425205,435.8,123.9,288.1,23.8,10.3,398.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,432.7,343.2,105.6,117.9,419.2
108,137463110904726,1630.7,354.8,1065.5,210.4,88.5,1515.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1629.2,1164.9,106.0,114.9,1613.5
109,137463116684766,558.6,132.8,399.3,26.5,11.4,522.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,557.2,465.3,146.0,152.7,543.4
110,137463121390612,477.8,144.8,308.0,24.9,10.9,433.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,475.5,377.6,133.1,137.9,454.0
111,137463125922176,551.0,133.5,380.3,37.2,12.2,505.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,549.2,446.6,128.2,139.5,536.1
112,137463130510211,2225.2,906.8,1081.1,237.2,70.4,2128.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2222.7,1657.5,656.8,660.8,2208.9
113,137463136811888,636.6,165.0,436.9,34.6,10.8,601.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,635.0,531.1,283.0,286.7,623.1
114,137463141474818,1616.3,511.1,941.5,163.6,69.7,511.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1613.9,1451.9,583.2,589.5,1599.7
115,137463147221863,1017.5,596.6,333.9,87.1,55.1,473.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1014.9,918.4,530.7,629.8,1001.0
116,137463152287815,1046.9,603.8,349.6,93.5,66.1,567.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1044.8,954.1,635.8,646.1,1031.3
117,137463157422356,1967.9,806.2,931.1,230.7,86.3,1856.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1964.8,1523.4,608.4,624.0,1952.7
118,137463163504249,939.8,562.9,344.4,32.5,13.9,899.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,936.5,844.8,538.2,546.5,923.1
119,137463168521328,514.7,111.0,372.9,30.8,14.8,475.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,512.9,416.1,99.6,105.7,500.0
120,137463173125071,1100.0,641.2,372.4,86.4,59.8,597.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1096.6,1006.2,658.4,668.3,1084.1
121,137463178335209,1016.7,675.0,286.0,55.7,25.9,650.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1015.3,922.9,679.0,685.8,1002.5
122,137463183433607,485.5,112.8,346.2,26.5,12.1,448.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,482.9,393.9,92.4,98.4,470.5
123,137463188041784,507.6,122.3,360.7,24.6,10.9,470.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,505.5,415.9,104.7,110.0,491.5
124,137463192622469,764.4,453.9,283.4,27.1,11.2,727.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,762.2,669.1,417.2,428.6,748.7
125,137463197437062,451.5,117.6,309.8,24.1,11.8,413.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,447.9,358.4,93.4,98.8,435.2
126,137463201949985,528.3,158.3,347.9,22.0,9.8,494.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,526.0,438.2,121.7,126.4,513.7
127,137463206522576,460.4,119.9,309.4,31.0,12.9,422.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,457.3,365.5,110.6,118.6,445.6
128,137463211029599,566.8,135.3,401.2,30.3,12.4,517.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,564.0,463.4,130.1,135.2,539.5
129,137463215661705,807.6,394.4,387.2,25.9,10.1,762.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,805.8,703.4,387.8,393.3,782.2
130,137463220558576,833.0,525.3,280.6,27.1,13.4,784.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,829.6,729.7,479.5,490.1,817.5
131,137463225482099,532.4,111.3,378.3,42.7,24.8,477.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,532.5,421.6,112.4,119.4,512.4
132,137463230030219,454.5,169.1,261.8,23.6,10.4,417.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,452.7,351.4,109.6,116.0,438.6
133,137463234565280,659.4,115.5,511.5,32.4,12.1,622.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,657.2,564.6,113.4,129.3,643.8
134,137463239309961,941.7,549.2,310.6,82.0,54.6,500.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,940.1,847.0,557.5,580.0,926.8
135,137463244333573,422.3,114.4,286.1,21.8,10.1,386.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,419.2,331.7,96.2,106.9,405.9
136,137463248845131,1708.4,348.9,530.8,828.7,709.9,580.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1706.3,580.4,108.8,112.2,1692.4
137,137463254696151,560.3,143.2,392.7,24.5,10.3,523.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,557.5,467.2,151.1,155.5,544.4
138,137463259298736,1064.8,586.7,390.9,87.2,60.5,587.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1062.2,969.7,650.1,665.3,1048.6
139,137463264445983,452.0,124.3,301.0,26.7,13.0,412.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,452.1,356.1,106.1,111.2,435.9
140,137463268977565,1197.6,536.4,572.2,89.1,58.4,504.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1195.6,1094.7,564.3,572.2,1173.4
141,137463274357999,890.9,508.7,311.7,70.5,48.0,451.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,887.8,789.1,501.1,506.2,874.3
142,137463279322707,936.0,501.3,350.5,84.3,57.2,454.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,933.4,830.5,514.0,524.9,920.0
143,137463284379269,943.0,511.6,351.8,79.6,56.8,476.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,941.3,845.2,534.6,539.8,927.9
144,137463289416190,544.2,126.6,393.8,23.8,11.5,507.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,541.1,440.6,101.9,110.2,528.7
145,137463294061672,1127.5,518.3,534.7,74.5,49.6,502.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1125.1,1025.9,553.8,568.8,1112.3
146,137463299238326,514.0,128.3,361.8,23.8,12.4,476.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,506.2,422.5,113.4,119.3,500.5
147,137463303886329,509.6,120.7,355.0,33.9,17.6,465.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,507.0,409.1,93.3,96.7,493.0
148,137463308458147,510.5,120.3,366.6,23.6,11.3,473.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,507.6,417.3,107.7,112.1,494.6
149,137463313064007,1191.3,672.1,439.6,79.6,53.1,682.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1189.5,1097.8,736.8,743.3,1176.3
150,137463318334880,1787.1,656.1,1015.8,115.2,64.4,614.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1784.4,1660.4,680.7,690.8,1763.7
151,137463324119203,1258.7,763.2,397.8,97.8,71.4,661.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1257.2,1155.3,783.7,796.2,1235.3
