draw,status,generate_tok_s,parse_tok_s,ttft_s,ttlt_s,token_sha256,result_dir,source_log,reason
draw_01,ok,94.301,923.5420223914842,1.385968,44.799023,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_01,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-163323-1-1/log.0,
draw_02,ok,94.352,926.4762557707076,1.381579,44.771429,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_02,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-163435-1-1/log.0,
draw_03,ok,94.503,923.1626644723551,1.386538,44.70686,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_03,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-163547-1-1/log.0,
draw_04,ok,94.351,925.4896389699625,1.383052,44.773127,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_04,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-163659-1-1/log.0,
draw_05,ok,94.251,924.0144685823798,1.38526,44.821403,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_05,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-163811-1-1/log.0,
draw_06,ok,94.17,924.5119069000793,1.384514,44.858095,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_06,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-163922-1-1/log.0,
draw_07,ok,94.292,923.650885065658,1.385805,44.803355,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_07,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-164033-1-1/log.0,
draw_08,ok,94.363,924.537350946025,1.384476,44.769449,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_08,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-164145-1-1/log.0,
draw_09,ok,94.464,923.5329301153447,1.385982,44.724508,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_09,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-164257-1-1/log.0,
draw_10,ok,94.194,925.0929207054652,1.383645,44.846032,bfc59d4f73f79cdf92f04dacffdde264832a629f420e657c6ec3abd15869fa1a,/scratch/jhan/perf-fluctuation/deep-dive/3bda-ingmixtral-tp2-20260815T163100Z/results/draw_10,/home/jhan/workspace/run_checkerboard/checkerboard/sweeps/logs/20260815-164409-1-1/log.0,
