window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137591470350142,125.4,56,6,0,0,0.0,0.0,0.0,0.933,0.998,7.354,0.777,26.441,0.0,82.178,1.358,6.909,10.024,0.0,2.757,15.708,5.79,9.784,0.0,0.0,0.0,0.0,0.0,3.904,52.064
1,137591474667659,1203.428,209,10,24,0,290.798,173.665,307.971,0.303,0.584,4.812,0.272,19.2,0.0,62.363,1.008,1.42,1.241,0.0,10.261,262.502,17.247,42.228,2482.697,133.537,904.094,0.0,0.0,3.396,110.007
2,137591479825215,622.996,232,10,27,1,238.323,185.907,245.094,0.274,0.523,4.615,0.225,17.907,0.0,68.974,0.728,1.412,1.064,0.0,7.793,210.624,13.84,197.102,184.392,23.856,976.829,0.0,0.0,3.053,88.688
3,137591484462978,1798.428,239,10,28,0,657.856,196.258,742.296,2.136,1.318,73.006,0.967,86.193,0.0,284.9,7.764,9.754,7.264,0.0,8.988,99.393,16.248,71.419,1590.574,34.553,1087.642,0.0,0.0,2.886,557.305
4,137591490382499,1015.229,213,10,24,0,242.682,203.241,249.788,0.295,0.745,4.409,0.327,18.854,0.0,73.831,0.743,1.277,0.814,0.0,8.83,81.544,15.257,53.514,1727.87,25.1,973.237,0.0,0.0,3.463,387.48
5,137591495393688,1929.509,239,10,28,0,674.995,182.899,746.197,3.794,1.806,50.044,0.424,233.861,0.0,264.154,7.594,150.954,6.924,0.0,11.409,76.649,18.695,52.74,1582.296,25.534,1126.114,0.0,0.0,2.943,536.56
6,137591501400913,748.538,221,10,24,0,551.936,191.917,557.635,0.256,0.519,4.442,0.246,18.604,0.0,62.752,0.701,1.191,1.16,0.0,7.382,35.954,13.488,23.636,147.971,21.029,957.342,0.0,0.0,3.526,48.145
7,137591506167978,419.373,221,10,24,0,217.505,177.039,223.669,0.365,0.53,4.643,0.254,19.263,0.0,62.975,0.619,1.145,1.095,0.0,7.254,44.221,13.455,31.865,149.75,21.532,966.848,0.0,0.0,2.376,52.031
8,137591510601550,768.073,203,10,22,0,229.706,175.758,235.349,0.255,0.53,4.427,0.237,20.016,0.0,63.811,0.804,1.167,1.16,0.0,7.433,179.816,14.256,53.126,1015.474,18.519,966.51,0.0,0.0,3.379,369.849
9,137591515437268,572.078,224,10,24,0,328.163,181.665,334.534,0.189,0.54,4.083,0.237,20.147,0.0,67.155,0.66,1.229,0.733,0.0,12.797,78.287,18.793,61.198,189.711,26.072,1021.214,0.0,0.0,2.984,50.977
