window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137842483090346,775.026,213,10,24,0,236.12,184.498,247.017,0.728,0.997,5.372,13.763,23.885,0.0,82.736,2.052,5.192,1.895,0.0,9.066,35.934,16.216,19.253,857.607,31.095,933.901,0.0,0.0,3.994,124.568
1,137842487890092,471.916,240,10,28,1,244.246,189.658,257.305,0.432,0.525,4.403,0.197,19.435,0.0,65.226,1.458,1.483,1.009,0.0,9.2,49.05,29.494,35.971,235.335,25.048,997.842,0.0,0.0,3.717,47.71
2,137842492319901,526.372,241,10,28,0,303.931,186.227,309.802,0.383,0.452,5.6,0.24,17.946,0.0,68.389,1.252,1.374,1.089,0.0,8.472,46.599,16.191,23.108,252.377,24.678,986.168,0.0,0.0,3.511,48.252
3,137842496892562,711.373,212,10,24,0,300.153,176.145,306.712,0.402,0.503,4.657,0.174,18.474,0.0,63.685,1.5,1.07,1.048,0.0,106.396,33.617,112.882,26.328,563.23,25.241,990.465,0.0,0.0,3.137,82.935
4,137842501613933,828.49,234,10,28,0,298.128,174.885,305.353,0.378,0.496,4.636,0.192,18.007,0.0,63.093,1.243,1.144,0.738,0.0,8.182,82.128,14.581,62.867,781.227,31.415,1098.485,0.0,0.0,3.061,218.399
5,137842506536203,831.151,221,10,24,0,225.129,172.755,230.943,0.38,0.522,4.915,0.212,18.089,0.0,71.262,1.148,1.029,0.88,0.0,7.478,194.748,13.666,175.43,1180.396,32.901,1015.19,0.0,0.0,2.887,325.065
6,137842511452699,1621.461,232,10,27,1,636.64,230.219,733.608,0.361,0.53,51.038,0.188,71.082,0.0,121.464,20.568,6.077,7.032,0.0,10.939,87.823,17.325,56.968,1746.525,31.045,1182.592,0.0,0.0,3.638,457.27
7,137842517129236,1929.179,240,10,28,0,693.19,427.795,764.278,0.734,2.537,176.322,1.026,66.225,0.0,309.165,33.33,7.837,3.958,0.0,8.138,89.729,19.202,75.354,2618.77,36.371,1082.741,0.0,0.0,3.262,521.768
8,137842523086191,449.859,241,10,28,0,233.709,179.407,239.623,0.376,0.475,4.437,0.176,17.135,0.0,60.815,1.311,1.16,1.146,0.0,7.976,34.423,28.317,23.185,228.666,24.485,1059.637,0.0,0.0,3.209,58.023
9,137842527594817,458.733,236,10,28,0,252.023,177.868,257.576,0.405,0.516,4.923,0.203,18.177,0.0,67.717,1.217,1.162,0.929,0.0,7.614,42.808,13.879,31.093,201.913,25.302,1020.235,0.0,0.0,3.775,53.713
10,137842532079803,1121.748,234,10,28,0,398.437,210.875,404.993,0.39,0.504,4.792,0.18,18.016,0.0,62.658,1.291,1.02,0.85,0.0,6.995,177.646,13.27,156.368,1541.351,28.013,1193.755,0.0,0.0,3.797,411.706
11,137842537227949,527.736,240,10,28,1,237.535,185.228,243.872,0.34,0.498,4.603,0.168,18.169,0.0,86.295,1.473,1.142,0.774,0.0,8.237,56.609,15.192,23.63,355.3,25.245,1027.841,0.0,0.0,4.544,54.935
12,137842541783283,1186.178,240,10,28,1,522.777,198.295,608.29,3.535,1.792,55.107,0.669,78.144,0.0,271.458,24.269,5.565,7.232,0.0,7.647,37.92,14.395,25.727,252.94,24.9,1007.704,0.0,0.0,2.919,207.142
13,137842547027367,444.45,224,10,25,0,217.397,177.363,223.725,0.412,0.688,5.285,0.169,18.467,0.0,73.434,1.387,1.06,0.897,0.0,7.315,33.141,13.399,21.166,265.512,22.108,986.338,0.0,0.0,3.044,73.503
