window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137399169024935,1222.468,235,10,27,0,311.973,175.274,325.651,0.848,0.825,19.732,0.692,24.315,0.0,85.384,1.493,5.639,1.763,0.0,93.785,35.784,15.532,22.257,2233.915,32.145,1411.549,0.0,0.0,4.002,121.204
1,137399174251552,1834.15,227,10,26,0,704.0,189.028,886.304,0.463,0.532,4.576,0.227,19.477,0.0,60.856,9.893,1.64,3.971,0.0,10.716,72.075,17.098,51.05,1627.213,29.501,1135.228,0.0,0.0,3.297,513.468
2,137399180106213,1186.73,232,10,27,0,393.074,196.717,406.343,0.443,0.505,5.1,0.235,18.213,0.0,64.842,0.714,1.544,0.956,0.0,8.508,83.196,14.468,60.675,1517.273,29.263,1141.083,0.0,0.0,2.904,500.66
3,137399185365234,1722.071,217,10,23,0,702.049,186.841,847.392,0.444,0.463,5.728,0.232,18.557,0.0,63.329,5.631,1.315,4.696,0.0,8.38,244.758,14.497,219.809,1818.385,302.593,1006.875,0.0,0.0,3.608,262.405
4,137399191163159,1102.75,242,10,28,1,267.137,181.445,276.991,0.43,0.493,4.256,0.263,18.248,0.0,73.286,0.62,1.49,0.928,0.0,9.84,219.907,20.29,202.78,1494.606,26.348,1070.52,0.0,0.0,3.635,421.152
5,137399196501269,923.46,241,10,28,0,295.064,174.118,303.359,0.452,0.444,3.896,0.277,19.314,0.0,71.409,0.684,1.447,0.633,0.0,8.353,80.487,15.495,64.15,1751.444,25.126,1076.447,0.0,0.0,3.05,398.531
6,137399201473774,1849.779,237,10,28,0,661.056,186.927,784.743,0.902,0.839,151.529,0.484,102.955,0.0,336.476,7.852,8.403,3.532,0.0,8.183,63.171,14.817,50.278,1595.304,25.171,1023.676,0.0,0.0,3.971,626.053
7,137399207396204,2089.945,235,10,28,0,781.107,211.046,905.209,1.977,0.475,53.047,1.396,98.817,0.0,294.498,8.205,10.686,6.573,0.0,11.564,73.789,326.482,60.512,2115.847,24.394,1060.809,0.0,0.0,3.609,392.705
8,137399213531211,1791.211,239,10,28,0,695.438,177.919,836.439,0.439,0.469,51.718,0.217,98.74,0.0,248.697,8.449,9.271,8.537,0.0,10.355,201.389,21.675,58.392,1212.257,29.754,1073.66,0.0,0.0,3.018,513.762
9,137399219343223,1728.463,239,10,28,0,683.625,193.023,800.731,0.464,0.489,4.471,0.27,83.889,0.0,60.872,5.928,1.417,4.81,0.0,8.449,76.902,15.081,61.038,1797.443,24.646,1065.519,0.0,0.0,3.48,497.957
