window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,137399169024935,1222.5,305.0,868.9,48.6,12.3,1185.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1219.3,1096.1,770.4,775.2,1208.5
1,137399174251552,1834.2,600.7,1001.6,231.9,104.0,1590.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1831.4,1590.4,704.1,712.3,1818.7
2,137399180106213,1186.7,578.5,519.1,89.1,63.0,619.6,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1184.4,1091.4,685.1,693.6,1170.5
3,137399185365234,1722.1,719.3,896.3,106.4,62.5,1540.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1719.0,1540.0,692.6,698.3,1705.7
4,137399191163159,1102.8,647.1,363.6,92.1,62.7,658.5,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1099.8,1000.2,723.2,727.8,1076.5
5,137399196501269,923.5,485.0,401.7,36.8,20.8,876.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,921.0,819.9,516.6,520.8,906.4
6,137399201473774,1849.8,764.9,867.7,217.2,88.1,1733.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1846.4,1320.6,535.8,549.9,1831.4
7,137399207396204,2089.9,848.5,1017.1,224.3,102.9,1960.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2086.9,1564.8,659.6,677.7,2073.4
8,137399213531211,1791.2,732.6,877.1,181.4,93.9,1671.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1789.0,1346.7,510.2,520.2,1774.8
9,137399219343223,1728.5,673.6,908.6,146.3,79.5,1472.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1725.7,1472.0,671.3,675.4,1711.5
10,137399225092395,1101.8,656.0,359.2,86.6,59.5,625.9,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1099.1,1003.1,687.1,692.8,1077.5
11,137399230230834,1854.7,885.0,878.0,91.7,55.0,1627.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1850.9,1627.8,809.8,817.2,1836.7
12,137399236092304,1158.7,516.6,561.1,80.9,50.6,585.7,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1155.6,1055.7,637.7,641.0,1142.0
13,137399241251892,1004.2,499.1,437.2,67.9,39.0,531.8,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1002.0,909.7,573.3,659.7,989.1
14,137399246330310,1611.0,342.7,1036.3,232.0,110.5,1097.2,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1608.3,1097.2,169.6,173.6,1594.7
