window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137206656920552,1074.582,237,10,28,0,226.92,187.723,236.716,0.783,0.823,19.634,0.73,24.066,0.0,84.549,2.359,6.22,2.015,0.0,8.533,38.986,19.824,25.179,2596.907,33.882,1382.748,0.0,0.0,4.32,129.437
1,137206662096959,1565.494,243,10,28,0,661.409,186.228,834.904,2.83,2.766,75.834,2.57,107.014,0.0,319.153,70.444,15.105,10.738,0.0,9.226,48.763,20.254,37.292,213.488,24.567,1032.192,0.0,0.0,3.308,244.159
2,137206667794631,484.628,230,10,26,0,259.251,177.328,265.192,0.379,0.682,4.711,0.282,18.221,0.0,61.686,1.662,1.652,1.015,0.0,7.855,34.512,23.323,22.918,245.499,30.302,1013.908,0.0,0.0,3.243,59.595
3,137206672432914,535.409,228,10,26,0,236.645,174.802,242.796,0.26,0.456,4.662,0.26,18.25,0.0,60.744,1.281,1.553,1.026,0.0,7.519,35.818,47.23,23.38,350.936,23.292,1011.753,0.0,0.0,2.796,50.091
4,137206677155808,1142.909,236,10,28,0,369.59,190.457,375.553,0.368,0.46,5.147,0.288,18.636,0.0,73.107,1.454,1.666,1.023,0.0,7.647,84.208,23.898,62.568,1470.098,25.447,1127.351,0.0,0.0,3.299,420.413
5,137206682460303,505.539,237,10,28,0,301.024,182.793,307.138,0.39,0.468,5.692,0.281,18.221,0.0,71.144,1.63,1.417,1.1,0.0,7.765,33.194,14.114,21.853,236.583,24.572,967.791,0.0,0.0,2.634,51.139
6,137206687111966,1883.636,232,10,27,0,679.535,186.218,727.862,0.978,0.62,169.009,0.469,94.049,0.0,359.512,28.882,13.974,10.013,0.0,7.59,86.394,13.526,68.97,1563.845,28.992,1098.74,0.0,0.0,2.907,631.501
7,137206693227391,451.208,227,10,25,0,227.757,180.228,233.648,0.447,0.426,4.888,0.289,18.231,0.0,63.51,1.353,1.398,0.954,0.0,7.973,43.414,13.962,31.328,317.157,26.183,983.83,0.0,0.0,4.372,61.46
8,137206697852197,508.347,228,10,26,0,299.468,180.542,305.347,0.406,0.533,5.301,0.284,18.61,0.0,60.468,1.521,1.259,0.882,0.0,7.637,55.271,13.498,32.798,190.977,26.187,1015.891,0.0,0.0,2.672,54.552
9,137206702542018,512.188,221,10,24,0,299.746,180.41,306.137,0.455,0.468,4.246,0.301,18.013,0.0,65.218,1.395,1.356,0.846,0.0,7.538,35.522,22.53,22.387,222.858,21.228,954.065,0.0,0.0,2.823,64.913
10,137206707201497,515.491,240,10,28,1,301.32,181.032,308.041,0.381,0.486,4.654,0.272,18.092,0.0,69.363,1.371,1.263,0.797,0.0,15.733,33.954,32.148,22.936,212.494,24.5,992.202,0.0,0.0,3.783,56.61
11,137206711894110,549.276,231,10,27,0,307.161,178.037,313.08,0.373,0.49,4.639,0.288,17.489,0.0,72.458,1.598,1.114,1.005,0.0,8.633,34.366,23.866,22.791,344.462,41.295,989.284,0.0,0.0,3.574,50.352
12,137206716607985,524.873,243,10,28,0,296.131,179.078,303.21,0.458,0.465,5.089,0.294,17.289,0.0,74.46,1.4,1.178,1.191,0.0,8.779,36.113,19.437,24.75,327.223,39.245,962.736,0.0,0.0,2.595,73.138
13,137206721340136,446.051,241,10,28,0,241.508,182.379,247.854,0.383,0.491,4.472,0.249,17.373,0.0,63.186,1.299,1.251,1.259,0.0,8.919,35.214,24.728,23.881,242.856,25.143,1000.159,0.0,0.0,3.486,50.549
14,137206725942478,557.61,220,10,24,0,297.471,183.733,303.426,0.301,0.434,4.716,0.283,18.157,0.0,61.704,1.39,1.079,0.947,0.0,7.62,47.833,14.02,33.587,130.588,21.332,1127.213,0.0,0.0,2.645,49.325
15,137206730731852,549.769,236,10,28,0,313.997,180.645,320.173,0.388,0.503,4.234,0.294,17.749,0.0,62.41,1.688,1.151,1.155,0.0,7.954,34.705,25.444,23.286,274.905,25.245,1013.194,0.0,0.0,2.882,77.752
16,137206735418660,478.733,242,10,28,1,245.513,176.699,251.267,0.509,0.496,4.472,0.27,18.536,0.0,68.517,1.464,1.071,0.909,0.0,8.404,60.213,15.791,48.576,247.917,38.128,1002.631,0.0,0.0,2.919,58.735
17,137206740075472,458.683,242,10,28,0,237.844,185.485,243.987,0.355,0.527,5.114,0.299,17.725,0.0,73.082,1.42,1.135,0.859,0.0,15.168,43.775,18.064,32.321,247.507,24.842,1021.383,0.0,0.0,3.029,48.494
18,137206744672179,715.838,228,10,26,0,240.116,178.73,246.97,9.41,0.472,4.874,0.3,18.03,0.0,72.347,1.229,1.088,0.9,0.0,7.448,75.254,13.52,52.574,1152.26,25.939,1099.787,0.0,0.0,3.433,285.364
19,137206749590516,520.073,228,10,26,0,296.083,171.17,303.345,0.371,0.651,4.536,0.291,18.224,0.0,61.22,1.393,1.25,1.018,0.0,7.853,34.681,21.917,23.072,297.119,23.106,974.872,0.0,0.0,2.608,60.752
20,137206754251201,1021.937,228,10,26,0,366.596,240.897,372.242,0.457,0.481,4.885,0.28,17.621,0.0,66.591,1.425,1.079,0.882,0.0,7.893,182.493,13.877,68.612,1078.905,24.476,1115.118,0.0,0.0,3.253,407.94
21,137206759516850,916.981,239,10,28,0,296.51,180.57,301.956,0.263,0.492,4.545,0.312,17.154,0.0,60.186,1.378,1.145,1.137,0.0,9.348,66.816,115.947,51.7,1363.314,24.956,1056.375,0.0,0.0,3.226,373.504
22,137206764581736,441.99,240,10,28,1,218.29,173.632,223.753,0.338,0.44,4.617,0.253,17.889,0.0,77.665,1.445,1.267,1.141,0.0,8.147,63.962,14.743,31.887,192.613,32.594,1038.255,0.0,0.0,2.853,48.399
23,137206769184874,526.781,239,10,28,0,298.077,179.827,303.28,0.394,0.534,4.518,0.28,17.76,0.0,69.097,1.285,1.16,1.183,0.0,8.337,42.331,14.952,31.074,333.457,24.644,995.143,0.0,0.0,2.491,59.014
24,137206773914909,558.56,243,10,28,0,319.654,175.009,326.15,0.428,0.641,4.707,0.313,17.994,0.0,75.348,1.44,1.074,1.0,0.0,9.7,33.424,20.377,22.252,324.102,36.674,989.432,0.0,0.0,3.633,76.921
