window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,137206656920552,1074.6,226.7,819.5,28.3,9.7,1037.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1070.9,947.5,710.8,714.9,1057.2
1,137206662096959,1565.5,454.5,888.1,223.0,95.5,1443.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1562.9,944.8,109.9,114.7,1549.1
2,137206667794631,484.6,138.7,318.0,27.9,12.5,446.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,482.2,389.2,124.0,129.0,468.7
3,137206672432914,535.4,149.3,354.8,31.4,10.7,498.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,533.3,444.6,201.8,206.4,519.5
4,137206677155808,1142.9,529.2,459.1,154.6,59.0,600.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1140.3,1035.7,660.1,665.1,1120.1
5,137206682460303,505.5,116.5,357.4,31.6,19.3,460.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,503.6,404.2,97.0,100.9,489.2
6,137206687111966,1883.6,814.2,794.2,275.2,96.5,1761.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1881.4,1276.5,548.7,554.4,1867.8
7,137206693227391,451.2,139.3,284.8,27.1,12.1,412.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,448.4,357.5,123.9,129.3,434.5
8,137206697852197,508.3,142.1,340.0,26.3,10.5,471.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,506.3,413.8,108.5,112.4,491.5
9,137206702542018,512.2,135.3,351.8,25.1,13.1,474.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,510.1,417.6,111.4,115.6,497.1
10,137206707201497,515.5,136.2,354.5,24.8,12.3,469.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,512.3,416.8,108.8,113.3,492.4
11,137206711894110,549.1,131.2,391.8,26.1,10.9,501.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,545.6,444.3,131.2,135.0,521.8
12,137206716607985,524.8,138.5,358.6,27.7,14.6,485.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,523.0,420.5,117.3,120.9,509.4
13,137206721340136,446.1,126.0,295.6,24.5,11.1,407.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,443.2,352.5,104.6,126.0,428.8
14,137206725942478,557.6,126.6,402.9,28.1,12.6,519.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,555.6,462.4,159.0,164.5,541.5
