window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
25,136761784125828,1138.568,220,10,24,0,373.426,226.375,379.467,0.426,0.454,5.254,0.233,18.047,0.0,74.539,0.912,1.002,0.734,0.0,9.187,80.394,15.396,66.924,1704.936,22.346,1171.29,0.0,0.0,3.239,436.084
26,136761789314175,513.014,243,10,28,0,293.106,173.787,298.953,0.403,0.417,4.211,0.225,18.199,0.0,61.364,0.766,1.068,0.821,0.0,8.601,34.523,19.559,23.819,245.948,24.396,993.769,0.0,0.0,3.051,57.603
27,136761793867097,1309.242,242,10,28,0,645.092,246.913,709.822,0.447,0.449,53.063,0.262,108.048,0.0,240.1,2.766,7.491,4.353,0.0,12.66,33.204,16.764,22.525,251.002,39.449,1005.772,0.0,0.0,4.14,160.434
28,136761799231820,1141.652,240,10,28,1,238.0,170.733,244.674,0.495,0.465,4.511,0.24,19.015,0.0,69.765,0.814,1.243,0.863,0.0,8.622,90.399,243.593,70.101,1898.359,25.447,1162.833,0.0,0.0,3.711,387.025
29,136761804485189,495.999,234,10,28,1,293.309,174.982,299.229,0.419,0.452,4.735,0.216,17.067,0.0,71.005,0.901,1.096,0.701,0.0,7.002,34.432,13.134,23.529,190.415,24.804,970.657,0.0,0.0,3.266,48.018
30,136761809039579,1159.237,226,10,25,0,436.648,243.157,445.89,0.466,0.391,4.256,0.203,18.659,0.0,71.632,0.737,1.143,0.821,0.0,7.86,89.577,13.936,71.197,1658.378,23.064,1161.878,0.0,0.0,2.64,402.557
31,136761814282679,841.719,218,10,23,0,624.797,247.001,631.069,0.45,0.448,4.478,0.263,17.816,0.0,77.782,0.763,1.147,0.771,0.0,7.282,35.503,13.288,24.17,236.126,21.226,1000.387,0.0,0.0,3.381,67.353
32,136761819212566,449.273,238,10,28,1,235.793,174.475,241.303,0.432,0.568,5.021,0.211,18.513,0.0,63.483,0.599,1.227,1.212,0.0,7.873,32.167,14.649,21.595,342.276,24.372,962.644,0.0,0.0,3.466,62.234
33,136761823755602,423.79,228,10,26,0,214.332,177.608,223.606,0.435,0.431,4.353,0.194,18.724,0.0,63.415,0.93,1.257,1.122,0.0,6.83,43.721,13.046,32.602,179.676,22.835,977.67,0.0,0.0,3.738,49.652
34,136761828261549,863.05,240,10,28,0,636.874,232.735,646.535,0.435,0.49,4.152,0.189,19.23,0.0,58.588,0.867,1.112,0.863,0.0,11.826,43.198,14.418,21.768,363.454,24.444,971.46,0.0,0.0,2.857,79.691
35,136761833161661,1103.13,241,10,28,1,283.822,184.377,290.545,0.445,0.493,4.956,0.299,18.514,0.0,79.998,0.741,1.117,0.717,0.0,8.957,201.786,17.943,63.952,1523.047,25.515,1182.937,0.0,0.0,3.131,412.812
36,136761838330737,1919.42,228,10,27,0,743.157,210.336,807.901,1.262,1.466,57.266,1.886,94.366,0.0,292.963,4.646,8.833,8.063,0.0,10.431,92.586,28.933,71.243,1550.163,37.564,1117.201,0.0,0.0,3.349,542.53
37,136761844323399,951.797,234,10,28,0,248.257,175.0,254.267,0.409,0.493,4.562,0.225,18.74,0.0,73.086,1.01,1.32,1.26,0.0,9.044,95.025,15.257,82.143,1626.731,26.124,1151.47,0.0,0.0,2.685,393.235
38,136761849346620,458.822,232,10,27,0,242.378,175.176,248.3,0.405,0.517,5.011,0.211,18.282,0.0,71.077,0.811,1.308,1.01,0.0,6.361,33.366,12.346,22.382,226.516,28.332,975.838,0.0,0.0,4.206,62.209
39,136761853850886,541.225,239,10,28,0,234.321,179.568,240.929,0.418,0.47,4.312,0.229,18.039,0.0,62.275,0.676,1.154,0.851,0.0,8.84,86.92,75.83,69.104,422.459,26.606,1042.886,0.0,0.0,3.191,77.077
40,136761858482634,436.899,220,10,24,0,235.389,183.631,241.724,0.393,0.412,6.077,0.219,18.451,0.0,64.598,0.63,1.1,0.809,0.0,6.757,46.272,12.839,32.01,160.599,21.506,959.134,0.0,0.0,3.169,53.36
41,136761862974099,1095.474,243,10,28,0,637.707,232.94,708.034,0.381,0.431,4.829,0.236,91.259,0.0,73.08,6.156,5.71,9.323,0.0,8.755,44.513,19.512,33.792,275.919,24.872,1002.539,0.0,0.0,3.613,66.139
42,136761868157832,451.311,241,10,28,0,221.138,175.836,226.743,0.426,0.43,4.568,0.231,18.985,0.0,67.662,0.741,1.063,0.796,0.0,17.496,34.949,24.681,23.122,275.225,24.768,950.26,0.0,0.0,3.292,59.49
43,136761872668590,440.966,223,10,24,0,239.406,177.853,245.463,0.384,0.414,4.027,0.21,18.533,0.0,65.676,0.529,1.115,1.03,0.0,7.253,47.489,13.843,36.466,187.464,21.334,988.286,0.0,0.0,3.495,45.886
44,136761877186690,514.38,223,10,24,0,294.64,178.262,300.416,0.395,0.479,5.056,0.262,18.898,0.0,74.956,0.677,1.135,1.057,0.0,7.409,33.023,13.552,21.333,240.566,21.083,996.394,0.0,0.0,3.219,63.546
45,136761881751020,530.825,242,10,28,1,303.848,176.303,309.642,0.404,0.42,4.887,0.239,19.097,0.0,63.858,0.737,1.119,1.1,0.0,16.569,33.326,27.691,22.599,312.64,24.972,993.328,0.0,0.0,3.9,59.626
46,136761886383602,449.225,230,10,27,0,238.925,175.418,245.841,0.402,0.426,4.315,0.199,18.539,0.0,61.19,0.799,1.103,1.039,0.0,6.758,43.801,13.046,32.344,206.505,25.345,996.378,0.0,0.0,2.666,60.551
47,136761890986773,471.291,238,10,28,0,252.216,186.304,258.015,0.437,0.453,4.359,0.2,18.651,0.0,65.747,0.778,1.147,0.802,0.0,10.369,41.896,18.83,22.146,211.663,25.041,1016.949,0.0,0.0,3.536,48.58
48,136761895522847,451.686,228,10,26,1,227.822,175.767,234.18,0.516,0.442,3.898,0.253,17.614,0.0,73.123,0.699,1.138,0.771,0.0,6.861,55.591,13.751,35.612,213.952,22.962,980.229,0.0,0.0,4.408,56.323
49,136761900063485,1167.488,236,10,28,0,367.542,222.632,373.777,0.194,0.419,5.232,0.2,19.142,0.0,79.555,0.678,1.135,0.833,0.0,23.719,98.046,30.414,80.801,1698.277,25.063,1321.029,0.0,0.0,3.458,392.398
50,136761905297498,968.174,241,10,28,0,258.08,181.707,264.455,0.441,0.467,4.882,0.203,18.298,0.0,72.754,0.694,1.222,0.816,0.0,11.403,85.497,18.495,65.632,1746.068,25.14,1066.786,0.0,0.0,3.758,423.404
51,136761910353489,968.612,236,10,28,0,237.015,153.224,245.095,0.428,0.455,5.537,0.226,18.4,0.0,64.482,0.819,1.151,0.715,0.0,9.532,87.936,16.067,66.997,1821.79,25.205,1122.523,0.0,0.0,2.895,390.383
52,136761915401298,436.082,228,10,25,0,236.506,175.674,242.641,0.418,0.432,4.29,0.221,18.647,0.0,59.787,0.648,1.325,0.87,0.0,6.675,42.475,12.873,21.89,215.674,30.759,961.27,0.0,0.0,2.936,47.985
53,136761919896163,1188.938,236,10,28,0,629.336,265.0,706.241,0.404,0.431,4.77,0.188,29.847,0.0,60.814,3.654,1.148,4.081,0.0,7.343,40.864,18.973,22.39,261.653,24.923,994.193,0.0,0.0,2.86,210.703
54,136761925116427,964.302,229,10,26,0,220.178,176.653,226.268,0.403,0.4,4.888,0.202,19.556,0.0,62.792,0.76,1.562,0.729,0.0,10.265,183.825,16.465,167.978,1415.922,23.85,1195.584,0.0,0.0,3.563,400.844
55,136761930106320,1186.951,239,10,28,0,355.987,192.241,362.463,0.383,0.44,4.733,0.204,18.722,0.0,70.784,0.659,1.04,0.74,0.0,83.262,84.142,90.031,68.14,1841.765,25.132,1258.895,0.0,0.0,2.872,406.997
56,136761935374498,510.812,238,10,28,0,290.558,181.873,296.438,0.416,0.461,4.305,0.199,18.375,0.0,68.993,0.671,1.254,0.69,0.0,8.314,32.331,18.542,21.592,325.106,24.486,976.076,0.0,0.0,2.796,60.149
57,136761939983747,1294.081,228,10,26,1,624.167,206.917,688.71,1.095,1.019,154.681,0.311,78.871,0.0,331.749,14.178,7.947,4.295,0.0,7.229,40.145,19.958,27.736,180.5,22.765,1038.876,0.0,0.0,3.79,176.244
58,136761945363039,787.673,236,10,28,0,578.033,236.006,585.612,0.476,0.527,5.234,0.253,18.861,0.0,61.659,0.782,1.114,0.99,0.0,6.803,32.303,20.827,21.806,253.439,40.616,1037.656,0.0,0.0,3.139,51.634
59,136761950216474,480.894,233,10,27,0,252.083,173.663,257.954,0.482,0.47,5.097,0.224,18.955,0.0,63.005,0.723,1.172,1.109,0.0,7.214,62.624,13.561,50.339,234.62,24.876,981.981,0.0,0.0,3.315,60.837
60,136761954763215,465.618,240,10,28,0,236.657,182.13,242.939,0.417,0.462,5.293,0.246,19.626,0.0,61.827,0.788,1.106,1.065,0.0,12.487,53.983,15.679,22.49,240.334,24.816,994.675,0.0,0.0,3.152,59.218
61,136761959292772,485.666,234,10,28,1,249.298,174.397,255.338,0.434,0.477,4.809,0.289,18.432,0.0,74.231,0.899,1.123,0.812,0.0,6.215,52.455,12.498,41.497,293.385,24.909,991.235,0.0,0.0,5.048,61.825
62,136761963837049,1251.102,234,10,28,0,677.306,226.642,744.219,0.437,0.523,8.998,0.209,82.383,0.0,97.385,8.794,10.256,6.325,0.0,7.638,71.192,25.604,58.3,678.45,27.25,1078.172,0.0,0.0,3.887,101.492
63,136761969204480,553.991,236,10,28,0,328.022,174.788,335.123,0.393,0.488,4.507,0.241,19.698,0.0,74.541,0.622,1.525,0.883,0.0,10.873,36.192,13.176,25.205,277.654,24.795,978.692,0.0,0.0,3.107,78.554
64,136761973850004,447.423,231,10,27,0,227.244,176.971,233.312,0.351,0.477,5.435,0.231,26.313,0.0,65.889,0.66,8.599,0.907,0.0,7.304,32.599,13.508,21.745,274.4,24.055,978.537,0.0,0.0,3.142,68.029
65,136761978406834,775.041,223,10,24,0,566.681,218.99,573.022,0.423,0.662,4.893,0.22,18.447,0.0,63.531,0.914,1.099,0.884,0.0,7.471,35.862,13.844,23.624,196.308,21.246,970.78,0.0,0.0,2.987,55.601
66,136761983283207,482.721,238,10,28,0,241.443,174.63,247.749,0.402,0.474,4.553,0.211,19.493,0.0,62.807,0.706,1.308,0.792,0.0,7.885,46.016,14.631,34.753,272.899,24.748,1018.686,0.0,0.0,3.675,60.839
67,136761987840967,643.61,240,10,28,1,299.125,177.331,305.313,0.417,0.446,4.937,0.233,18.518,0.0,63.746,0.651,1.273,0.716,0.0,7.81,160.306,18.874,145.578,431.088,33.596,1033.529,0.0,0.0,3.924,87.828
68,136761992559182,457.909,233,10,27,1,225.368,175.532,231.324,0.388,0.463,5.031,0.217,18.899,0.0,74.856,0.648,1.087,0.736,0.0,7.046,55.252,13.121,44.329,244.647,45.463,1027.09,0.0,0.0,3.375,59.214
69,136761997134833,1114.645,223,10,24,0,429.697,218.174,436.465,0.383,0.547,5.285,0.224,19.141,0.0,70.851,0.704,1.305,0.739,0.0,10.088,105.306,16.776,88.057,1428.38,21.409,1178.289,0.0,0.0,2.715,403.023
70,136762002304772,521.19,239,10,28,0,296.01,198.207,303.755,0.236,0.509,4.64,0.2,17.994,0.0,73.032,0.674,1.283,0.788,0.0,7.668,37.278,14.975,26.601,286.972,24.591,993.444,0.0,0.0,3.785,67.152
71,136762006944660,1116.485,229,10,26,0,645.341,251.308,709.351,0.421,0.444,41.776,0.218,84.19,0.0,117.772,3.247,9.408,4.329,0.0,81.127,33.858,87.508,22.526,305.134,26.765,1032.734,0.0,0.0,3.137,100.038
72,136762012118997,1085.964,239,10,28,0,230.41,181.019,236.98,0.395,0.473,5.429,0.237,19.44,0.0,63.344,0.801,1.173,1.123,0.0,11.324,78.668,18.691,60.531,1175.735,206.939,1196.09,0.0,0.0,3.006,402.207
73,136762017292797,473.897,233,10,27,0,247.957,174.952,255.273,0.386,0.432,4.332,0.185,18.982,0.0,62.27,0.884,1.021,0.777,0.0,7.331,43.074,14.143,22.68,272.418,28.492,967.338,0.0,0.0,2.624,63.963
74,136762021848271,549.849,238,10,28,0,327.631,178.357,334.398,0.376,0.432,5.289,0.187,19.235,0.0,75.907,0.944,1.231,0.889,0.0,8.807,54.629,19.682,43.891,202.243,47.254,974.477,0.0,0.0,3.952,48.92
75,136762026467214,453.122,241,10,28,0,234.187,170.133,240.267,0.381,0.451,5.369,0.269,17.465,0.0,72.334,0.743,1.042,1.042,0.0,7.951,32.935,15.866,22.051,263.673,24.527,938.318,0.0,0.0,3.794,61.112
76,136762031012916,1071.463,234,10,28,0,621.4,222.817,690.712,0.378,0.44,5.131,0.226,85.357,0.0,100.997,3.133,9.937,4.468,0.0,6.81,33.057,12.807,22.217,242.16,25.09,1021.523,0.0,0.0,3.622,99.56
77,136762036150413,444.452,239,10,28,0,228.063,184.717,233.896,0.204,0.411,4.672,0.252,18.61,0.0,63.086,0.681,1.026,1.092,0.0,8.508,32.386,15.333,21.96,331.638,24.675,957.143,0.0,0.0,2.678,59.512
78,136762040732591,1277.112,240,10,28,0,623.1,189.56,679.522,0.233,0.445,63.171,0.233,91.884,0.0,287.833,3.366,7.336,5.82,0.0,13.157,42.359,23.98,31.532,272.462,24.727,1013.649,0.0,0.0,3.662,214.327
79,136762046148641,1140.924,239,10,28,0,313.906,175.375,320.526,0.179,0.461,5.297,0.221,18.598,0.0,64.161,0.812,1.043,1.143,0.0,9.877,79.261,17.655,63.086,1843.577,25.616,1114.05,0.0,0.0,2.73,404.947
80,136762051355858,519.304,242,10,28,1,299.439,178.344,306.071,0.385,0.443,4.442,0.194,19.418,0.0,71.593,0.709,1.142,0.792,0.0,14.699,42.195,25.523,31.074,236.321,25.0,987.436,0.0,0.0,4.215,57.366
81,136762055939127,1143.129,243,10,28,0,670.028,212.932,744.021,0.428,0.439,33.475,0.209,77.492,0.0,121.323,3.004,9.094,8.265,0.0,8.099,42.235,19.163,22.562,246.38,25.007,983.813,0.0,0.0,3.696,92.404
82,136762061280067,520.702,230,10,27,1,290.379,174.348,296.603,0.401,0.458,13.45,0.24,18.242,0.0,72.401,0.705,1.255,1.014,0.0,6.668,36.88,12.824,25.366,278.589,25.087,996.652,0.0,0.0,3.469,74.529
83,136762065911594,1273.883,243,10,28,0,647.309,249.338,703.179,1.717,0.471,24.385,0.311,102.184,0.0,224.394,5.813,10.488,8.421,0.0,8.297,40.729,40.644,29.838,291.032,26.496,1035.213,0.0,0.0,2.451,153.024
84,136762071306583,1761.815,243,10,28,0,639.337,213.013,698.238,0.235,0.451,4.965,0.206,124.04,0.0,100.546,5.467,12.346,6.272,0.0,13.162,84.477,324.807,63.708,1447.104,26.056,1235.534,0.0,0.0,3.671,368.95
85,136762077169484,535.932,240,10,28,1,299.914,178.083,305.74,0.422,0.483,4.613,0.254,18.759,0.0,69.203,0.789,1.195,0.819,0.0,22.925,36.74,29.946,25.88,261.436,24.638,1003.718,0.0,0.0,3.693,64.511
86,136762081746733,504.419,238,10,28,0,285.066,182.02,291.062,0.384,0.409,4.878,0.22,19.019,0.0,74.228,0.819,1.157,0.86,0.0,8.23,33.182,24.279,22.326,281.01,24.936,964.657,0.0,0.0,3.73,57.891
87,136762086331405,821.09,219,10,24,0,610.705,223.763,617.084,0.499,0.462,5.016,0.276,18.237,0.0,73.578,0.756,1.115,1.145,0.0,7.396,36.11,13.48,22.145,221.198,21.597,942.706,0.0,0.0,3.819,79.214
88,136762091207221,1859.474,239,10,28,0,708.937,203.055,828.898,0.384,0.484,21.416,0.24,76.079,0.0,106.959,3.296,5.765,5.857,0.0,10.253,76.841,19.331,62.862,1823.877,95.264,1203.65,0.0,0.0,3.489,448.275
89,136762097185366,1096.379,235,10,28,0,345.864,226.165,351.81,0.393,0.443,4.882,0.189,18.891,0.0,61.975,0.732,1.085,0.944,0.0,7.922,165.438,14.095,146.938,1538.467,25.039,1191.146,0.0,0.0,3.822,400.43
90,136762102399359,440.38,217,10,24,0,243.663,170.73,250.011,0.451,0.464,5.526,0.189,18.846,0.0,62.934,0.761,1.178,0.799,0.0,6.611,39.805,12.752,20.546,181.097,21.895,915.762,0.0,0.0,3.138,58.59
91,136762106969789,436.835,219,10,24,0,217.919,174.899,223.797,0.402,0.571,4.672,0.209,18.025,0.0,61.532,0.709,1.211,0.75,0.0,7.154,62.34,13.432,47.544,206.782,21.903,928.107,0.0,0.0,3.266,49.384
92,136762111489095,1616.119,222,10,24,0,623.594,237.504,704.608,0.499,0.446,4.773,0.22,18.849,0.0,70.699,0.788,1.03,0.999,0.0,8.676,204.686,14.921,186.748,1252.765,23.52,1168.65,0.0,0.0,3.757,302.234
93,136762117238264,441.771,224,10,24,0,233.78,170.628,241.059,0.366,0.446,5.502,0.207,19.31,0.0,73.337,0.737,1.07,1.016,0.0,16.82,35.622,23.275,23.845,184.822,22.392,994.779,0.0,0.0,3.616,51.529
94,136762121741601,1422.736,239,10,28,0,638.48,233.53,699.719,1.272,0.409,62.706,0.592,78.843,0.0,389.392,4.292,7.615,5.399,0.0,8.266,37.856,16.369,26.911,291.909,24.823,1027.499,0.0,0.0,3.84,454.444
95,136762127306052,844.806,231,10,27,0,623.863,224.284,629.716,0.374,0.449,5.015,0.193,19.74,0.0,64.069,0.793,1.145,0.922,0.0,7.119,37.05,13.74,26.269,271.65,24.175,987.06,0.0,0.0,3.438,55.207
96,136762132268186,458.398,220,10,24,0,243.905,185.116,249.266,0.423,0.411,5.215,0.187,18.732,0.0,61.308,0.762,1.081,0.682,0.0,7.037,45.291,13.595,32.52,224.327,21.185,965.048,0.0,0.0,3.429,58.616
97,136762136815823,519.065,239,10,28,0,300.22,167.928,306.215,0.407,0.442,5.649,0.232,19.406,0.0,64.496,0.704,0.961,0.861,0.0,8.55,49.019,19.361,38.163,274.484,25.062,949.333,0.0,0.0,2.743,51.678
98,136762141392123,441.437,235,10,28,0,237.918,172.243,244.119,0.367,0.499,4.323,0.242,18.997,0.0,62.485,0.8,1.098,0.829,0.0,6.725,44.408,13.428,33.084,194.701,24.774,990.868,0.0,0.0,3.546,49.84
99,136762145899541,468.722,223,10,24,0,223.437,186.328,230.646,0.452,0.457,5.151,0.253,19.472,0.0,71.281,0.905,1.084,0.939,0.0,7.688,57.249,14.083,42.439,250.088,27.484,987.67,0.0,0.0,3.01,64.0
100,136762150482424,513.673,237,10,28,0,294.445,176.656,301.396,0.444,0.544,4.994,0.204,19.079,0.0,72.746,0.691,1.118,1.145,0.0,7.816,41.05,14.589,21.707,273.586,24.838,938.816,0.0,0.0,3.627,55.808
101,136762155094846,1166.192,237,10,28,0,437.612,225.019,443.603,0.457,0.455,5.188,0.26,19.379,0.0,79.762,0.795,1.096,0.875,0.0,9.109,80.933,16.119,65.881,1917.262,84.656,1098.014,0.0,0.0,4.257,425.333
102,136762160385443,821.515,233,10,27,0,601.189,235.83,607.299,0.475,0.509,4.646,0.224,19.007,0.0,64.423,0.512,1.021,0.949,0.0,8.157,41.577,104.802,30.719,302.446,24.23,966.813,0.0,0.0,3.348,61.61
103,136762165315661,454.622,231,10,27,0,228.218,180.608,234.472,0.441,0.476,5.682,0.22,18.694,0.0,61.025,0.626,1.05,0.853,0.0,6.917,52.22,13.499,32.641,254.868,23.035,980.797,0.0,0.0,3.09,63.587
104,136762169831938,527.013,234,10,27,0,304.236,173.998,310.024,0.414,0.444,5.191,0.213,19.716,0.0,62.052,0.539,1.123,1.036,0.0,7.714,58.424,14.358,47.605,199.578,24.082,997.079,0.0,0.0,2.458,63.367
105,136762174455171,731.682,231,10,27,1,506.8,233.941,513.249,0.47,0.529,4.443,0.224,19.522,0.0,70.104,1.045,1.205,0.898,0.0,6.788,61.097,13.063,43.705,237.674,58.164,1016.156,0.0,0.0,3.115,53.058
106,136762179242897,527.612,227,10,25,1,303.244,188.667,308.902,0.418,0.456,4.894,0.209,19.364,0.0,73.458,0.723,1.097,0.815,0.0,6.466,34.24,22.347,22.872,253.814,25.235,977.822,0.0,0.0,4.365,63.254
107,136762183876806,1204.206,238,10,28,0,646.36,222.598,707.108,0.207,0.45,4.824,0.198,102.276,0.0,74.183,7.618,1.058,5.454,0.0,9.497,75.765,19.328,55.774,483.063,26.48,1072.909,0.0,0.0,4.047,92.245
108,136762189192338,453.485,238,10,28,0,223.974,171.965,230.139,0.396,0.44,4.098,0.213,19.434,0.0,62.861,0.671,0.98,1.032,0.0,8.094,38.684,19.396,27.969,245.82,24.847,960.48,0.0,0.0,3.063,60.673
109,136762193721987,462.255,237,10,28,0,243.994,188.534,250.268,0.398,0.451,4.949,0.205,19.959,0.0,62.789,1.052,1.101,1.331,0.0,7.123,32.093,13.935,21.206,221.336,24.92,1033.897,0.0,0.0,3.838,47.694
