window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,136761654353205,1146.8,222.6,882.0,42.2,12.2,1018.6,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1143.4,1018.6,723.6,719.4,1132.6
1,136761659503901,948.0,546.5,368.3,33.3,12.0,910.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,945.2,851.3,537.3,545.4,932.0
2,136761664542445,518.0,139.6,351.3,27.1,13.7,479.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,515.0,421.7,114.8,123.2,502.4
3,136761669080582,1405.4,1003.8,377.1,24.5,11.4,1368.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1401.8,1312.2,1054.3,1059.6,1388.9
4,136761674537483,695.0,132.1,537.7,25.2,10.3,650.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,692.1,595.1,112.6,116.7,671.0
5,136761679274890,1377.0,433.5,762.9,180.7,77.4,1272.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1374.7,827.3,123.0,132.2,1359.8
6,136761684741751,553.6,132.4,382.8,38.4,12.6,514.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,550.5,447.3,114.2,140.7,536.7
7,136761689347716,1739.9,671.2,967.7,101.0,54.9,1543.5,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1738.0,1543.5,833.4,850.7,1723.2
8,136761695175307,442.6,133.2,277.2,32.1,11.3,406.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,440.1,347.3,107.5,114.2,426.3
9,136761699625046,1434.1,545.7,788.2,100.2,50.1,1118.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1431.5,1118.3,426.0,440.7,1418.4
10,136761705184628,541.1,152.6,359.6,28.9,12.4,491.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,538.0,433.3,127.1,132.6,513.4
11,136761709760341,527.7,121.4,372.2,34.1,21.5,480.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,525.1,425.9,180.9,221.2,511.8
12,136761714339007,1729.6,705.3,856.5,167.7,77.1,1309.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1726.9,1309.3,595.7,605.7,1713.3
13,136761720105085,1820.9,781.3,806.4,233.2,100.6,1694.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1818.0,1359.9,666.6,670.0,1803.9
14,136761726045245,1431.9,560.3,821.3,50.3,27.9,1317.6,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1428.2,1317.6,1009.5,1016.5,1415.6
15,136761731511905,1587.8,575.2,918.1,94.5,46.3,1449.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1584.3,1449.8,736.3,741.2,1571.4
16,136761737196557,765.7,134.5,448.4,182.7,163.8,508.5,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,763.7,508.5,120.4,123.9,742.9
17,136761741991421,1080.4,225.4,757.0,97.9,49.4,804.6,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1077.8,804.6,108.4,118.8,1065.0
18,136761747160606,953.3,135.6,773.7,44.0,24.2,829.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,950.8,829.1,105.0,115.3,936.7
19,136761752165827,449.3,150.8,273.7,24.8,11.0,411.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,446.6,355.5,122.2,139.3,432.3
20,136761756737173,651.9,310.5,314.8,26.6,10.9,615.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,649.1,556.0,308.8,318.9,636.2
21,136761761417673,1737.0,747.7,782.7,206.6,98.6,1611.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1734.0,1290.7,606.3,616.3,1718.9
