window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
92,137080246417628,1007.5,529.3,382.8,95.3,62.9,507.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1005.9,910.1,572.1,579.6,992.5
93,137080251612076,791.9,450.1,303.3,38.5,14.0,750.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,790.4,688.9,427.8,438.2,774.8
94,137080256501987,1560.7,708.5,728.9,123.3,52.4,1210.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1558.5,1210.4,510.8,515.0,1544.5
95,137080262204753,1049.3,467.6,479.2,102.5,67.6,494.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1047.0,952.9,563.9,570.2,1032.2
96,137080267458824,1610.4,612.6,847.2,150.6,54.8,1353.9,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1608.7,1353.9,553.2,556.8,1592.4
97,137080273206336,537.8,140.7,370.0,27.1,10.5,496.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,536.3,439.0,130.5,140.2,516.8
98,137080277857345,450.3,124.5,302.2,23.6,11.7,409.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,448.5,357.1,109.9,116.6,434.9
99,137080282466001,905.7,497.0,375.5,33.1,10.5,870.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,904.0,808.2,573.7,581.4,890.4
100,137080287519709,707.3,137.7,543.7,25.9,11.2,669.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,705.0,615.2,138.9,147.6,690.4
101,137080292353747,1682.9,688.9,747.7,246.3,84.3,1571.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1680.5,1231.4,513.4,535.4,1666.2
102,137080298196594,433.6,135.1,275.5,23.0,10.8,395.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,432.0,340.4,120.2,128.1,416.8
103,137080302727879,1311.2,344.5,769.2,197.5,94.5,1192.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1309.0,832.7,117.8,124.2,1295.9
104,137080308181468,1038.4,537.4,415.8,85.2,63.1,492.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1036.4,937.1,558.2,564.2,1010.1
105,137080313363047,521.3,121.6,367.0,32.7,16.2,477.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,518.8,420.6,114.7,121.1,503.7
106,137080318052469,1756.9,765.2,762.9,228.8,84.6,1644.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1754.4,1282.5,565.5,569.0,1739.0
107,137080323961340,484.9,144.4,314.8,25.7,10.6,447.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,482.7,391.5,135.7,145.0,467.8
108,137080328589468,878.1,495.5,354.3,28.3,11.6,841.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,876.4,785.7,458.2,462.7,862.6
109,137080333675443,706.0,388.3,289.7,28.0,12.6,666.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,704.4,608.5,361.7,365.8,689.7
110,137080338562935,876.2,506.3,344.9,24.9,11.3,833.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,872.9,780.5,476.2,482.6,855.1
111,137080343596340,1489.6,527.8,782.7,179.1,76.9,1248.2,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1487.5,1248.2,520.3,524.1,1472.8
112,137080349268482,1691.3,718.1,747.1,226.1,77.6,1587.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1689.6,1232.2,532.3,548.5,1675.1
113,137080355094801,1099.5,528.4,483.2,87.9,61.0,503.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1097.9,1005.2,565.9,581.1,1084.1
114,137080360348118,1692.4,678.8,776.5,237.1,92.2,1573.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1689.7,1256.4,558.6,564.7,1676.0
115,137080366330776,967.9,510.4,372.1,85.4,58.8,484.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,966.5,871.8,545.4,550.4,951.6
116,137080371472650,466.6,133.7,303.6,29.3,12.3,422.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,464.6,369.2,130.8,140.6,445.3
117,137080376072243,1721.7,716.4,752.5,252.8,92.1,1602.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1718.7,1263.2,554.5,568.5,1704.7
118,137080382014913,970.4,514.9,364.4,91.1,68.5,475.7,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,968.0,873.3,546.2,551.0,954.2
119,137080387116170,1075.7,514.0,477.3,84.4,59.1,479.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1073.3,979.4,540.4,543.9,1058.0
120,137080392363842,1013.7,700.0,285.4,28.2,11.0,977.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1012.1,921.7,682.1,686.6,998.2
121,137080397581559,807.7,479.2,301.8,26.7,10.6,769.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,806.1,711.8,463.1,477.6,789.8
122,137080402614331,775.0,470.1,281.0,23.9,11.1,732.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,773.5,677.5,441.6,445.4,753.5
123,137080407518206,832.2,511.5,265.1,55.7,18.7,786.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,830.5,727.2,498.0,503.5,815.5
124,137080412505919,537.6,133.0,371.7,32.9,20.1,489.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,535.6,430.1,129.0,132.8,519.6
125,137080417252742,424.7,119.1,280.5,25.1,13.3,384.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,421.9,329.3,110.2,114.4,407.2
126,137080421837577,612.6,236.4,349.0,27.2,9.8,576.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,610.6,519.5,214.2,220.3,596.6
127,137080426649787,789.8,424.8,339.7,25.3,10.9,753.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,788.2,699.0,398.0,406.2,774.0
128,137080431649734,797.4,406.3,362.5,28.6,10.7,752.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,794.5,695.0,393.9,407.2,774.1
129,137080436625763,756.5,450.3,281.4,24.7,11.1,711.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,752.5,655.0,416.7,423.8,737.3
130,137080441549948,1544.7,515.5,873.7,155.5,84.4,1329.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1542.8,1329.3,506.4,516.4,1528.0
131,137080447306708,939.1,506.9,335.5,96.7,64.9,486.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,937.1,839.9,553.8,569.4,922.1
132,137080452412721,466.3,136.5,303.1,26.8,11.1,427.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,463.6,370.5,125.4,129.3,448.3
133,137080457073633,1137.2,506.2,543.9,87.1,62.2,476.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1135.8,1044.3,539.5,543.4,1121.0
134,137080462432683,458.3,141.1,292.1,25.1,9.8,355.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,454.8,355.8,130.2,133.8,435.0
135,137080467068316,1148.4,528.7,526.5,93.2,64.6,496.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1144.5,1046.6,562.9,566.7,1128.9
136,137080472474335,935.6,496.0,339.9,99.6,67.9,450.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,933.3,834.7,520.1,534.9,919.0
137,137080477571376,854.1,477.4,348.9,27.9,10.8,816.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,851.6,755.1,454.5,459.1,837.6
138,137080482659058,786.0,403.3,353.9,28.8,10.6,747.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,784.4,686.0,385.1,389.5,768.9
139,137080487660297,532.9,136.2,372.6,24.1,11.4,494.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,530.7,437.9,125.3,130.0,516.0
140,137080492360383,1052.8,672.4,350.1,30.2,11.8,1016.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1050.7,957.4,655.7,660.6,1037.5
141,137080497527657,826.7,515.4,279.5,31.7,13.6,783.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,824.8,727.0,490.1,499.7,807.0
142,137080502535373,886.2,502.9,349.0,34.3,10.4,841.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,886.6,783.2,482.6,489.0,862.7
143,137080507655389,792.8,418.0,349.2,25.7,12.8,752.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,789.9,691.1,382.5,386.8,775.7
144,137080512627808,819.1,444.2,348.7,26.2,9.0,783.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,817.5,716.8,411.8,421.7,802.3
145,137080517690934,676.2,384.0,264.5,27.7,10.5,639.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,674.1,583.7,357.1,357.4,661.0
146,137080522518908,1561.1,573.2,813.3,174.6,70.8,519.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1558.8,1352.1,607.1,630.6,1545.2
147,137080528300493,1030.2,649.7,286.2,94.3,66.7,609.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1028.2,935.0,684.1,703.8,1012.8
148,137080533530618,442.4,136.4,279.7,26.2,11.1,399.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,440.7,341.9,123.5,127.8,421.0
149,137080538161332,1081.3,522.4,478.7,80.1,50.6,518.1,rx collecting results@149/0-RX-38,prepare streams@25/0-worker,1079.8,982.6,571.2,575.4,1065.4
150,137080543485484,1580.9,639.1,778.7,163.0,65.0,1255.7,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1578.8,1255.7,528.2,537.9,1564.9
151,137080549233195,1050.4,570.0,393.5,86.8,60.6,556.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1048.9,957.2,619.5,623.8,1034.9
152,137080554512610,1546.2,636.7,768.9,140.7,76.9,1216.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1544.0,1216.4,502.6,508.1,1529.7
