window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
46,137080017679545,452.054,233,10,27,0,233.89,178.122,240.412,0.352,0.462,5.237,0.246,18.739,0.0,66.497,0.619,1.357,0.849,0.0,13.937,44.304,24.519,32.684,215.39,23.909,1027.211,0.0,0.0,2.373,49.614
47,137080022200653,1062.715,224,10,24,0,329.885,205.459,336.341,0.342,0.429,4.656,0.224,17.932,0.0,73.634,0.581,1.242,0.817,0.0,12.062,101.21,29.428,75.624,1891.872,25.554,1163.138,0.0,0.0,2.177,413.6
48,137080027355927,969.489,236,10,28,0,310.577,190.199,316.878,0.367,0.501,4.624,0.253,18.369,0.0,68.282,0.712,1.348,1.078,0.0,12.906,92.684,19.834,66.432,1551.076,49.525,1103.341,0.0,0.0,3.157,409.034
49,137080032513600,457.44,232,10,28,0,245.675,191.452,251.988,0.348,0.5,4.953,0.222,22.163,0.0,61.271,0.695,1.187,1.033,0.0,7.696,38.665,14.512,26.877,196.578,25.328,1081.889,0.0,0.0,2.301,52.268
50,137080037114469,1125.239,239,10,28,0,297.404,182.777,304.02,0.326,0.435,5.11,0.224,19.689,0.0,61.216,0.669,1.184,0.792,0.0,13.57,133.544,24.704,113.411,1309.395,24.9,1080.658,0.0,0.0,2.108,593.872
51,137080042318606,928.152,233,10,27,0,262.672,184.368,268.883,0.313,0.434,4.553,0.238,18.464,0.0,59.53,0.94,1.195,0.663,0.0,11.255,118.777,17.852,78.597,1381.422,31.22,1101.46,0.0,0.0,2.004,423.444
52,137080047341263,517.275,241,10,28,1,296.435,185.229,301.983,0.311,0.462,4.792,0.237,18.252,0.0,61.422,0.676,1.048,0.982,0.0,14.502,36.646,23.54,25.022,272.209,35.134,1055.119,0.0,0.0,2.234,51.061
53,137080052043695,1145.253,243,10,28,0,453.395,184.583,459.402,0.185,0.417,4.661,0.287,17.783,0.0,68.024,0.716,0.983,0.937,0.0,15.361,107.875,26.791,89.13,1441.629,25.256,1199.864,0.0,0.0,2.397,413.291
54,137080057322516,935.487,225,10,25,0,285.648,187.835,293.929,0.195,0.436,4.799,0.243,18.406,0.0,78.33,0.712,1.003,0.745,0.0,13.315,98.997,20.592,83.583,1282.017,21.91,1069.088,0.0,0.0,2.436,439.078
55,137080062369537,972.464,234,10,28,0,309.031,194.064,316.641,0.337,0.449,5.069,0.23,17.596,0.0,64.112,1.052,1.314,0.781,0.0,11.054,101.336,17.33,81.143,1292.258,38.389,1056.088,0.0,0.0,2.331,433.449
56,137080067467753,446.703,242,10,28,0,221.681,193.278,228.112,0.354,0.477,5.068,0.288,18.891,0.0,65.138,0.643,1.095,0.738,0.0,8.766,43.022,21.185,32.03,314.77,25.705,1022.634,0.0,0.0,1.954,60.952
57,137080072035412,1716.725,220,10,24,0,648.13,190.932,714.32,0.611,0.403,52.656,0.801,94.512,0.0,262.782,3.922,6.974,4.137,0.0,13.222,140.651,19.725,120.713,1172.518,22.303,1002.38,0.0,0.0,2.635,538.24
58,137080077894288,1255.26,234,10,28,1,564.717,180.914,573.324,0.338,0.426,4.335,0.237,17.884,0.0,62.475,0.689,1.078,0.916,0.0,11.92,133.094,18.368,108.528,1289.173,24.67,1107.338,0.0,0.0,3.471,430.361
59,137080083277366,550.439,240,10,28,0,318.481,182.831,323.679,0.326,0.454,4.903,0.221,18.225,0.0,67.872,0.591,0.965,0.649,0.0,8.615,38.962,25.388,27.185,304.938,24.804,1025.301,0.0,0.0,1.697,59.895
60,137080087952110,540.602,239,10,28,0,296.736,177.054,302.756,0.358,0.45,3.93,0.297,18.681,0.0,68.659,0.647,0.937,0.796,0.0,10.993,55.313,21.916,40.496,226.296,25.616,1047.539,0.0,0.0,2.608,78.509
61,137080092591274,878.128,220,10,24,0,310.37,177.158,316.508,0.209,0.456,4.891,0.259,18.364,0.0,77.395,0.733,1.102,0.827,0.0,14.767,104.586,21.235,89.05,1385.429,55.572,1061.462,0.0,0.0,2.231,366.42
62,137080097589117,1523.808,235,10,28,0,437.772,172.694,504.975,0.343,0.431,4.863,0.238,18.406,0.0,62.606,0.717,1.047,0.829,0.0,21.816,104.891,24.624,88.478,1241.505,25.895,1061.704,0.0,0.0,2.494,380.589
63,137080103198980,1057.945,231,10,27,0,434.249,180.749,440.775,0.342,0.448,4.714,0.262,18.509,0.0,58.712,0.771,0.944,0.734,0.0,10.0,129.81,16.409,108.586,1173.036,28.054,1000.202,0.0,0.0,2.101,392.008
64,137080108488856,1589.694,243,10,28,0,669.779,191.61,719.224,0.351,0.439,5.067,0.258,73.831,0.0,63.79,6.612,0.977,8.426,0.0,14.806,135.286,26.556,115.882,1595.822,28.66,1032.089,0.0,0.0,2.983,416.729
65,137080114234348,456.342,230,10,26,1,230.719,176.898,236.694,0.211,0.436,5.627,0.225,18.72,0.0,66.285,0.7,1.039,0.665,0.0,7.903,44.92,14.986,32.31,221.304,23.903,1044.307,0.0,0.0,2.938,51.038
66,137080118784619,452.761,215,10,24,0,244.037,187.568,250.286,0.241,0.56,4.373,0.26,18.823,0.0,66.928,0.667,1.356,0.774,0.0,11.876,32.699,18.252,22.796,249.205,21.223,957.064,0.0,0.0,3.256,54.335
67,137080123395972,905.506,240,10,28,0,255.167,185.587,262.797,0.186,0.512,5.006,0.234,18.697,0.0,65.915,0.714,1.03,1.099,0.0,13.775,109.306,25.285,77.779,1325.589,25.173,1075.283,0.0,0.0,3.042,419.101
68,137080128410812,1850.903,240,10,27,0,629.429,181.558,695.846,3.918,0.448,65.849,1.061,64.723,0.0,252.539,3.743,1.104,4.588,0.0,21.478,93.739,54.81,73.143,1508.197,25.981,1130.28,0.0,0.0,2.323,530.388
69,137080134382713,955.293,228,10,26,0,303.268,188.988,309.602,0.316,0.434,4.739,0.248,17.158,0.0,63.12,0.619,1.067,1.046,0.0,12.307,125.838,18.977,106.72,1213.588,27.21,1043.871,0.0,0.0,3.241,424.464
70,137080139446974,516.725,241,10,28,0,291.625,184.728,297.414,0.37,0.45,4.392,0.283,17.824,0.0,60.964,0.687,0.959,1.033,0.0,8.571,39.577,19.966,23.125,298.829,24.848,1060.032,0.0,0.0,2.66,62.331
71,137080144077961,1126.644,230,10,26,1,495.407,180.278,502.047,0.214,0.465,5.5,0.263,18.263,0.0,66.395,0.801,1.1,0.792,0.0,37.706,107.568,44.483,83.991,1201.793,23.052,1070.185,0.0,0.0,2.406,405.512
72,137080149357155,511.189,217,10,24,0,304.426,187.491,310.282,0.352,0.412,4.639,0.26,17.878,0.0,65.903,0.611,0.978,0.703,0.0,12.55,37.431,19.087,26.268,255.551,21.441,965.706,0.0,0.0,2.851,58.465
73,137080153983655,503.638,225,10,25,0,293.801,179.96,300.162,0.323,0.447,4.275,0.256,18.616,0.0,65.953,0.612,1.318,0.85,0.0,7.862,37.316,14.397,25.117,209.262,23.877,1058.316,0.0,0.0,3.008,50.367
74,137080158611368,529.405,241,10,28,0,300.51,182.243,306.839,0.373,0.468,5.273,0.298,30.041,0.0,65.489,0.597,12.869,1.029,0.0,9.016,37.041,16.594,25.549,274.844,24.818,1043.59,0.0,0.0,2.638,53.468
75,137080163283018,944.49,233,10,27,0,314.722,181.118,320.763,0.382,0.53,4.555,0.271,18.771,0.0,61.479,0.625,1.023,0.911,0.0,11.46,100.656,44.159,77.72,1197.073,27.817,994.607,0.0,0.0,2.779,421.607
76,137080168282633,523.668,240,10,28,0,302.145,185.53,308.006,0.405,0.449,4.28,0.231,17.989,0.0,60.406,0.574,1.043,0.863,0.0,8.974,40.272,20.053,29.193,300.304,24.845,1049.343,0.0,0.0,2.129,60.749
77,137080172926846,562.61,239,10,28,1,291.165,181.832,298.042,0.395,0.425,4.324,0.262,19.142,0.0,68.578,0.654,1.09,0.73,0.0,13.518,59.433,21.354,45.467,314.979,35.976,1076.89,0.0,0.0,3.03,80.82
78,137080177622416,511.912,215,10,24,0,301.428,173.016,308.161,0.398,0.425,4.425,0.436,19.397,0.0,66.589,0.648,1.003,0.798,0.0,7.104,34.524,13.498,24.15,235.574,21.47,939.017,0.0,0.0,2.832,61.794
79,137080182245514,520.775,234,10,28,0,295.696,183.239,302.489,0.409,0.432,4.324,0.297,18.742,0.0,67.031,0.685,0.976,0.877,0.0,8.084,40.139,14.876,23.662,292.758,24.25,1060.861,0.0,0.0,3.195,63.335
80,137080186898745,495.736,234,10,28,0,225.33,175.186,230.949,0.423,0.437,4.986,0.275,18.508,0.0,67.757,0.662,1.002,0.931,0.0,8.686,90.667,15.465,73.817,356.073,34.707,1072.621,0.0,0.0,2.672,90.064
81,137080191546836,464.688,218,10,24,0,244.285,187.381,250.378,0.277,0.481,5.083,0.235,17.853,0.0,67.718,0.674,0.935,0.825,0.0,12.372,38.937,18.825,26.023,253.93,20.455,1004.555,0.0,0.0,3.929,57.384
82,137080196162716,1880.066,241,10,28,0,650.546,180.883,709.872,1.689,4.116,52.905,0.429,92.367,0.0,244.488,2.349,1.597,5.807,0.0,18.207,118.198,25.904,65.928,1660.652,28.656,1160.254,0.0,0.0,2.161,570.139
83,137080202179754,1061.423,230,10,27,0,419.436,182.318,426.322,0.334,0.489,4.408,0.258,19.455,0.0,62.187,0.697,1.083,0.803,0.0,8.877,129.832,15.681,109.474,1254.578,25.73,1075.97,0.0,0.0,2.711,411.596
84,137080207304915,976.368,234,10,27,1,262.485,187.787,268.44,0.402,0.473,4.798,0.263,18.988,0.0,76.381,0.71,1.155,0.801,0.0,14.402,210.334,21.893,180.186,1192.861,25.366,1046.411,0.0,0.0,2.218,412.718
85,137080212387959,891.922,237,10,28,0,245.133,182.572,250.735,0.373,0.474,4.579,0.283,18.726,0.0,66.1,0.711,1.137,1.038,0.0,13.429,107.145,20.73,89.962,1311.281,26.17,1042.415,0.0,0.0,2.332,411.988
86,137080217378880,968.886,226,10,26,0,314.283,180.49,321.575,0.447,0.464,4.962,0.24,18.891,0.0,66.825,0.671,1.081,1.062,0.0,13.945,122.353,20.284,95.331,1166.444,22.689,1035.114,0.0,0.0,2.255,422.107
87,137080222484396,922.65,210,10,24,0,301.208,179.507,307.122,0.219,0.406,4.516,0.224,18.122,0.0,62.101,1.177,1.019,5.863,0.0,13.108,99.973,19.927,80.758,1412.25,23.331,933.911,0.0,0.0,2.745,413.715
88,137080227581786,444.094,241,10,28,0,227.173,184.898,233.355,0.323,0.42,4.614,0.226,18.896,0.0,70.081,0.657,1.063,0.829,0.0,8.514,47.0,19.536,34.371,209.969,24.755,1061.049,0.0,0.0,2.625,49.77
89,137080232157213,520.919,233,10,28,0,304.324,186.279,310.598,0.325,0.437,4.925,0.217,18.867,0.0,63.066,0.635,1.014,0.754,0.0,7.481,35.142,20.049,23.457,263.233,37.857,1053.178,0.0,0.0,3.187,50.186
90,137080236811764,553.015,232,10,27,1,222.602,180.968,228.354,0.328,0.605,4.874,0.233,19.263,0.0,65.406,0.53,1.03,0.822,0.0,39.601,109.651,46.21,88.644,268.805,25.118,1107.148,0.0,0.0,7.24,148.176
91,137080241461786,883.924,243,10,28,0,229.494,177.475,235.66,0.353,0.416,4.52,0.271,18.949,0.0,64.596,0.578,0.91,0.904,0.0,18.285,89.966,30.408,69.294,1548.077,27.372,1075.061,0.0,0.0,2.453,417.564
92,137080246417628,1007.777,217,10,24,0,331.345,180.75,338.024,0.364,0.464,5.195,0.262,19.12,0.0,67.17,0.585,0.913,0.911,0.0,13.953,102.203,20.288,84.645,1522.257,29.898,974.787,0.0,0.0,2.177,407.133
93,137080251612076,792.235,241,10,28,0,255.218,184.708,261.062,0.329,0.49,5.558,0.218,19.137,0.0,70.659,0.588,0.948,0.845,0.0,17.318,104.271,25.824,82.125,1324.228,34.588,1077.209,0.0,0.0,2.011,317.877
94,137080256501987,1560.727,240,10,28,0,635.154,176.564,699.591,0.358,0.506,56.9,0.273,87.346,0.0,159.544,6.281,5.088,9.245,0.0,15.546,236.223,18.56,213.013,1065.235,63.746,1013.78,0.0,0.0,2.731,521.39
95,137080262204753,1049.287,213,10,24,0,382.759,185.386,388.947,0.32,0.461,5.352,0.28,18.925,0.0,64.068,0.65,1.036,0.829,0.0,10.84,88.464,17.765,74.72,1250.452,22.538,1008.668,0.0,0.0,2.953,414.568
96,137080267458824,1610.696,242,10,28,0,725.415,171.237,800.665,0.335,0.451,4.411,0.287,88.345,0.0,63.133,4.536,9.93,7.723,0.0,15.82,157.217,19.766,133.503,1312.891,26.679,1006.406,0.0,0.0,2.167,416.96
97,137080273206336,538.219,237,10,28,0,302.485,178.094,308.457,0.349,0.456,4.681,0.249,18.132,0.0,66.858,0.622,0.999,1.194,0.0,7.481,47.057,14.926,34.989,276.36,24.796,1060.569,0.0,0.0,1.877,60.746
98,137080277857345,450.307,224,10,24,0,241.102,185.399,247.123,0.347,0.404,4.295,0.256,18.569,0.0,63.912,0.625,1.05,1.048,0.0,7.27,39.539,13.898,27.765,218.24,25.245,1064.464,0.0,0.0,2.363,51.125
99,137080282466001,905.687,236,10,28,0,228.84,186.31,234.516,0.355,0.479,4.82,0.267,19.109,0.0,64.889,0.656,1.108,1.034,0.0,15.73,101.28,18.422,80.704,1447.097,26.383,1280.426,0.0,0.0,2.345,384.68
100,137080287519709,707.327,231,10,27,0,469.875,177.317,476.322,0.324,0.442,4.606,0.29,19.137,0.0,62.322,0.495,1.177,0.82,0.0,8.626,39.933,15.159,27.73,335.484,27.655,1048.286,0.0,0.0,3.036,60.465
101,137080292353747,1682.931,215,10,24,0,651.165,202.639,718.008,0.335,0.464,53.401,0.554,93.269,0.0,249.245,3.211,4.844,4.988,0.0,11.377,91.854,19.851,53.612,1365.605,22.054,1016.082,0.0,0.0,2.928,544.262
102,137080298196594,433.949,222,10,24,0,214.53,187.787,220.268,0.318,0.413,4.755,0.226,18.79,0.0,63.948,0.615,1.275,0.854,0.0,7.891,41.386,14.473,29.243,233.333,21.258,1039.432,0.0,0.0,2.12,65.476
103,137080302727879,1311.244,223,10,24,0,627.624,184.243,714.911,1.037,0.463,58.267,1.249,96.621,0.0,271.483,8.365,8.623,4.814,0.0,7.369,52.464,13.856,37.976,188.557,21.483,1085.052,0.0,0.0,2.861,198.068
104,137080308181468,1038.379,236,10,28,0,373.213,175.11,378.922,0.349,0.455,4.263,0.224,18.453,0.0,71.572,0.644,1.237,0.813,0.0,40.15,106.021,48.77,79.464,1361.853,29.338,1028.244,0.0,0.0,2.602,411.798
105,137080313363047,521.281,236,10,28,0,299.571,179.134,305.908,0.313,0.454,4.989,0.266,18.976,0.0,68.714,0.688,1.137,0.722,0.0,10.796,34.178,14.106,23.089,239.715,24.672,1056.448,0.0,0.0,2.866,50.403
106,137080318052469,1756.86,241,10,28,1,657.105,179.384,717.072,0.314,0.432,59.828,1.309,133.788,0.0,253.117,6.594,53.275,4.235,0.0,12.132,118.647,20.144,98.599,1458.767,24.922,1087.565,0.0,0.0,3.124,533.866
107,137080323961340,484.923,230,10,27,0,249.776,191.088,255.851,0.35,0.463,4.759,0.235,18.231,0.0,61.318,0.695,1.067,0.646,0.0,12.807,54.038,19.6,39.113,251.401,24.258,1059.305,0.0,0.0,2.751,69.53
108,137080328589468,878.15,226,10,26,0,321.285,181.449,327.478,0.357,0.451,4.496,0.223,19.364,0.0,61.43,0.628,1.207,0.71,0.0,10.595,374.918,23.321,350.852,335.817,23.186,1039.204,0.0,0.0,2.279,267.539
109,137080333675443,705.975,238,10,28,0,239.334,185.386,246.766,0.327,0.43,4.39,0.246,20.019,0.0,64.224,0.688,1.248,0.798,0.0,12.769,142.244,20.556,123.005,817.019,24.986,1060.533,0.0,0.0,1.789,279.995
