window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,136951648646378,1214.694,241,10,28,0,307.949,183.249,317.389,0.786,1.124,7.175,0.638,23.014,0.0,83.82,2.014,5.185,1.747,0.0,8.688,38.753,20.598,25.845,2489.536,32.604,1438.908,0.0,0.0,3.193,131.01
1,136951653881111,592.856,234,10,27,0,299.164,187.405,311.618,0.361,0.575,4.885,0.2,18.83,0.0,63.16,1.311,1.585,0.878,0.0,8.297,112.625,15.245,61.184,204.163,25.42,1201.271,0.0,0.0,3.503,83.764
2,136951658475201,940.229,240,10,28,0,292.753,183.783,298.988,0.386,0.514,5.117,0.223,18.848,0.0,64.397,1.39,1.566,0.912,0.0,11.918,80.414,15.909,63.223,1353.65,29.163,1100.989,0.0,0.0,3.397,410.271
3,136951663527742,573.697,239,10,28,1,235.908,179.243,243.498,0.339,0.547,5.023,0.194,20.444,0.0,72.538,1.44,1.434,0.976,0.0,7.648,53.755,14.096,34.424,704.605,26.377,1048.708,0.0,0.0,3.718,57.118
4,136951668146085,1074.599,225,10,25,0,437.866,192.781,443.465,0.363,0.699,5.312,0.289,16.752,0.0,72.758,1.312,1.266,1.162,0.0,9.363,87.675,24.297,69.271,1491.451,22.636,1087.997,0.0,0.0,3.511,403.215
5,136951673325383,938.985,237,10,28,0,267.407,186.452,272.971,0.367,0.579,5.803,0.236,17.904,0.0,72.288,1.26,1.193,0.766,0.0,9.295,73.441,15.617,54.587,1633.374,36.308,1168.467,0.0,0.0,3.936,416.313
6,136951678325980,929.021,234,10,28,0,268.94,196.4,276.877,0.348,0.504,4.453,0.195,18.322,0.0,63.701,10.16,1.308,0.625,0.0,9.115,79.357,15.346,65.619,1440.104,24.829,1099.193,0.0,0.0,2.874,418.4
7,136951683325443,2292.033,239,10,28,0,656.871,200.059,720.891,3.426,0.539,67.803,2.768,79.621,0.0,279.913,20.695,10.555,5.174,0.0,10.85,427.829,17.982,48.748,2791.051,25.215,1056.398,0.0,0.0,3.096,530.518
8,136951689788065,1280.102,223,10,24,0,551.054,194.337,638.949,0.475,1.038,64.464,1.593,101.951,0.0,285.442,28.809,10.531,5.116,0.0,7.155,33.957,13.312,21.318,242.665,21.46,1084.003,0.0,0.0,3.632,206.164
9,136951695120264,1130.344,234,10,27,0,380.212,199.14,386.832,0.359,0.523,4.803,0.193,17.985,0.0,60.919,1.413,1.289,0.945,0.0,10.192,77.4,123.234,58.892,1425.775,24.168,1096.382,0.0,0.0,2.505,406.781
10,136951700381621,1678.557,236,10,28,0,668.369,184.107,711.987,0.69,0.478,50.035,0.382,92.93,0.0,146.376,20.732,11.034,4.233,0.0,8.854,72.307,22.892,49.578,1535.466,27.78,1079.075,0.0,0.0,3.364,463.918
11,136951706133773,1149.66,226,10,26,0,353.957,198.656,360.022,0.347,0.518,4.104,0.24,18.433,0.0,73.284,1.3,1.415,0.809,0.0,8.068,85.3,14.226,62.258,1994.372,156.245,1089.343,0.0,0.0,3.932,393.063
12,136951711356346,522.923,231,10,27,0,307.895,184.754,313.955,0.401,0.617,5.208,0.216,17.33,0.0,70.267,1.22,1.252,0.763,0.0,6.614,36.612,12.715,25.14,231.472,27.543,1025.825,0.0,0.0,2.951,59.005
13,136951715979166,469.911,234,10,27,0,247.335,203.115,253.864,0.378,0.522,4.494,0.205,18.155,0.0,63.104,1.166,1.33,0.637,0.0,7.548,39.223,23.967,27.967,281.106,28.478,1096.807,0.0,0.0,4.033,47.321
14,136951720531581,1707.489,237,10,28,0,663.81,324.123,670.864,0.377,0.509,4.084,0.257,18.296,0.0,60.752,1.233,1.285,0.807,0.0,11.035,197.983,17.687,172.803,1697.551,26.673,1826.356,0.0,0.0,3.444,392.001
15,136951726337791,472.106,238,10,28,0,239.951,183.074,247.144,0.375,0.483,4.159,0.282,18.127,0.0,60.504,1.338,1.502,1.219,0.0,8.136,61.269,18.323,49.592,264.747,25.571,1040.091,0.0,0.0,3.573,49.83
16,136951730854653,629.674,231,10,26,1,296.857,177.474,302.738,0.225,0.476,4.105,0.249,18.267,0.0,71.156,1.191,1.351,1.067,0.0,6.946,159.734,12.793,145.215,215.66,27.122,1037.141,0.0,0.0,3.3,71.262
17,136951735548693,877.376,233,10,28,1,292.603,188.34,298.317,0.372,0.493,4.772,0.191,17.948,0.0,71.059,1.183,1.255,1.028,0.0,8.372,61.833,23.05,48.179,1575.807,25.14,1086.612,0.0,0.0,3.325,381.466
18,136951740508038,1601.976,236,10,28,0,674.837,209.622,954.36,0.322,0.502,3.886,0.188,18.798,0.0,73.98,3.427,1.295,0.991,0.0,9.459,67.422,18.122,54.591,1528.89,26.184,1159.569,0.0,0.0,3.771,421.166
19,136951746227327,1069.258,236,10,28,0,330.276,236.979,336.538,0.355,0.463,4.872,0.19,17.278,0.0,62.668,2.51,1.141,8.025,0.0,7.721,73.264,17.404,55.96,2098.647,84.973,966.76,0.0,0.0,3.444,402.134
20,136951751338524,524.068,234,10,28,0,302.434,196.034,308.584,0.217,0.417,4.189,0.209,16.425,0.0,62.396,1.553,1.185,0.826,0.0,10.481,42.578,12.892,21.822,252.788,25.171,1090.298,0.0,0.0,4.026,57.004
21,136951755957523,484.743,235,10,28,0,247.255,188.307,253.325,0.337,0.418,4.35,0.194,17.269,0.0,61.559,1.295,1.22,1.116,0.0,7.421,63.009,13.335,43.595,296.581,25.225,1101.169,0.0,0.0,2.981,67.424
22,136951760494241,925.268,239,10,28,0,300.01,177.491,305.831,0.358,0.499,4.377,0.2,17.288,0.0,59.642,2.585,1.32,1.132,0.0,9.277,161.196,16.348,60.611,1346.645,26.243,1127.564,0.0,0.0,3.175,395.253
23,136951765546588,553.902,239,10,28,0,301.393,186.312,308.498,0.33,0.477,4.838,0.228,17.886,0.0,68.185,1.226,1.515,0.744,0.0,7.508,35.659,20.526,24.252,406.323,25.615,1037.218,0.0,0.0,3.428,50.373
24,136951770127290,1080.001,237,10,28,1,413.531,187.911,420.2,0.325,0.459,4.82,0.23,17.286,0.0,75.598,1.454,1.186,0.739,0.0,8.575,85.194,15.085,63.472,1462.976,26.209,1056.725,0.0,0.0,4.316,404.582
25,136951775287109,1012.69,243,10,28,0,337.184,196.241,345.682,0.319,0.498,5.171,0.227,18.252,0.0,61.372,1.419,1.429,0.983,0.0,11.755,88.594,22.129,71.334,1558.237,28.765,1084.595,0.0,0.0,3.554,413.986
26,136951780335657,965.4,241,10,28,0,310.313,189.954,319.053,0.3,0.553,4.83,0.216,17.394,0.0,58.829,1.233,1.178,1.252,0.0,9.904,122.849,17.057,56.162,1415.818,25.139,1098.167,0.0,0.0,2.31,403.302
27,136951785334546,468.842,233,10,28,0,233.702,201.153,239.114,0.375,0.511,4.51,0.273,17.683,0.0,62.164,1.285,1.211,1.251,0.0,55.731,33.513,61.781,22.334,249.043,24.879,1097.357,0.0,0.0,3.858,50.619
28,136951789850337,636.176,226,10,25,1,304.211,189.938,309.635,0.365,0.541,4.322,0.258,18.184,0.0,70.307,1.5,1.509,0.828,0.0,100.662,55.181,106.499,39.471,276.714,26.316,1088.989,0.0,0.0,12.146,69.76
29,136951794622827,839.886,234,10,28,1,310.014,181.483,315.334,0.177,0.52,5.622,0.244,16.86,0.0,71.247,1.456,1.089,1.112,0.0,7.521,81.73,13.62,66.533,1296.974,24.964,1105.193,0.0,0.0,4.729,338.155
30,136951799647656,721.983,236,10,28,0,217.815,179.522,223.554,0.33,0.47,4.138,0.185,17.262,0.0,70.858,1.277,1.017,0.926,0.0,7.661,72.661,14.214,57.695,1275.087,24.965,1094.67,0.0,0.0,3.177,301.563
31,136951804457931,978.109,226,10,26,0,304.593,184.872,310.723,0.402,0.527,5.837,0.261,16.751,0.0,72.929,1.317,1.148,1.0,0.0,7.199,71.736,13.183,57.586,1453.753,23.008,1209.162,0.0,0.0,3.44,383.95
32,136951809490804,1693.968,222,10,24,0,650.221,192.954,716.687,0.903,1.546,56.901,1.659,82.636,0.0,270.647,17.208,7.426,3.283,0.0,88.814,78.453,95.235,60.491,1188.869,22.232,1193.584,0.0,0.0,3.304,533.783
33,136951815282278,958.895,225,10,25,0,301.5,198.411,310.23,0.192,0.512,4.713,0.266,17.179,0.0,63.377,1.201,0.958,0.911,0.0,7.277,152.896,13.535,136.136,1283.967,22.163,1090.185,0.0,0.0,2.832,415.683
34,136951820292493,1098.651,240,10,28,1,238.072,182.629,244.651,0.342,0.474,4.619,0.269,17.556,0.0,62.977,1.405,1.117,0.957,0.0,9.439,454.357,16.453,53.957,2870.557,25.322,978.415,0.0,0.0,3.751,704.207
35,136951825439837,1037.981,241,10,28,1,314.482,187.26,320.488,0.492,0.433,4.742,0.232,17.37,0.0,70.553,1.326,0.968,1.125,0.0,11.597,332.194,15.048,310.563,1070.807,24.882,1117.934,0.0,0.0,3.692,316.356
36,136951830543487,903.393,223,10,25,0,310.402,187.801,317.193,0.318,0.511,5.117,0.205,17.569,0.0,68.155,1.285,1.181,1.234,0.0,9.337,87.651,15.754,58.04,1590.325,22.39,1093.181,0.0,0.0,3.051,375.114
37,136951835525105,908.507,235,10,28,0,305.623,180.795,311.753,0.355,7.734,4.492,0.216,17.689,0.0,68.454,1.424,1.131,0.891,0.0,7.373,80.039,13.34,62.515,1638.123,24.702,1069.612,0.0,0.0,2.839,373.829
