window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,136951648646378,1214.7,225.8,949.0,39.8,11.0,1178.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1212.2,1090.3,772.9,778.7,1199.5
1,136951653881111,592.9,202.0,359.8,31.0,12.5,554.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,589.9,494.3,182.7,189.5,576.3
2,136951658475201,940.2,502.0,387.6,50.6,13.8,899.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,937.5,844.2,545.2,553.5,922.9
3,136951663527742,573.7,147.3,398.9,27.6,12.5,525.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,570.2,465.8,222.3,228.1,548.4
4,136951668146085,1074.6,518.2,470.5,85.9,57.3,469.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1071.7,972.4,528.9,544.6,1048.6
5,136951673325383,939.0,502.6,363.2,73.2,45.3,514.5,rx collecting results@149/0-RX-38,prepare streams@25/0-worker,935.8,834.3,561.4,570.8,922.3
6,136951678325980,929.0,520.0,315.1,93.9,66.1,467.4,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,926.7,825.8,548.9,567.9,913.6
7,136951683325443,2292.0,1049.4,933.3,309.3,110.6,2154.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2289.5,1780.5,1059.6,1070.8,2275.1
8,136951689788065,1280.1,359.4,706.0,214.7,111.2,1142.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1277.1,760.7,121.7,128.1,1263.2
9,136951695120264,1130.3,597.2,443.5,89.6,62.7,586.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1128.4,1037.5,650.7,667.7,1114.4
10,136951700381621,1678.6,644.3,797.4,236.9,63.3,1320.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1675.8,1320.0,608.0,615.3,1654.5
11,136951706133773,1149.7,576.8,473.2,99.7,59.7,620.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1146.2,1042.2,682.1,686.7,1132.6
12,136951711356346,522.9,127.1,371.8,24.0,11.7,486.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,520.6,423.7,109.7,117.3,507.5
13,136951715979166,469.9,131.1,312.1,26.7,14.3,430.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,466.4,377.1,123.2,154.8,454.1
14,136951720531581,1707.5,608.2,1004.8,94.5,64.7,876.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1705.0,1614.2,943.3,958.6,1691.2
15,136951726337791,472.1,146.1,302.9,23.1,10.6,436.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,469.3,380.9,133.8,144.7,455.8
16,136951730854653,629.7,241.2,358.4,30.1,13.5,581.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,626.8,528.0,225.3,233.0,604.9
17,136951735548693,877.4,469.6,378.3,29.4,11.2,831.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,874.7,772.4,474.1,477.4,859.6
18,136951740508038,1602.0,506.6,1006.9,88.5,37.9,1463.6,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1598.9,1463.6,509.2,523.8,1585.0
19,136951746227327,1069.3,568.0,415.7,85.6,58.8,569.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1066.5,966.5,629.9,643.6,1052.8
20,136951751338524,524.1,134.3,361.9,27.9,14.3,484.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,520.5,432.2,123.6,129.3,507.9
21,136951755957523,484.7,145.5,313.8,25.4,13.0,446.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,482.3,393.7,140.4,149.4,469.3
22,136951760494241,925.3,539.5,357.8,27.9,11.6,888.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,922.7,832.1,526.3,537.4,909.4
23,136951765546588,553.9,128.0,401.4,24.4,11.0,510.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,551.0,455.0,146.5,150.0,531.1
24,136951770127290,1080.0,499.7,485.9,94.5,62.2,487.7,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1076.3,971.8,551.6,558.4,1062.1
25,136951775287109,1012.7,528.2,388.0,96.6,62.5,490.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1009.7,913.5,567.9,579.3,996.6
26,136951780335657,965.2,532.5,350.8,81.8,54.2,486.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,963.5,874.3,555.3,576.3,950.5
27,136951785334546,468.8,162.7,281.2,24.9,12.1,431.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,465.8,376.7,137.6,142.8,452.7
28,136951789850337,635.8,240.9,364.5,30.4,12.9,588.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,624.3,535.8,226.2,240.7,611.0
29,136951794622827,839.9,432.7,378.1,29.1,11.0,793.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,835.6,735.4,420.1,432.9,813.8
30,136951799647656,722.0,390.4,295.6,36.0,23.0,673.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,719.5,622.5,398.9,403.2,706.8
31,136951804457931,978.1,473.7,446.2,58.2,22.5,538.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,975.3,873.7,563.0,574.0,962.6
32,136951809490804,1694.0,684.2,766.1,243.6,102.2,1565.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1691.1,1238.3,521.6,526.4,1677.4
33,136951815282278,958.9,536.1,337.2,85.6,55.5,485.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,956.6,863.5,553.3,563.9,941.9
34,136951820292493,1098.7,762.9,311.7,24.1,11.4,1059.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1095.4,1005.8,761.2,768.9,1079.8
35,136951825439837,1038.0,634.7,373.1,30.2,11.8,991.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1034.9,935.9,615.4,626.1,1012.9
36,136951830543487,903.4,477.7,400.2,25.5,10.8,859.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,901.1,805.3,488.2,496.6,887.7
37,136951835525105,908.5,477.9,401.0,29.7,13.6,870.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,906.2,808.0,496.2,503.5,893.5
38,136951840560756,1519.3,592.6,782.9,143.8,52.5,487.6,rx collecting results@149/0-RX-38,prepare streams@25/0-worker,1516.7,1333.2,541.5,636.5,1503.1
39,136951846238357,1006.4,588.8,318.0,99.6,71.1,552.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1006.3,912.0,625.7,636.0,990.4
40,136951851331021,449.1,121.8,299.0,28.3,15.7,407.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,446.5,354.7,121.8,126.8,432.7
41,136951855895065,632.0,222.3,384.6,25.1,11.5,586.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,629.0,533.2,226.1,237.0,607.3
42,136951860628949,748.8,433.8,286.9,28.0,12.3,701.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,745.8,645.5,419.1,422.6,731.4
43,136951865427968,469.9,130.9,310.8,28.1,12.9,429.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,466.3,365.1,126.2,133.4,452.5
44,136951869994852,518.1,128.3,365.9,24.0,12.0,480.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,514.3,427.9,121.0,129.4,502.1
45,136951874593720,801.8,479.6,296.1,26.1,10.9,764.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,797.0,708.4,455.1,471.8,784.0
46,136951879489974,931.0,542.3,360.8,28.0,12.4,893.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,927.8,839.7,523.8,531.9,915.2
47,136951884504507,914.6,555.6,329.4,29.6,11.1,858.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,911.2,800.6,540.7,544.4,878.6
