window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,137526148566271,3336.6,1722.0,1189.7,424.9,187.3,3123.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,3333.9,2545.4,1753.7,1748.8,3321.5
1,137526155897886,1209.3,177.4,917.2,114.7,61.2,1014.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1206.0,1014.8,158.1,172.4,1191.5
2,137526161090005,1137.5,521.6,530.3,85.7,59.3,514.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1134.1,1041.4,575.0,580.3,1121.3
3,137526166297922,440.2,132.9,282.9,24.4,11.7,401.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,423.6,348.1,105.7,113.3,422.4
4,137526170811879,641.8,278.7,335.3,27.8,10.5,605.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,638.2,550.8,248.1,257.3,625.4
5,137526175555564,893.8,512.4,353.3,28.2,10.2,854.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,891.4,797.4,487.8,494.4,874.4
6,137526180504127,1569.8,702.0,753.4,114.4,61.1,1234.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1566.2,1234.1,529.1,546.2,1546.3
7,137526186172528,1085.8,512.4,485.4,87.9,57.7,507.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1082.9,977.7,566.4,588.5,1069.0
8,137526191361552,807.4,144.5,633.6,29.3,14.7,766.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,804.6,701.3,133.4,148.4,791.2
9,137526196187938,1018.8,589.0,370.9,58.9,31.6,501.6,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1015.9,922.5,534.9,640.8,1002.2
10,137526201313562,988.7,541.8,354.4,92.5,66.1,511.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,985.3,895.7,578.6,583.7,972.3
11,137526206381141,959.3,513.4,350.4,95.5,69.2,479.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,957.2,865.2,549.9,558.9,943.7
12,137526211475686,990.8,479.7,483.8,27.4,11.4,955.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,987.7,900.9,594.6,602.4,975.7
13,137526216559949,841.9,513.1,296.9,31.9,13.3,796.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,840.0,737.7,478.6,488.5,818.8
14,137526221450949,959.5,490.4,387.7,81.3,54.9,462.4,rx collecting results@147/0-RX-10,prepare streams@25/0-worker,956.7,859.3,518.8,527.5,933.1
15,137526226434351,1647.6,545.4,926.8,175.4,87.8,1398.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1644.8,1398.1,688.6,701.0,1632.1
16,137526232188472,513.0,129.2,355.8,28.0,14.5,472.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,511.1,410.2,101.9,107.5,496.9
17,137526236774480,615.8,269.1,318.0,28.8,12.9,574.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,613.6,517.9,274.1,287.7,598.5
18,137526241483152,1583.5,642.7,761.2,179.6,64.1,467.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1581.5,1267.5,532.7,541.5,1569.1
19,137526247128244,1081.6,516.2,469.1,96.2,65.3,473.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1079.9,988.8,539.9,548.6,1066.1
20,137526252285872,984.4,516.3,380.4,87.7,63.0,473.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,982.1,891.5,537.7,553.0,968.4
21,137526257379467,475.2,156.8,292.5,25.9,11.8,438.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,473.4,383.0,139.0,143.6,460.3
22,137526261924634,442.7,127.7,285.8,29.2,12.4,396.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,439.4,337.9,118.6,123.1,418.2
23,137526266405121,509.7,130.1,346.6,33.1,17.8,457.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,507.6,404.1,103.2,106.7,485.0
24,137526271012975,1172.2,481.0,589.4,101.8,58.1,472.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1170.1,1064.0,531.9,536.6,1155.8
25,137526276289523,462.8,122.8,314.1,25.9,13.3,420.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,459.5,357.8,94.0,99.1,443.6
26,137526280810808,608.6,252.8,320.3,35.5,11.8,515.3,work_queue::do_work get_work@24/?-work_queue,add_tokens@24/?-work_queue,606.0,508.2,268.8,278.0,592.5
27,137526285534580,875.1,510.0,324.6,40.5,12.8,837.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,873.4,781.0,479.4,487.5,860.1
28,137526290474435,1782.1,717.1,798.3,266.6,103.1,1651.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1778.3,1316.6,548.5,553.8,1764.0
29,137526296351302,801.0,136.1,636.6,28.3,13.3,760.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,797.4,705.0,110.0,124.1,784.0
30,137526301209818,1121.5,576.0,407.4,138.1,57.1,658.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1116.7,1018.2,717.2,725.6,1094.2
31,137526306409508,1674.8,631.0,842.9,200.8,93.7,1341.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1671.8,1341.4,605.3,623.9,1643.7
32,137526312132673,1085.5,518.4,479.9,87.2,62.3,492.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1083.0,982.1,556.4,572.5,1069.2
33,137526317370230,531.4,130.6,364.9,35.9,12.7,492.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,529.2,424.4,117.8,129.2,529.1
34,137526321923913,516.7,122.6,368.6,25.6,12.9,478.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,513.8,425.0,118.3,127.4,501.0
35,137526326522834,1542.4,623.8,779.1,139.5,88.7,1237.2,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1539.6,1237.2,534.7,539.6,1527.7
36,137526332149381,867.7,502.0,279.4,86.3,59.7,449.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,864.9,768.4,511.2,521.4,844.7
37,137526337075049,1147.4,577.3,471.9,98.3,59.8,554.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1144.9,1047.5,616.0,627.4,1130.2
38,137526342262881,1065.5,595.8,382.0,87.7,58.9,558.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1061.8,962.3,619.1,623.6,1039.8
39,137526347407538,950.8,501.7,356.9,92.1,61.9,476.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,948.3,842.1,539.5,592.3,932.3
40,137526352453528,1853.6,443.2,467.3,943.2,829.1,516.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1851.3,516.8,106.8,110.5,1836.7
41,137526358375909,934.2,479.4,363.5,91.2,61.2,442.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,931.1,828.7,505.1,508.7,917.7
42,137526363325144,960.4,501.5,366.1,92.8,65.8,479.7,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,957.9,867.8,546.9,556.4,944.0
43,137526368462369,1610.8,653.2,797.7,159.9,108.6,1280.7,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1610.7,1280.7,553.4,559.9,1594.1
44,137526374142982,1138.7,648.7,387.8,102.2,74.5,600.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1136.6,1044.0,677.4,689.0,1123.2
45,137526379335479,808.6,135.7,642.4,30.5,11.8,772.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,806.7,713.8,110.4,113.9,793.5
46,137526384207093,1076.1,511.4,385.7,179.1,77.4,36.9,kernel_add_rmsnorm_70@25/0-worker,Launch hardware matmul job@24/?-work_queue,1074.1,974.9,625.2,632.5,1052.1
47,137526389370116,931.0,486.4,351.0,93.7,66.0,447.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,927.1,824.5,515.8,524.0,904.1
48,137526394397821,768.3,126.4,614.5,27.4,11.9,721.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,765.5,668.0,109.4,163.9,743.7
49,137526399207061,1064.4,512.9,465.3,86.2,56.9,487.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1060.6,956.5,546.0,556.6,1046.8
50,137526404324591,465.1,139.3,300.8,25.0,11.9,427.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,462.6,361.6,111.4,119.2,449.8
51,137526408887944,1175.9,266.4,788.0,121.5,57.4,845.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1173.9,845.8,117.3,134.2,1160.4
52,137526414157601,504.6,137.2,341.1,26.3,11.7,464.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,502.1,411.1,107.4,111.3,486.4
53,137526418708461,556.9,158.4,363.4,35.1,16.3,454.5,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,554.5,454.5,141.5,149.8,541.0
54,137526423305507,1030.4,578.8,351.5,100.1,70.3,547.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1027.1,933.3,618.9,627.0,1013.3
55,137526428371341,994.2,573.0,331.9,89.3,63.2,524.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,991.1,895.1,589.0,603.6,971.9
56,137526433471562,1765.2,712.3,771.0,281.8,106.4,1623.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1765.3,1249.3,547.2,557.4,1739.7
57,137526439330442,965.5,500.0,375.1,90.4,64.3,466.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,962.1,860.1,533.1,637.9,948.1
58,137526444360456,525.7,135.3,359.8,30.6,13.4,486.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,523.0,416.2,114.3,118.6,509.2
59,137526448990452,452.5,125.7,291.1,35.7,11.3,415.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,448.9,351.3,100.8,106.7,436.1
60,137526453503513,867.2,509.0,322.4,35.8,12.1,829.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,864.6,771.1,510.3,530.1,852.1
61,137526458486223,508.3,121.3,362.3,24.7,11.3,471.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,506.6,416.5,101.8,108.6,492.0
62,137526463055578,1828.7,798.4,757.1,273.2,92.2,1710.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1825.9,1318.8,594.5,655.8,1812.4
63,137526469082729,1003.9,144.4,762.2,97.3,50.6,818.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1001.2,818.3,103.3,108.5,987.7
64,137526474151493,1134.7,621.6,416.0,97.2,64.2,593.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1131.2,1029.8,659.6,668.3,1110.5
