window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137526148566271,3336.575,200,10,24,0,652.475,189.137,791.668,6.837,4.739,76.138,4.3,135.728,0.0,447.561,13.403,20.888,15.06,0.0,7.672,425.027,18.452,20.843,886.489,37.595,930.14,0.0,0.0,3.357,1137.048
1,137526155897886,1209.267,228,10,25,1,687.031,181.63,856.669,0.462,0.588,5.121,0.281,18.792,0.0,77.979,1.683,1.384,7.389,0.0,9.575,72.72,16.119,56.202,361.346,31.211,1026.082,0.0,0.0,3.892,95.38
2,137526161090005,1137.489,222,10,24,1,460.229,181.503,466.372,0.407,0.561,5.101,0.265,17.96,0.0,63.812,0.72,1.296,1.212,0.0,9.629,87.546,15.765,67.163,1232.536,31.185,1127.072,0.0,0.0,3.799,420.831
3,137526166297922,440.213,192,10,19,0,236.022,181.476,242.321,0.387,0.456,4.989,0.243,18.154,0.0,62.59,0.569,1.2,0.849,0.0,7.573,40.755,17.328,20.648,236.325,17.308,925.688,0.0,0.0,3.628,57.078
4,137526170811879,641.762,232,10,27,0,295.801,184.843,302.642,0.336,0.685,4.847,0.285,17.499,0.0,61.75,0.537,1.162,0.794,0.0,132.752,71.355,138.767,51.917,299.147,28.13,1088.246,0.0,0.0,4.181,83.111
5,137526175555564,893.789,225,10,25,0,302.976,179.891,309.55,0.358,0.464,4.185,0.307,18.44,0.0,63.238,0.525,1.208,0.811,0.0,14.241,199.226,21.785,57.063,1128.838,22.195,1104.744,0.0,0.0,2.964,325.593
6,137526180504127,1569.794,217,10,24,1,657.627,194.624,705.027,0.347,0.418,50.081,0.26,90.078,0.0,142.802,4.595,6.932,8.396,0.0,9.157,191.277,15.875,57.624,1256.996,21.609,997.764,0.0,0.0,3.983,440.627
7,137526186172528,1085.81,235,10,28,0,405.76,189.402,411.314,0.322,0.48,5.215,0.243,18.649,0.0,75.886,0.614,1.107,0.955,0.0,11.975,77.462,22.406,55.522,1671.152,27.004,1048.812,0.0,0.0,3.395,421.906
8,137526191361552,807.434,223,10,24,0,562.5,177.779,567.93,0.361,0.425,4.472,0.282,18.582,0.0,75.869,0.594,1.155,0.748,0.0,8.183,39.79,14.29,26.908,331.405,33.561,952.247,0.0,0.0,3.258,80.671
9,137526196187938,1018.755,237,10,28,0,382.116,169.21,387.61,0.302,0.421,4.872,0.31,17.792,0.0,63.17,0.925,1.237,1.287,0.0,8.253,72.688,112.421,58.388,1527.875,24.844,1079.807,0.0,0.0,3.358,410.847
10,137526201313562,988.733,231,10,27,0,310.167,178.782,317.038,0.339,0.444,5.09,0.287,18.199,0.0,63.642,0.619,1.228,1.128,0.0,8.33,180.358,14.983,63.447,1218.288,24.012,1174.59,0.0,0.0,3.984,412.249
11,137526206381141,959.3,216,10,24,0,303.573,175.483,315.225,0.483,0.485,4.9,0.239,18.028,0.0,62.77,0.621,1.213,1.169,0.0,7.514,165.773,13.622,153.893,1060.829,26.444,969.139,0.0,0.0,2.733,417.805
12,137526211475686,990.826,220,10,24,0,300.134,174.038,306.391,0.492,0.64,3.954,0.318,18.346,0.0,60.478,0.637,1.193,0.69,0.0,8.582,177.644,15.241,58.26,1581.839,25.149,1058.065,0.0,0.0,3.209,291.047
13,137526216559949,841.892,223,10,24,0,253.661,182.443,259.082,0.313,0.498,4.69,0.263,18.61,0.0,70.784,0.518,1.21,0.738,0.0,15.968,208.447,22.223,71.701,988.88,22.864,1077.974,0.0,0.0,2.444,305.329
14,137526221450949,959.491,212,10,24,0,334.003,186.064,340.514,0.309,0.457,4.323,0.274,18.341,0.0,70.452,0.678,1.171,0.731,0.0,9.361,64.098,15.769,43.397,1518.819,22.001,986.861,0.0,0.0,3.351,410.016
15,137526226434351,1647.614,230,10,26,0,659.582,181.102,709.551,0.313,0.486,5.146,0.315,63.982,0.0,72.24,4.189,1.28,3.081,0.0,8.723,86.418,14.992,66.385,2047.944,28.442,1128.342,0.0,0.0,3.437,396.142
16,137526232188472,513.036,214,10,24,0,302.178,174.269,308.305,0.358,0.717,5.267,0.253,17.792,0.0,73.927,0.621,1.229,0.79,0.0,7.609,32.208,14.124,21.731,224.432,21.319,909.699,0.0,0.0,2.77,76.267
17,137526236774480,615.822,229,10,26,0,237.315,187.617,243.711,0.315,0.465,4.3,0.277,18.301,0.0,64.505,0.793,1.131,1.021,0.0,8.078,63.922,14.504,44.622,912.47,27.875,995.356,0.0,0.0,2.998,171.535
18,137526241483152,1583.518,213,10,24,0,664.444,188.362,734.728,0.345,0.449,26.033,0.258,99.906,0.0,107.224,7.761,6.924,8.546,0.0,10.318,79.252,137.411,62.047,1371.895,26.537,1023.055,0.0,0.0,2.625,443.926
19,137526247128244,1081.561,218,10,24,0,442.842,177.967,448.88,0.318,0.423,5.105,0.239,18.168,0.0,60.219,0.65,1.187,0.977,0.0,7.573,157.187,14.12,146.253,1207.525,27.061,963.665,0.0,0.0,2.536,407.002
20,137526252285872,984.424,211,10,24,0,348.151,186.073,353.788,0.338,0.464,5.527,0.281,18.362,0.0,63.222,0.716,1.179,0.85,0.0,7.491,163.748,13.948,40.504,1206.579,21.484,996.354,0.0,0.0,2.802,410.83
21,137526257379467,475.238,239,10,28,0,237.977,184.779,243.979,0.367,0.46,4.797,0.289,18.815,0.0,61.499,0.641,1.109,0.832,0.0,9.448,57.979,19.922,24.012,331.453,38.71,1040.894,0.0,0.0,2.565,61.608
22,137526261924634,442.696,213,10,24,1,213.375,175.208,219.3,0.313,0.638,4.477,0.266,18.518,0.0,70.895,0.768,1.228,0.879,0.0,8.594,30.457,14.949,20.798,266.342,21.38,972.902,0.0,0.0,3.993,65.64
