window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137144136707384,1014.783,229,10,26,0,235.224,179.095,247.513,0.731,1.222,5.809,0.753,23.269,0.0,83.411,2.157,4.923,2.216,0.0,8.241,57.396,15.254,23.221,1830.728,216.307,1435.854,0.0,0.0,3.272,138.31
1,137144141696378,771.877,228,10,26,0,314.641,181.81,322.065,0.243,0.559,4.612,0.258,19.106,0.0,65.074,1.707,1.846,1.302,0.0,8.672,77.899,15.783,57.144,850.44,35.47,1167.996,0.0,0.0,3.173,192.131
2,137144146472371,453.053,239,10,28,0,234.554,179.445,241.601,0.274,0.461,5.098,0.281,17.806,0.0,62.116,1.472,1.531,1.048,0.0,9.042,42.577,19.876,31.495,230.126,25.086,1008.083,0.0,0.0,3.479,52.772
3,137144150973048,518.329,233,10,27,0,242.187,214.636,247.689,0.246,0.469,4.628,0.34,18.684,0.0,61.399,1.454,1.451,1.063,0.0,7.791,81.146,16.71,64.825,376.56,30.806,1071.909,0.0,0.0,2.73,49.466
4,137144155486152,979.006,239,10,28,1,312.628,184.622,318.947,0.411,0.471,5.187,0.282,17.758,0.0,71.577,1.485,1.516,0.945,0.0,12.132,188.983,13.957,169.468,1356.802,28.126,1095.939,0.0,0.0,3.422,322.709
5,137144160446714,920.601,239,10,28,0,238.661,176.178,244.713,0.254,0.488,5.334,0.296,18.504,0.0,71.634,1.077,1.229,0.726,0.0,11.063,87.877,18.215,60.907,1924.526,40.386,1051.569,0.0,0.0,3.233,375.099
6,137144165350391,1765.758,237,10,28,0,992.596,241.788,998.383,0.227,0.455,4.856,0.291,18.534,0.0,71.992,1.476,1.445,0.845,0.0,10.054,68.053,16.998,51.112,2014.378,31.518,1203.022,0.0,0.0,2.728,450.002
7,137144171171296,1946.585,236,10,28,0,1001.122,271.233,1007.352,0.243,0.538,4.557,0.306,18.263,0.0,61.564,1.34,1.354,0.702,0.0,89.494,74.564,100.905,56.451,2875.324,194.188,1150.28,0.0,0.0,3.178,436.055
8,137144177202109,1070.221,231,10,27,0,235.524,181.639,242.048,0.243,0.475,4.492,0.271,18.889,0.0,63.679,1.194,1.379,1.271,0.0,8.889,164.067,15.084,56.079,1847.007,35.909,1184.539,0.0,0.0,2.985,428.529
9,137144182267000,1060.27,239,10,28,0,234.861,177.295,240.522,0.24,0.534,4.729,0.258,18.18,0.0,60.66,1.345,1.486,0.939,0.0,10.684,77.872,113.4,63.667,1834.729,36.049,1274.127,0.0,0.0,2.915,431.364
