window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,137144136707384,1014.8,370.0,584.5,60.3,9.4,979.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1012.0,891.2,643.6,651.6,999.3
1,137144141696378,771.9,283.9,457.7,30.3,12.9,731.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,769.3,671.1,349.1,355.9,754.3
2,137144146472371,453.1,131.7,295.7,25.7,12.3,415.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,450.3,360.0,118.4,130.2,437.3
3,137144150973048,518.3,173.1,322.4,22.8,10.2,481.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,516.1,425.7,178.0,188.4,501.6
4,137144155486152,979.0,520.8,426.3,31.9,12.7,933.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,976.2,874.1,555.2,564.7,955.1
5,137144160446714,920.6,487.2,391.0,42.4,16.9,533.5,rx collecting results@149/0-RX-38,rx collecting results@148/0-RX-13,917.8,819.3,574.6,583.6,904.2
6,137144165350391,1765.8,521.5,1195.0,49.2,21.6,636.6,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1763.7,1658.9,660.6,677.2,1749.3
7,137144171171296,1946.6,756.4,1154.5,35.7,11.0,1908.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1944.0,1854.2,846.9,1022.0,1929.7
8,137144177202109,1070.2,605.3,401.5,63.5,30.0,697.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1067.9,972.1,730.1,739.1,1053.7
9,137144182267000,1060.3,618.1,380.6,61.6,37.1,689.6,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1058.2,969.3,728.8,738.9,1044.8
10,137144187317620,1099.0,648.1,422.9,28.0,12.0,1055.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1096.5,998.1,696.4,701.0,1077.7
11,137144192465121,920.3,218.9,676.2,25.2,11.1,872.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,918.0,818.9,584.2,590.1,893.9
12,137144197420495,2433.5,929.6,1245.2,258.7,152.2,2253.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2431.1,1692.9,591.2,596.5,2416.1
13,137144203939790,551.4,151.0,373.0,27.4,12.6,512.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,549.1,455.4,145.2,152.7,533.7
