Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444766.490403	52	0.40	2721
1788444766.490420	53	0.40	2739
1788444766.490446	54	0.40	2762
1788444766.490463	55	0.40	2724
1788444766.490480	56	0.47	2709
1788444766.490499	57	0.40	2750
1788444766.490516	58	0.41	2718
1788444766.490533	59	0.42	2735
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444767.491601	-	4.09	3781
1788444767.491130	151	0.41	2808
1788444767.491148	152	0.41	2789
1788444767.491165	153	0.41	2806
1788444767.491182	24	99.76	3892
1788444767.491201	25	0.42	2799
1788444767.491217	26	0.40	2726
1788444767.491233	27	0.41	2718
1788444767.491250	28	0.41	2736
1788444767.491267	29	0.41	2731
1788444767.491282	30	0.38	2591
1788444767.491298	31	0.40	2710
1788444767.491315	32	0.41	2707
1788444767.491332	33	0.40	2732
1788444767.491349	34	0.40	2717
1788444767.491366	35	0.42	2740
1788444767.491383	48	0.41	2742
1788444767.491400	49	0.40	2710
1788444767.491417	50	0.40	2709
1788444767.491464	51	0.41	2752
1788444767.491481	52	0.40	2720
1788444767.491498	53	0.40	2741
1788444767.491515	54	0.41	2761
1788444767.491533	55	0.40	2724
1788444767.491551	56	0.43	2702
1788444767.491567	57	0.40	2751
1788444767.491585	58	0.41	2719
1788444767.491601	59	0.47	2878
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444768.492138	-	4.08	3784
1788444768.491706	151	0.40	2806
1788444768.491723	152	0.41	2788
1788444768.491741	153	0.42	2807
1788444768.491757	24	99.76	3895
1788444768.491776	25	0.41	2790
1788444768.491791	26	0.40	2724
1788444768.491807	27	0.40	2718
1788444768.491823	28	0.41	2718
1788444768.491839	29	0.40	2731
1788444768.491854	30	0.38	2590
1788444768.491870	31	0.40	2710
1788444768.491886	32	0.41	2709
1788444768.491901	33	0.40	2731
1788444768.491918	34	0.40	2716
1788444768.491933	35	0.40	2714
1788444768.491950	48	0.41	2742
1788444768.491967	49	0.39	2710
1788444768.491984	50	0.40	2709
1788444768.492000	51	0.41	2741
1788444768.492018	52	0.40	2721
1788444768.492035	53	0.40	2739
1788444768.492052	54	0.40	2760
1788444768.492068	55	0.40	2725
1788444768.492085	56	0.43	2720
1788444768.492102	57	0.40	2750
1788444768.492120	58	0.42	2719
1788444768.492138	59	0.41	2733
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444769.493211	-	4.09	3784
1788444769.492773	151	0.41	2808
1788444769.492790	152	0.41	2789
1788444769.492806	153	0.41	2806
1788444769.492821	24	99.76	3895
1788444769.492839	25	0.42	2798
1788444769.492855	26	0.39	2724
1788444769.492872	27	0.41	2714
1788444769.492891	28	0.42	2755
1788444769.492908	29	0.40	2731
1788444769.492924	30	0.38	2590
1788444769.492941	31	0.39	2711
1788444769.492957	32	0.41	2705
1788444769.492974	33	0.40	2731
1788444769.492990	34	0.40	2715
1788444769.493006	35	0.40	2713
1788444769.493023	48	0.41	2742
1788444769.493040	49	0.40	2710
1788444769.493057	50	0.40	2708
1788444769.493074	51	0.41	2742
1788444769.493092	52	0.40	2720
1788444769.493109	53	0.40	2739
1788444769.493125	54	0.40	2759
1788444769.493142	55	0.40	2725
1788444769.493159	56	0.43	2702
1788444769.493176	57	0.40	2752
1788444769.493194	58	0.41	2717
1788444769.493211	59	0.47	2888
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444770.493758	-	4.09	3784
1788444770.493317	151	0.41	2808
1788444770.493333	152	0.41	2788
1788444770.493350	153	0.41	2797
1788444770.493365	24	99.76	3895
1788444770.493382	25	0.41	2790
1788444770.493397	26	0.39	2726
1788444770.493413	27	0.41	2716
1788444770.493445	28	0.41	2729
1788444770.493462	29	0.40	2732
1788444770.493477	30	0.38	2591
1788444770.493493	31	0.39	2711
1788444770.493509	32	0.41	2707
1788444770.493525	33	0.40	2731
1788444770.493540	34	0.41	2721
1788444770.493556	35	0.40	2713
1788444770.493572	48	0.40	2744
1788444770.493589	49	0.40	2710
1788444770.493606	50	0.40	2710
1788444770.493622	51	0.41	2746
1788444770.493639	52	0.40	2720
1788444770.493655	53	0.40	2739
1788444770.493672	54	0.40	2758
1788444770.493690	55	0.40	2726
1788444770.493708	56	0.48	2711
1788444770.493725	57	0.40	2752
1788444770.493742	58	0.41	2716
1788444770.493758	59	0.41	2734
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444771.350088	-	3.90	3783
1788444771.349368	151	0.41	2807
1788444771.349386	152	0.41	2790
1788444771.349404	153	0.40	2801
1788444771.349427	24	91.14	3894
1788444771.349462	25	0.42	2800
1788444771.349478	26	0.40	2725
1788444771.349494	27	0.41	2719
1788444771.349511	28	0.42	2753
1788444771.349528	29	0.41	2731
1788444771.349544	30	0.38	2592
1788444771.349560	31	0.40	2716
1788444771.349576	32	0.41	2708
1788444771.349592	33	0.40	2731
1788444771.349608	34	0.40	2721
1788444771.349626	35	0.40	2712
1788444771.349644	48	0.41	2742
1788444771.349661	49	0.40	2708
1788444771.349678	50	0.40	2708
1788444771.349695	51	0.41	2745
1788444771.349713	52	0.40	2722
1788444771.349732	53	0.40	2739
1788444771.349751	54	0.41	2762
1788444771.349771	55	0.40	2725
1788444771.350004	56	1.12	3378
1788444771.350029	57	0.46	2886
1788444771.350049	58	3.04	3919
1788444771.350088	59	0.69	3216
