Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444701.092904	-	0.41	2751
1788444701.092457	151	0.41	2814
1788444701.092474	152	0.41	2790
1788444701.092492	153	0.41	2802
1788444701.092513	24	0.44	2786
1788444701.092530	25	0.45	2847
1788444701.092547	26	0.40	2735
1788444701.092563	27	0.41	2720
1788444701.092581	28	0.41	2735
1788444701.092598	29	0.41	2736
1788444701.092614	30	0.39	2606
1788444701.092630	31	0.40	2720
1788444701.092647	32	0.41	2712
1788444701.092665	33	0.40	2743
1788444701.092682	34	0.40	2716
1788444701.092698	35	0.41	2723
1788444701.092715	48	0.41	2747
1788444701.092732	49	0.40	2720
1788444701.092749	50	0.40	2723
1788444701.092766	51	0.41	2745
1788444701.092783	52	0.40	2732
1788444701.092800	53	0.40	2747
1788444701.092817	54	0.41	2767
1788444701.092834	55	0.41	2730
1788444701.092851	56	0.41	2714
1788444701.092869	57	0.41	2752
1788444701.092887	58	0.41	2721
1788444701.092904	59	0.50	2941
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444702.094971	-	2.95	3765
1788444702.093055	151	0.40	2805
1788444702.093082	152	0.32	2805
1788444702.093108	153	0.41	2825
1788444702.094448	24	67.14	3922
1788444702.094473	25	0.42	2793
1788444702.094496	26	0.40	2803
1788444702.094519	27	0.42	2750
1788444702.094538	28	0.42	2743
1788444702.094557	29	0.77	3192
1788444702.094575	30	0.38	2600
1788444702.094594	31	0.40	2718
1788444702.094613	32	0.75	3334
1788444702.094634	33	0.42	2742
1788444702.094657	34	0.41	2714
1788444702.094681	35	1.30	3643
1788444702.094709	48	0.46	2764
1788444702.094737	49	0.45	2716
1788444702.094761	50	0.48	2757
1788444702.094782	51	0.42	2754
1788444702.094807	52	0.70	3237
1788444702.094833	53	0.40	2752
1788444702.094853	54	0.41	2763
1788444702.094873	55	0.40	2721
1788444702.094896	56	0.41	2720
1788444702.094919	57	0.40	2751
1788444702.094947	58	0.42	2731
1788444702.094971	59	0.42	2755
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444703.096626	-	4.14	3783
1788444703.096044	151	0.41	2806
1788444703.096063	152	0.41	2794
1788444703.096081	153	0.41	2799
1788444703.096098	24	99.76	3895
1788444703.096116	25	0.43	2819
1788444703.096133	26	0.40	2734
1788444703.096151	27	0.41	2714
1788444703.096169	28	0.41	2726
1788444703.096209	29	1.44	3453
1788444703.096251	30	0.50	2809
1788444703.096287	31	0.43	2799
1788444703.096328	32	0.50	2919
1788444703.096346	33	0.40	2733
1788444703.096364	34	0.40	2715
1788444703.096381	35	0.41	2722
1788444703.096400	48	0.41	2745
1788444703.096418	49	0.40	2719
1788444703.096463	50	0.40	2729
1788444703.096481	51	0.41	2741
1788444703.096499	52	0.40	2727
1788444703.096517	53	0.40	2738
1788444703.096535	54	0.41	2759
1788444703.096553	55	0.41	2722
1788444703.096572	56	0.40	2711
1788444703.096590	57	0.41	2746
1788444703.096608	58	0.43	2725
1788444703.096626	59	0.51	2990
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444704.097201	-	4.11	3782
1788444704.096739	151	0.41	2807
1788444704.096758	152	0.41	2788
1788444704.096775	153	0.42	2818
1788444704.096793	24	99.76	3895
1788444704.096810	25	0.42	2789
1788444704.096827	26	0.40	2732
1788444704.096844	27	0.41	2717
1788444704.096862	28	0.43	2719
1788444704.096880	29	1.07	3310
1788444704.096897	30	0.38	2591
1788444704.096914	31	0.40	2709
1788444704.096931	32	0.41	2707
1788444704.096948	33	0.41	2732
1788444704.096965	34	0.41	2715
1788444704.096982	35	0.41	2721
1788444704.097000	48	0.41	2743
1788444704.097019	49	0.40	2717
1788444704.097037	50	0.40	2715
1788444704.097056	51	0.41	2741
1788444704.097073	52	0.40	2722
1788444704.097084	53	0.40	2741
1788444704.097109	54	0.41	2758
1788444704.097126	55	0.41	2725
1788444704.097144	56	0.41	2710
1788444704.097162	57	0.41	2748
1788444704.097182	58	0.41	2722
1788444704.097201	59	0.41	2737
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444705.098386	-	4.11	3783
1788444705.097911	151	0.41	2806
1788444705.097928	152	0.41	2787
1788444705.097946	153	0.40	2798
1788444705.097962	24	99.76	3895
1788444705.097980	25	0.43	2810
1788444705.097996	26	0.40	2731
1788444705.098013	27	0.41	2715
1788444705.098030	28	0.40	2721
1788444705.098071	29	1.15	3352
1788444705.098089	30	0.38	2589
1788444705.098106	31	0.40	2708
1788444705.098124	32	0.41	2705
1788444705.098140	33	0.40	2730
1788444705.098157	34	0.40	2714
1788444705.098174	35	0.41	2719
1788444705.098188	48	0.41	2743
1788444705.098210	49	0.40	2713
1788444705.098227	50	0.40	2714
1788444705.098244	51	0.41	2739
1788444705.098261	52	0.40	2720
1788444705.098280	53	0.41	2737
1788444705.098298	54	0.41	2757
1788444705.098315	55	0.41	2721
1788444705.098333	56	0.40	2706
1788444705.098350	57	0.40	2747
1788444705.098368	58	0.41	2718
1788444705.098386	59	0.48	2905
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444706.098990	-	4.11	3783
1788444706.098499	151	0.41	2806
1788444706.098517	152	0.41	2788
1788444706.098535	153	0.42	2824
1788444706.098552	24	99.76	3895
1788444706.098569	25	0.42	2789
1788444706.098585	26	0.40	2731
1788444706.098603	27	0.41	2715
1788444706.098621	28	0.40	2723
1788444706.098660	29	1.21	3380
1788444706.098678	30	0.38	2590
1788444706.098695	31	0.40	2709
1788444706.098714	32	0.41	2706
1788444706.098731	33	0.40	2729
1788444706.098749	34	0.40	2712
1788444706.098766	35	0.41	2720
1788444706.098785	48	0.41	2743
1788444706.098803	49	0.40	2713
1788444706.098827	50	0.40	2715
1788444706.098845	51	0.41	2740
1788444706.098863	52	0.40	2722
1788444706.098882	53	0.40	2737
1788444706.098900	54	0.41	2757
1788444706.098917	55	0.40	2722
1788444706.098936	56	0.40	2707
1788444706.098953	57	0.40	2747
1788444706.098972	58	0.41	2715
1788444706.098990	59	0.42	2736
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444707.100103	-	4.12	3783
1788444707.099647	151	0.41	2805
1788444707.099665	152	0.41	2789
1788444707.099682	153	0.41	2800
1788444707.099697	24	99.76	3895
1788444707.099714	25	0.42	2812
1788444707.099730	26	0.40	2732
1788444707.099747	27	0.41	2717
1788444707.099764	28	0.40	2732
1788444707.099797	29	1.20	3377
1788444707.099815	30	0.39	2594
1788444707.099831	31	0.40	2710
1788444707.099847	32	0.41	2705
1788444707.099864	33	0.40	2728
1788444707.099881	34	0.40	2713
1788444707.099897	35	0.41	2718
1788444707.099914	48	0.41	2741
1788444707.099931	49	0.40	2712
1788444707.099949	50	0.45	2756
1788444707.099967	51	0.41	2739
1788444707.099984	52	0.40	2720
1788444707.100001	53	0.40	2737
1788444707.100019	54	0.40	2757
1788444707.100036	55	0.40	2724
1788444707.100053	56	0.40	2706
1788444707.100070	57	0.40	2747
1788444707.100087	58	0.41	2718
1788444707.100103	59	0.47	2893
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444708.100648	-	4.09	3783
1788444708.100212	151	0.41	2807
1788444708.100229	152	0.41	2789
1788444708.100247	153	0.41	2823
1788444708.100262	24	99.76	3895
1788444708.100278	25	0.42	2789
1788444708.100294	26	0.40	2733
1788444708.100310	27	0.41	2718
1788444708.100327	28	0.42	2717
1788444708.100344	29	0.55	2896
1788444708.100361	30	0.38	2591
1788444708.100377	31	0.40	2710
1788444708.100392	32	0.41	2707
1788444708.100409	33	0.40	2731
1788444708.100425	34	0.41	2714
1788444708.100445	35	0.41	2719
1788444708.100462	48	0.41	2743
1788444708.100479	49	0.40	2713
1788444708.100495	50	0.42	2723
1788444708.100511	51	0.41	2740
1788444708.100527	52	0.40	2722
1788444708.100544	53	0.40	2739
1788444708.100560	54	0.41	2759
1788444708.100578	55	0.41	2724
1788444708.100595	56	0.41	2706
1788444708.100612	57	0.41	2748
1788444708.100631	58	0.42	2721
1788444708.100648	59	0.41	2736
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444709.101724	-	4.09	3784
1788444709.101267	151	0.40	2807
1788444709.101285	152	0.41	2790
1788444709.101302	153	0.40	2799
1788444709.101318	24	99.76	3895
1788444709.101336	25	0.43	2809
1788444709.101352	26	0.40	2735
1788444709.101369	27	0.41	2717
1788444709.101385	28	0.40	2724
1788444709.101402	29	0.50	2876
1788444709.101418	30	0.38	2590
1788444709.101456	31	0.40	2717
1788444709.101475	32	0.41	2707
1788444709.101491	33	0.40	2732
1788444709.101508	34	0.40	2716
1788444709.101524	35	0.40	2718
1788444709.101540	48	0.40	2743
1788444709.101557	49	0.40	2711
1788444709.101573	50	0.40	2712
1788444709.101590	51	0.41	2741
1788444709.101606	52	0.40	2720
1788444709.101623	53	0.40	2739
1788444709.101640	54	0.40	2759
1788444709.101657	55	0.40	2724
1788444709.101673	56	0.40	2705
1788444709.101691	57	0.40	2748
1788444709.101708	58	0.41	2717
1788444709.101724	59	0.46	2885
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444710.102257	-	4.09	3784
1788444710.101828	151	0.41	2807
1788444710.101845	152	0.41	2789
1788444710.101862	153	0.41	2807
1788444710.101878	24	99.76	3895
1788444710.101895	25	0.41	2789
1788444710.101911	26	0.40	2733
1788444710.101927	27	0.40	2718
1788444710.101944	28	0.41	2726
1788444710.101960	29	0.49	2842
1788444710.101976	30	0.38	2590
1788444710.101992	31	0.39	2713
1788444710.102009	32	0.40	2707
1788444710.102024	33	0.40	2732
1788444710.102040	34	0.41	2721
1788444710.102056	35	0.40	2718
1788444710.102071	48	0.41	2743
1788444710.102088	49	0.40	2711
1788444710.102104	50	0.40	2712
1788444710.102121	51	0.41	2740
1788444710.102138	52	0.40	2721
1788444710.102155	53	0.40	2739
1788444710.102171	54	0.41	2759
1788444710.102188	55	0.40	2725
1788444710.102205	56	0.40	2704
1788444710.102222	57	0.40	2748
1788444710.102240	58	0.40	2719
1788444710.102257	59	0.41	2734
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444710.967654	-	3.78	3774
1788444710.967166	151	0.41	2807
1788444710.967185	152	0.41	2791
1788444710.967202	153	0.41	2799
1788444710.967242	24	91.40	3894
1788444710.967260	25	0.42	2803
1788444710.967277	26	0.40	2731
1788444710.967293	27	0.41	2717
1788444710.967310	28	0.40	2725
1788444710.967328	29	0.52	2891
1788444710.967344	30	0.38	2590
1788444710.967361	31	0.39	2713
1788444710.967378	32	0.40	2707
1788444710.967394	33	0.40	2731
1788444710.967411	34	0.41	2720
1788444710.967447	35	0.41	2724
1788444710.967464	48	0.41	2743
1788444710.967480	49	0.40	2710
1788444710.967498	50	0.45	2726
1788444710.967516	51	0.41	2738
1788444710.967534	52	0.40	2721
1788444710.967550	53	0.40	2739
1788444710.967567	54	0.40	2759
1788444710.967584	55	0.40	2724
1788444710.967601	56	0.40	2704
1788444710.967619	57	0.40	2749
1788444710.967636	58	0.41	2722
1788444710.967654	59	0.47	2898
