Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444688.583468	-	99.76	3596
1788444688.518448	151	99.76	3594
1788444688.521449	152	99.76	3593
1788444688.524449	153	99.76	3597
1788444688.526457	24	99.76	3599
1788444688.529444	25	99.76	3600
1788444688.532445	26	99.76	3599
1788444688.535448	27	99.76	3600
1788444688.538447	28	99.76	3600
1788444688.541447	29	99.76	3599
1788444688.544447	30	99.76	3599
1788444688.544470	31	99.76	3599
1788444688.547446	32	99.76	3598
1788444688.550446	33	99.76	3599
1788444688.553446	34	99.76	3596
1788444688.556444	35	99.76	3600
1788444688.559450	48	99.76	3592
1788444688.562443	49	99.76	3592
1788444688.565444	50	99.76	3594
1788444688.568443	51	99.76	3592
1788444688.571456	52	99.76	3595
1788444688.574447	53	99.76	3594
1788444688.575445	54	99.76	3591
1788444688.578444	55	99.76	3589
1788444688.580446	56	99.76	3595
1788444688.581445	57	99.76	3597
1788444688.583444	58	99.76	3596
1788444688.583468	59	99.76	3593
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444689.585785	-	99.76	3596
1788444689.583632	151	99.76	3593
1788444689.583657	152	99.76	3592
1788444689.583676	153	99.76	3597
1788444689.583704	24	99.76	3598
1788444689.583725	25	99.76	3600
1788444689.583746	26	99.76	3597
1788444689.583766	27	99.76	3599
1788444689.583786	28	99.76	3599
1788444689.583805	29	99.76	3598
1788444689.583822	30	99.76	3596
1788444689.585444	31	99.76	3598
1788444689.585465	32	99.76	3596
1788444689.585485	33	99.76	3598
1788444689.585504	34	99.76	3593
1788444689.585523	35	99.76	3600
1788444689.585544	48	99.76	3593
1788444689.585566	49	99.76	3591
1788444689.585588	50	99.76	3595
1788444689.585611	51	99.76	3594
1788444689.585634	52	99.76	3596
1788444689.585657	53	99.76	3594
1788444689.585678	54	99.76	3593
1788444689.585698	55	99.76	3596
1788444689.585720	56	99.76	3596
1788444689.585742	57	99.76	3596
1788444689.585765	58	99.76	3597
1788444689.585785	59	99.76	3594
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444690.587316	-	99.76	3596
1788444690.586774	151	99.76	3594
1788444690.586799	152	99.76	3593
1788444690.586820	153	99.76	3598
1788444690.586846	24	99.76	3599
1788444690.586867	25	99.76	3600
1788444690.586888	26	99.76	3598
1788444690.586907	27	99.76	3600
1788444690.586928	28	99.76	3600
1788444690.586949	29	99.76	3598
1788444690.586967	30	99.76	3594
1788444690.586984	31	99.76	3598
1788444690.587006	32	99.76	3596
1788444690.587026	33	99.76	3599
1788444690.587048	34	99.76	3593
1788444690.587066	35	99.76	3600
1788444690.587089	48	99.76	3592
1788444690.587109	49	99.76	3592
1788444690.587126	50	99.76	3596
1788444690.587148	51	99.76	3593
1788444690.587170	52	99.76	3596
1788444690.587193	53	99.76	3592
1788444690.587215	54	99.76	3593
1788444690.587238	55	99.76	3591
1788444690.587257	56	99.76	3596
1788444690.587276	57	99.76	3592
1788444690.587298	58	99.76	3597
1788444690.587316	59	99.76	3595
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444691.588009	-	99.76	3596
1788444691.587475	151	99.76	3593
1788444691.587499	152	99.76	3591
1788444691.587520	153	99.76	3596
1788444691.587550	24	99.76	3599
1788444691.587569	25	99.76	3600
1788444691.587589	26	99.76	3597
1788444691.587608	27	99.76	3599
1788444691.587628	28	99.76	3599
1788444691.587647	29	99.76	3599
1788444691.587667	30	99.76	3597
1788444691.587684	31	99.76	3597
1788444691.587705	32	99.76	3598
1788444691.587725	33	99.76	3598
1788444691.587745	34	99.76	3593
1788444691.587764	35	99.76	3600
1788444691.587787	48	99.76	3591
1788444691.587805	49	99.76	3592
1788444691.587823	50	99.76	3595
1788444691.587845	51	99.76	3593
1788444691.587866	52	99.76	3595
1788444691.587888	53	99.76	3592
1788444691.587909	54	99.76	3596
1788444691.587930	55	99.76	3595
1788444691.587948	56	99.76	3595
1788444691.587968	57	99.76	3595
1788444691.587990	58	99.76	3597
1788444691.588009	59	99.76	3593
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444692.589519	-	99.74	3597
1788444692.588988	151	99.73	3595
1788444692.589012	152	99.73	3595
1788444692.589033	153	99.74	3598
1788444692.589057	24	99.75	3599
1788444692.589076	25	99.73	3600
1788444692.589096	26	99.75	3598
1788444692.589115	27	99.73	3600
1788444692.589135	28	99.74	3600
1788444692.589154	29	99.73	3598
1788444692.589171	30	99.74	3598
1788444692.589188	31	99.75	3597
1788444692.589208	32	99.73	3596
1788444692.589229	33	99.73	3598
1788444692.589250	34	99.74	3599
1788444692.589269	35	99.74	3600
1788444692.589291	48	99.75	3593
1788444692.589309	49	99.75	3598
1788444692.589330	50	99.75	3596
1788444692.589353	51	99.76	3594
1788444692.589375	52	99.73	3597
1788444692.589397	53	99.73	3595
1788444692.589419	54	99.73	3595
1788444692.589440	55	99.73	3595
1788444692.589458	56	99.73	3597
1788444692.589479	57	99.75	3598
1788444692.589500	58	99.73	3598
1788444692.589519	59	99.73	3596
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444693.590194	-	99.76	3597
1788444693.589678	151	99.76	3595
1788444693.589700	152	99.76	3592
1788444693.589719	153	99.76	3596
1788444693.589746	24	99.76	3600
1788444693.589766	25	99.76	3600
1788444693.589785	26	99.76	3598
1788444693.589805	27	99.76	3600
1788444693.589823	28	99.76	3600
1788444693.589840	29	99.76	3598
1788444693.589859	30	99.76	3599
1788444693.589878	31	99.76	3598
1788444693.589898	32	99.76	3598
1788444693.589917	33	99.76	3598
1788444693.589936	34	99.76	3594
1788444693.589953	35	99.76	3600
1788444693.589972	48	99.76	3593
1788444693.589992	49	99.76	3596
1788444693.590013	50	99.76	3596
1788444693.590034	51	99.76	3596
1788444693.590055	52	99.76	3596
1788444693.590076	53	99.76	3595
1788444693.590096	54	99.76	3594
1788444693.590113	55	99.76	3593
1788444693.590133	56	99.76	3597
1788444693.590155	57	99.76	3596
1788444693.590176	58	99.76	3597
1788444693.590194	59	99.76	3595
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444694.591751	-	99.76	3597
1788444694.591215	151	99.76	3595
1788444694.591235	152	99.76	3594
1788444694.591255	153	99.76	3598
1788444694.591284	24	99.76	3600
1788444694.591305	25	99.76	3600
1788444694.591322	26	99.76	3600
1788444694.591342	27	99.76	3600
1788444694.591358	28	99.76	3600
1788444694.591375	29	99.76	3600
1788444694.591393	30	99.76	3600
1788444694.591409	31	99.76	3600
1788444694.591459	32	99.76	3599
1788444694.591477	33	99.76	3599
1788444694.591495	34	99.76	3596
1788444694.591510	35	99.76	3600
1788444694.591528	48	99.76	3592
1788444694.591549	49	99.76	3593
1788444694.591569	50	99.76	3597
1788444694.591589	51	99.76	3594
1788444694.591610	52	99.76	3596
1788444694.591632	53	99.76	3594
1788444694.591652	54	99.76	3594
1788444694.591670	55	99.76	3595
1788444694.591692	56	99.76	3596
1788444694.591714	57	99.76	3597
1788444694.591734	58	99.76	3598
1788444694.591751	59	99.76	3595
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444695.592420	-	99.76	3596
1788444695.591908	151	99.76	3595
1788444695.591933	152	99.76	3594
1788444695.591955	153	99.76	3596
1788444695.591981	24	99.76	3598
1788444695.591999	25	99.76	3600
1788444695.592019	26	99.76	3599
1788444695.592035	27	99.76	3600
1788444695.592050	28	99.76	3599
1788444695.592070	29	99.76	3599
1788444695.592089	30	99.76	3596
1788444695.592107	31	99.76	3598
1788444695.592126	32	99.76	3597
1788444695.592145	33	99.76	3599
1788444695.592164	34	99.76	3593
1788444695.592178	35	99.76	3600
1788444695.592197	48	99.76	3593
1788444695.592218	49	99.76	3596
1788444695.592238	50	99.76	3595
1788444695.592258	51	99.76	3593
1788444695.592279	52	99.76	3596
1788444695.592300	53	99.76	3595
1788444695.592319	54	99.76	3593
1788444695.592338	55	99.76	3593
1788444695.592359	56	99.76	3597
1788444695.592380	57	99.76	3594
1788444695.592401	58	99.76	3597
1788444695.592420	59	99.76	3596
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444696.058882	-	76.62	3596
1788444696.058288	151	76.67	3594
1788444696.058313	152	76.67	3589
1788444696.058335	153	76.67	3598
1788444696.058363	24	76.67	3597
1788444696.058385	25	76.64	3600
1788444696.058405	26	76.66	3595
1788444696.058426	27	76.64	3599
1788444696.058468	28	76.65	3599
1788444696.058489	29	76.62	3596
1788444696.058510	30	76.62	3598
1788444696.058531	31	76.62	3597
1788444696.058553	32	76.62	3595
1788444696.058575	33	76.61	3598
1788444696.058595	34	76.61	3594
1788444696.058615	35	76.60	3600
1788444696.058638	48	76.60	3595
1788444696.058659	49	76.60	3594
1788444696.058683	50	76.58	3596
1788444696.058704	51	76.59	3593
1788444696.058727	52	76.60	3595
1788444696.058749	53	76.60	3595
1788444696.058771	54	76.60	3593
1788444696.058793	55	76.57	3592
1788444696.058815	56	76.57	3595
1788444696.058838	57	76.57	3590
1788444696.058861	58	76.57	3598
1788444696.058882	59	76.59	3595
