Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444658.373323	-	0.41	2741
1788444658.372848	151	0.41	2802
1788444658.372867	152	0.42	2792
1788444658.372885	153	0.41	2793
1788444658.372907	24	0.43	2760
1788444658.372925	25	0.43	2797
1788444658.372942	26	0.40	2728
1788444658.372961	27	0.41	2714
1788444658.372977	28	0.41	2717
1788444658.372995	29	0.41	2726
1788444658.373013	30	0.38	2595
1788444658.373031	31	0.40	2706
1788444658.373049	32	0.40	2700
1788444658.373067	33	0.40	2726
1788444658.373085	34	0.41	2706
1788444658.373103	35	0.41	2714
1788444658.373122	48	0.41	2737
1788444658.373140	49	0.40	2712
1788444658.373157	50	0.40	2713
1788444658.373176	51	0.41	2745
1788444658.373194	52	0.41	2714
1788444658.373213	53	0.40	2731
1788444658.373232	54	0.41	2753
1788444658.373250	55	0.40	2719
1788444658.373269	56	0.40	2705
1788444658.373288	57	0.40	2751
1788444658.373306	58	0.42	2724
1788444658.373323	59	0.51	2948
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444659.374045	-	57.50	3922
1788444659.373477	151	57.06	3921
1788444659.373504	152	57.07	3918
1788444659.373527	153	57.06	3918
1788444659.373557	24	66.13	3949
1788444659.373574	25	57.25	3926
1788444659.373595	26	57.24	3918
1788444659.373614	27	57.32	3926
1788444659.373634	28	57.19	3927
1788444659.373654	29	57.29	3921
1788444659.373674	30	57.25	3920
1788444659.373695	31	57.18	3919
1788444659.373717	32	57.26	3919
1788444659.373736	33	57.19	3922
1788444659.373755	34	57.15	3921
1788444659.373774	35	57.12	3927
1788444659.373799	48	57.12	3917
1788444659.373821	49	57.16	3921
1788444659.373844	50	57.13	3920
1788444659.373868	51	57.17	3919
1788444659.373890	52	57.12	3919
1788444659.373911	53	57.19	3921
1788444659.373934	54	57.15	3922
1788444659.373956	55	57.17	3918
1788444659.373980	56	57.16	3917
1788444659.374002	57	57.11	3921
1788444659.374025	58	57.11	3920
1788444659.374045	59	57.14	3921
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444660.428462	-	99.76	3893
1788444660.376442	151	99.76	3893
1788444660.379442	152	99.76	3890
1788444660.382443	153	99.76	3892
1788444660.383448	24	99.76	3898
1788444660.384440	25	99.76	3898
1788444660.387439	26	99.76	3895
1788444660.389441	27	99.76	3898
