Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444781.277457	-	99.76	3893
1788444781.217471	151	99.76	3892
1788444781.220442	152	99.76	3890
1788444781.222440	153	99.76	3891
1788444781.225446	24	99.76	3899
1788444781.228439	25	99.76	3898
1788444781.231440	26	99.76	3887
1788444781.234439	27	99.76	3899
1788444781.237442	28	99.76	3898
1788444781.240439	29	99.76	3896
1788444781.243439	30	99.76	3893
1788444781.244440	31	99.76	3893
1788444781.246440	32	99.76	3893
1788444781.247439	33	99.76	3896
1788444781.250439	34	99.76	3891
1788444781.253438	35	99.76	3897
1788444781.255439	48	99.76	3895
1788444781.256439	49	99.76	3891
1788444781.259439	50	99.76	3894
1788444781.261444	51	99.76	3892
1788444781.262440	52	99.76	3895
1788444781.265438	53	99.76	3893
1788444781.268441	54	99.76	3892
1788444781.271440	55	99.76	3893
1788444781.273440	56	99.76	3887
1788444781.276439	57	99.76	3892
1788444781.277439	58	99.76	3888
1788444781.277457	59	99.76	3893
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444782.278087	-	99.76	3894
1788444782.277606	151	99.76	3891
1788444782.277629	152	99.76	3890
1788444782.277646	153	99.76	3892
1788444782.277672	24	99.76	3899
1788444782.277692	25	99.76	3898
1788444782.277712	26	99.76	3897
1788444782.277728	27	99.76	3899
1788444782.277749	28	99.76	3899
1788444782.277767	29	99.76	3897
1788444782.277785	30	99.76	3892
1788444782.277803	31	99.76	3897
1788444782.277818	32	99.76	3896
1788444782.277835	33	99.76	3894
1788444782.277852	34	99.76	3895
1788444782.277871	35	99.76	3898
1788444782.277890	48	99.76	3892
1788444782.277907	49	99.76	3890
1788444782.277925	50	99.76	3893
1788444782.277944	51	99.76	3893
1788444782.277962	52	99.76	3896
1788444782.277981	53	99.76	3894
1788444782.278000	54	99.76	3888
1788444782.278019	55	99.76	3887
1788444782.278037	56	99.76	3887
1788444782.278054	57	99.76	3893
1788444782.278072	58	99.76	3895
1788444782.278087	59	99.76	3894
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444783.279723	-	99.76	3893
1788444783.279238	151	99.76	3892
1788444783.279257	152	99.76	3889
1788444783.279273	153	99.76	3893
1788444783.279300	24	99.76	3899
1788444783.279317	25	99.76	3899
1788444783.279334	26	99.76	3894
1788444783.279350	27	99.76	3899
1788444783.279367	28	99.76	3899
1788444783.279384	29	99.76	3894
1788444783.279400	30	99.76	3890
1788444783.279415	31	99.76	3895
1788444783.279461	32	99.76	3889
1788444783.279475	33	99.76	3896
1788444783.279491	34	99.76	3892
1788444783.279508	35	99.76	3898
1788444783.279526	48	99.76	3895
1788444783.279543	49	99.76	3891
1788444783.279562	50	99.76	3894
1788444783.279578	51	99.76	3894
1788444783.279596	52	99.76	3895
1788444783.279612	53	99.76	3894
1788444783.279631	54	99.76	3890
1788444783.279651	55	99.76	3887
1788444783.279670	56	99.76	3886
1788444783.279688	57	99.76	3893
1788444783.279706	58	99.76	3889
1788444783.279723	59	99.76	3894
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444784.280339	-	99.76	3893
1788444784.279882	151	99.76	3892
1788444784.279903	152	99.76	3890
1788444784.279920	153	99.76	3892
1788444784.279948	24	99.76	3899
1788444784.279964	25	99.76	3899
1788444784.279980	26	99.76	3898
1788444784.279995	27	99.76	3899
1788444784.280011	28	99.76	3899
1788444784.280029	29	99.76	3897
1788444784.280044	30	99.76	3895
1788444784.280060	31	99.76	3895
1788444784.280076	32	99.76	3887
1788444784.280092	33	99.76	3894
1788444784.280109	34	99.76	3893
1788444784.280125	35	99.76	3898
1788444784.280144	48	99.76	3892
1788444784.280161	49	99.76	3890
1788444784.280177	50	99.76	3894
1788444784.280194	51	99.76	3894
1788444784.280212	52	99.76	3895
1788444784.280231	53	99.76	3894
1788444784.280251	54	99.76	3893
1788444784.280268	55	99.76	3886
1788444784.280285	56	99.76	3886
1788444784.280304	57	99.76	3891
1788444784.280323	58	99.76	3889
1788444784.280339	59	99.76	3893
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444785.281780	-	99.73	3894
1788444785.281295	151	99.73	3891
1788444785.281317	152	99.73	3889
1788444785.281334	153	99.73	3896
1788444785.281361	24	99.73	3899
1788444785.281379	25	99.72	3899
1788444785.281395	26	99.73	3894
1788444785.281413	27	99.73	3899
1788444785.281461	28	99.73	3899
1788444785.281478	29	99.73	3891
1788444785.281494	30	99.72	3895
1788444785.281510	31	99.73	3894
1788444785.281525	32	99.73	3892
1788444785.281539	33	99.73	3893
1788444785.281554	34	99.72	3893
1788444785.281570	35	99.72	3899
1788444785.281589	48	99.73	3890
1788444785.281608	49	99.73	3893
1788444785.281623	50	99.73	3895
1788444785.281642	51	99.75	3893
1788444785.281658	52	99.72	3896
1788444785.281676	53	99.72	3894
1788444785.281693	54	99.73	3889
1788444785.281709	55	99.73	3889
1788444785.281726	56	99.73	3887
1788444785.281744	57	99.73	3895
1788444785.281764	58	99.73	3889
1788444785.281780	59	99.73	3894
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444786.282380	-	99.76	3893
1788444786.281932	151	99.76	3892
1788444786.281952	152	99.76	3889
1788444786.281971	153	99.76	3891
1788444786.281997	24	99.76	3899
1788444786.282013	25	99.76	3899
1788444786.282028	26	99.76	3892
1788444786.282042	27	99.76	3899
1788444786.282059	28	99.76	3899
1788444786.282075	29	99.76	3897
1788444786.282090	30	99.76	3892
1788444786.282106	31	99.76	3897
1788444786.282124	32	99.76	3888
1788444786.282140	33	99.76	3895
1788444786.282157	34	99.76	3892
1788444786.282173	35	99.76	3898
1788444786.282192	48	99.76	3888
1788444786.282207	49	99.76	3892
1788444786.282222	50	99.76	3894
1788444786.282239	51	99.76	3893
1788444786.282257	52	99.76	3895
1788444786.282275	53	99.76	3894
1788444786.282293	54	99.76	3889
1788444786.282311	55	99.76	3888
1788444786.282330	56	99.76	3887
1788444786.282348	57	99.76	3892
1788444786.282364	58	99.76	3889
1788444786.282380	59	99.76	3893
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444787.283921	-	99.76	3894
1788444787.283476	151	99.76	3894
1788444787.283496	152	99.76	3890
1788444787.283513	153	99.76	3892
1788444787.283536	24	99.76	3900
1788444787.283551	25	99.76	3899
1788444787.283568	26	99.76	3898
1788444787.283583	27	99.76	3899
1788444787.283600	28	99.76	3899
1788444787.283615	29	99.76	3898
1788444787.283629	30	99.76	3896
1788444787.283644	31	99.76	3894
1788444787.283661	32	99.76	3891
1788444787.283676	33	99.76	3898
1788444787.283692	34	99.76	3893
1788444787.283709	35	99.76	3898
1788444787.283728	48	99.76	3894
1788444787.283744	49	99.76	3891
1788444787.283762	50	99.76	3894
1788444787.283777	51	99.76	3894
1788444787.283794	52	99.76	3895
1788444787.283814	53	99.76	3895
1788444787.283833	54	99.76	3889
1788444787.283849	55	99.76	3887
1788444787.283868	56	99.76	3886
1788444787.283887	57	99.76	3893
1788444787.283905	58	99.76	3889
1788444787.283921	59	99.76	3893
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444788.284560	-	99.76	3893
1788444788.284078	151	99.76	3893
1788444788.284101	152	99.76	3890
1788444788.284120	153	99.76	3893
1788444788.284143	24	99.76	3899
1788444788.284159	25	99.76	3899
1788444788.284174	26	99.76	3896
1788444788.284189	27	99.76	3899
1788444788.284206	28	99.76	3899
1788444788.284222	29	99.76	3895
1788444788.284238	30	99.76	3891
1788444788.284254	31	99.76	3896
1788444788.284270	32	99.76	3887
1788444788.284286	33	99.76	3899
1788444788.284300	34	99.76	3893
1788444788.284314	35	99.76	3897
1788444788.284334	48	99.76	3895
1788444788.284352	49	99.76	3890
1788444788.284370	50	99.76	3894
1788444788.284388	51	99.76	3892
1788444788.284411	52	99.76	3894
1788444788.284460	53	99.76	3894
1788444788.284476	54	99.76	3888
1788444788.284492	55	99.76	3886
1788444788.284509	56	99.76	3886
1788444788.284527	57	99.76	3892
1788444788.284544	58	99.76	3890
1788444788.284560	59	99.76	3894
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444789.285981	-	99.76	3893
1788444789.285531	151	99.76	3894
1788444789.285550	152	99.76	3891
1788444789.285568	153	99.76	3890
1788444789.285593	24	99.76	3899
1788444789.285608	25	99.76	3899
1788444789.285623	26	99.76	3890
1788444789.285639	27	99.76	3899
1788444789.285656	28	99.76	3899
1788444789.285672	29	99.76	3893
1788444789.285687	30	99.76	3890
1788444789.285703	31	99.76	3894
1788444789.285719	32	99.76	3891
1788444789.285733	33	99.76	3892
1788444789.285749	34	99.76	3894
1788444789.285770	35	99.76	3898
1788444789.285788	48	99.76	3885
1788444789.285805	49	99.76	3891
1788444789.285822	50	99.76	3895
1788444789.285840	51	99.76	3895
1788444789.285859	52	99.76	3896
1788444789.285876	53	99.76	3895
1788444789.285893	54	99.76	3890
1788444789.285911	55	99.76	3889
1788444789.285928	56	99.76	3886
1788444789.285947	57	99.76	3894
1788444789.285964	58	99.76	3890
1788444789.285981	59	99.76	3895
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444790.286823	-	89.35	3893
1788444790.286129	151	89.34	3891
1788444790.286153	152	89.34	3889
1788444790.286176	153	89.34	3891
1788444790.286206	24	89.33	3899
1788444790.286228	25	89.33	3899
1788444790.286250	26	89.33	3897
1788444790.286272	27	89.34	3899
1788444790.286294	28	89.34	3899
1788444790.286328	29	89.33	3895
1788444790.286368	30	89.53	3897
1788444790.286406	31	89.50	3895
1788444790.286472	32	89.42	3888
1788444790.286494	33	89.31	3896
1788444790.286530	34	89.54	3893
1788444790.286568	35	89.45	3897
1788444790.286593	48	89.31	3886
1788444790.286613	49	89.30	3888
1788444790.286634	50	89.30	3893
1788444790.286656	51	89.30	3892
1788444790.286676	52	89.29	3895
1788444790.286697	53	89.30	3892
1788444790.286719	54	89.31	3889
1788444790.286739	55	89.29	3891
1788444790.286761	56	89.29	3885
1788444790.286782	57	89.29	3892
1788444790.286804	58	89.29	3889
1788444790.286823	59	89.29	3893
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444790.300003	-	3.21	3766
1788444790.299252	151	0.59	2968
1788444790.299271	152	0.58	2932
1788444790.299290	153	0.58	2978
1788444790.299315	24	0.60	2960
1788444790.299333	25	0.58	2954
1788444790.299350	26	0.55	2909
1788444790.299368	27	0.57	2867
1788444790.299386	28	0.58	2915
1788444790.299407	29	1.05	2845
1788444790.299443	30	8.43	3782
1788444790.299609	31	7.23	3804
1788444790.299640	32	6.35	3739
1788444790.299660	33	0.56	2895
1788444790.299695	34	11.10	3887
1788444790.299716	35	1.39	2764
1788444790.299760	48	12.74	3969
1788444790.299801	49	14.04	3982
1788444790.299840	50	7.43	3988
1788444790.299860	51	0.57	2893
1788444790.299879	52	0.56	2918
1788444790.299897	53	0.56	2910
1788444790.299915	54	0.56	2912
1788444790.299932	55	0.56	2870
1788444790.299950	56	0.56	2878
1788444790.299968	57	0.56	2927
1788444790.299986	58	0.55	2900
1788444790.300003	59	7.21	3999
