window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,136888289974355,1113.7,241.3,838.9,33.5,14.6,1071.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1110.5,976.2,717.6,730.3,1098.2
1,136888295078415,1134.9,591.5,473.6,69.8,43.6,591.4,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1133.3,1041.3,636.9,641.8,1119.8
2,136888300264672,1026.0,458.6,472.2,95.2,65.8,512.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1023.9,928.1,580.2,587.3,1010.1
3,136888305380379,498.5,156.4,312.5,29.6,12.3,461.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,496.6,406.4,140.3,150.2,484.1
4,136888309920328,586.8,204.3,354.8,27.7,12.8,540.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,584.9,485.6,177.8,181.1,563.8
5,136888314599509,851.6,437.9,379.3,34.4,13.1,803.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,850.1,746.1,440.9,445.1,834.3
6,136888319499701,698.1,141.0,525.0,32.1,14.0,657.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,696.1,593.7,118.2,142.8,681.1
7,136888324224912,1068.7,515.8,465.8,87.1,32.1,591.5,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1067.0,963.2,625.8,635.5,1053.3
8,136888329385656,1330.8,340.2,796.8,193.8,93.2,1210.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1328.3,851.8,129.5,148.0,1313.9
9,136888334792532,569.4,251.3,285.0,33.0,12.3,532.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,567.8,474.0,252.2,257.0,554.4
10,136888339462810,1787.0,761.8,782.9,242.2,97.3,1651.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1774.1,1329.8,650.3,662.3,1759.3
11,136888345319627,1048.8,528.2,455.7,64.9,33.3,599.6,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1046.5,942.2,635.2,645.0,1022.3
12,136888350421184,759.4,195.9,538.8,24.8,11.5,710.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,757.9,658.5,166.8,171.8,743.3
13,136888355327290,1049.1,518.4,455.6,75.2,44.3,574.0,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,1047.5,936.3,620.0,624.1,1033.7
14,136888360470769,1358.6,355.3,799.1,204.2,102.0,1231.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1356.7,847.9,123.6,142.7,1343.1
15,136888366014285,2059.5,1107.7,792.2,159.6,101.6,1746.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,2058.0,1746.1,1006.9,1026.3,2043.4
16,136888372212679,1882.1,825.1,900.1,156.8,63.2,1705.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1880.0,1705.8,965.9,976.3,1867.1
17,136888378210018,1442.3,389.1,811.4,241.8,107.2,1302.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1440.1,898.1,159.0,168.0,1419.3
18,136888383768554,1304.7,392.0,808.4,104.3,54.3,975.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1303.1,975.8,272.5,276.5,1290.4
19,136888389131764,956.7,510.4,364.3,82.0,48.4,573.5,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,954.5,856.0,623.0,640.7,940.9
