window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
37,136888481348437,1730.119,237,10,27,1,725.161,222.429,799.426,0.358,0.555,4.258,0.253,92.354,0.0,81.674,21.766,10.745,8.061,0.0,9.218,76.074,16.435,51.504,1862.633,25.966,1063.5,0.0,0.0,2.783,408.756
38,136888487169575,1097.8,222,10,24,0,423.963,182.338,431.252,0.337,0.572,4.334,0.274,19.03,0.0,70.384,1.517,1.199,0.947,0.0,8.164,82.005,14.339,65.224,1511.971,32.104,1081.159,0.0,0.0,2.527,391.479
39,136888492353018,1040.344,224,10,24,1,296.556,178.679,302.858,0.368,0.495,5.106,0.239,17.007,0.0,73.687,1.494,1.157,0.869,0.0,9.014,75.876,16.105,61.434,1670.286,21.39,1100.688,0.0,0.0,2.329,402.935
40,136888497523924,1539.269,241,10,28,0,656.917,235.16,692.778,0.375,0.482,53.721,0.25,87.593,0.0,125.074,18.989,8.648,9.978,0.0,10.105,69.032,20.997,51.59,1601.505,24.799,1126.033,0.0,0.0,2.738,396.019
41,136888503143506,1123.299,237,10,28,0,364.041,207.368,370.129,0.365,0.477,4.408,0.258,16.925,0.0,63.244,1.431,1.161,1.321,0.0,9.725,62.134,95.905,48.664,1760.532,109.793,1119.491,0.0,0.0,2.815,402.58
42,136888508370339,796.283,230,10,26,1,581.275,228.205,589.781,0.35,0.513,4.008,0.303,17.731,0.0,70.951,4.161,1.055,0.961,0.0,17.782,38.684,33.973,26.968,194.939,24.415,1069.152,0.0,0.0,1.735,51.686
43,136888513215684,1393.961,217,10,24,0,672.393,218.142,702.058,1.61,7.286,51.266,0.647,102.534,0.0,273.07,72.349,13.34,6.152,0.0,7.826,42.614,13.823,22.895,259.321,21.152,942.872,0.0,0.0,2.707,192.135
44,136888518663682,703.634,237,10,28,0,222.937,174.679,228.672,0.332,0.488,4.45,0.274,17.556,0.0,69.698,1.48,1.174,1.037,0.0,8.356,73.619,14.689,60.016,1242.687,24.863,1054.168,0.0,0.0,2.657,268.863
45,136888523443250,1631.118,222,10,24,0,692.648,211.426,763.481,0.335,0.534,31.678,0.266,64.264,0.0,95.927,29.33,7.254,3.966,0.0,8.058,75.792,14.521,59.49,1598.827,22.327,1085.699,0.0,0.0,3.041,411.256
46,136888529165084,1072.026,228,10,26,0,336.417,209.694,342.083,0.386,0.53,4.961,0.279,18.03,0.0,63.494,1.442,1.097,0.899,0.0,12.011,75.115,105.836,54.32,1625.33,25.197,1103.156,0.0,0.0,2.875,405.231
47,136888534325579,1015.501,239,10,28,0,241.183,183.557,246.882,0.37,0.509,4.409,0.253,17.434,0.0,61.567,2.56,1.097,1.129,0.0,19.768,174.843,26.587,154.969,1549.463,25.352,1172.882,0.0,0.0,3.143,382.391
48,136888539443671,1622.323,222,10,24,0,646.144,225.122,700.071,0.211,0.464,68.94,0.28,82.127,0.0,136.561,29.177,8.627,9.6,0.0,10.642,191.574,16.67,174.746,1368.106,22.217,1174.682,0.0,0.0,2.848,426.899
49,136888545120165,1108.169,235,10,27,0,367.98,198.966,373.478,0.348,0.478,4.503,0.264,17.677,0.0,79.191,1.551,1.054,1.228,0.0,9.886,97.3,16.725,80.823,1401.381,30.551,1118.8,0.0,0.0,2.305,378.754
50,136888550363915,1029.88,222,10,24,0,302.76,178.369,308.475,0.373,0.542,4.404,0.293,17.143,0.0,72.815,1.473,1.171,1.323,0.0,11.163,95.126,17.1,72.031,1921.323,23.306,1122.238,0.0,0.0,3.436,406.944
51,136888555505558,436.979,229,10,26,0,224.154,171.41,230.4,0.402,0.488,4.12,0.263,17.242,0.0,72.715,1.332,1.032,1.075,0.0,7.662,34.988,13.565,23.477,246.625,22.728,942.49,0.0,0.0,2.728,72.073
52,136888559970649,465.444,220,10,24,0,228.058,184.399,234.385,0.367,0.483,4.352,0.275,18.187,0.0,60.55,1.368,1.181,0.959,0.0,8.728,52.773,22.805,38.872,285.944,21.612,956.434,0.0,0.0,2.486,67.091
53,136888564477740,951.531,223,10,25,0,310.988,174.333,317.29,0.342,0.491,4.889,0.27,17.327,0.0,62.882,1.27,1.295,0.967,0.0,8.883,70.927,15.128,54.732,1530.282,23.01,1057.275,0.0,0.0,2.44,390.346
54,136888569511911,699.74,231,10,27,0,479.927,235.346,487.219,0.348,0.496,4.081,0.28,17.464,0.0,59.687,1.382,1.173,0.9,0.0,16.531,34.266,22.612,23.375,343.994,26.037,986.51,0.0,0.0,2.707,73.975
55,136888574236617,506.626,233,10,27,0,297.649,181.35,304.006,0.344,0.477,4.282,0.271,16.783,0.0,59.685,1.398,1.163,0.994,0.0,7.403,44.075,13.26,22.971,235.786,28.709,947.43,0.0,0.0,2.321,49.501
56,136888578858716,552.42,214,10,24,1,233.88,172.264,241.189,0.325,0.514,4.916,0.277,16.802,0.0,68.503,1.23,1.123,1.138,0.0,8.26,50.476,14.288,34.175,174.29,30.121,969.203,0.0,0.0,2.527,75.378
57,136888583441285,1635.158,223,10,24,0,646.9,217.668,709.439,0.187,0.475,65.054,0.29,69.932,0.0,136.178,29.664,10.058,8.454,0.0,8.455,84.079,23.08,64.682,1615.852,21.641,1145.364,0.0,0.0,2.484,459.483
58,136888589174656,926.692,220,10,24,0,628.047,199.775,686.06,0.334,0.466,4.707,0.273,18.327,0.0,69.57,1.469,1.156,0.87,0.0,7.286,36.566,13.43,24.126,242.856,31.285,991.079,0.0,0.0,1.962,72.09
59,136888594233795,880.826,233,10,28,0,639.322,240.883,665.351,0.172,0.455,5.704,0.278,25.805,0.0,65.529,1.716,1.162,1.029,0.0,8.182,38.205,14.407,26.659,246.147,34.517,965.973,0.0,0.0,2.199,60.422
60,136888599206754,1073.307,231,10,27,0,323.695,177.157,330.131,0.197,0.462,4.309,0.261,17.207,0.0,62.224,1.306,1.001,0.953,0.0,85.248,84.177,91.299,62.221,1530.745,26.094,1147.924,0.0,0.0,2.837,403.549
61,136888604386106,499.688,239,10,28,0,300.649,178.107,306.316,0.348,0.497,4.393,0.286,16.731,0.0,61.651,1.14,0.966,0.976,0.0,7.648,43.456,14.281,22.545,214.218,24.547,976.704,0.0,0.0,2.665,49.422
62,136888608945007,1272.193,234,10,27,0,483.857,218.478,491.052,0.196,0.476,4.732,0.252,17.765,0.0,59.539,1.278,1.0,1.082,0.0,8.705,135.342,15.394,61.43,1956.432,24.61,1080.873,0.0,0.0,2.43,400.407
63,136888614262902,1063.856,221,10,24,0,230.804,185.918,236.487,0.187,0.502,4.251,0.241,17.659,0.0,67.365,1.326,1.069,1.184,0.0,8.034,205.783,20.609,181.415,1657.68,20.625,1189.462,0.0,0.0,3.421,402.709
64,136888619420682,900.687,215,10,24,0,227.972,188.706,234.003,0.317,0.495,4.707,0.263,16.878,0.0,74.134,1.173,1.195,1.015,0.0,15.968,66.06,22.662,52.718,1667.973,22.406,1025.049,0.0,0.0,2.449,402.474
65,136888624421849,909.904,225,10,25,0,234.656,194.303,240.052,0.179,0.483,4.035,0.253,16.698,0.0,70.351,1.356,1.053,0.78,0.0,9.763,75.229,15.673,58.39,1643.68,23.006,1105.153,0.0,0.0,2.457,403.059
66,136888629359945,957.685,234,10,27,0,223.276,172.364,229.798,0.33,0.474,5.458,0.262,17.1,0.0,64.091,1.397,1.001,0.667,0.0,8.359,64.137,18.92,49.65,1915.997,23.826,1037.465,0.0,0.0,2.695,397.073
67,136888634474451,893.967,240,10,28,0,229.154,174.03,235.675,0.328,0.517,4.521,0.24,16.361,0.0,64.499,1.247,1.074,0.684,0.0,11.038,416.225,18.616,400.915,747.747,25.468,1254.283,0.0,0.0,3.278,297.021
68,136888639486588,2185.493,241,10,28,0,670.71,229.054,737.725,0.936,1.252,59.915,0.641,91.055,0.0,264.016,25.248,10.026,8.565,0.0,9.839,81.232,330.83,64.365,1745.534,35.984,1412.17,0.0,0.0,2.588,529.661
69,136888645792885,688.999,234,10,28,1,294.241,168.337,300.111,0.388,0.609,4.822,0.277,18.208,0.0,72.504,1.302,1.127,0.755,0.0,8.16,71.626,22.234,54.824,309.614,24.311,1033.74,0.0,0.0,2.469,82.655
70,136888650537665,1546.993,237,10,28,0,716.185,221.498,782.887,0.386,0.472,4.584,0.256,51.644,0.0,73.587,24.492,1.043,7.674,0.0,10.235,78.991,28.947,54.028,1737.756,73.85,1090.789,0.0,0.0,3.151,368.555
71,136888656228953,1791.003,237,10,28,0,656.456,207.551,710.606,2.448,3.028,53.701,0.964,56.023,0.0,336.108,20.85,7.933,9.578,0.0,13.975,78.502,26.178,62.466,1827.539,28.675,1029.524,0.0,0.0,2.731,732.309
72,136888662136861,1107.751,231,10,26,0,315.212,195.643,321.745,0.366,0.693,5.349,0.251,26.664,0.0,66.964,1.36,9.95,0.891,0.0,10.762,90.319,16.923,71.864,1926.138,41.613,1132.241,0.0,0.0,3.406,400.821
73,136888667337131,1726.389,232,10,27,0,645.622,235.784,714.587,0.384,0.528,39.38,0.257,70.959,0.0,100.704,30.918,5.335,11.695,0.0,76.266,80.975,82.62,60.6,2239.454,28.924,1123.227,0.0,0.0,1.771,577.563
74,136888673172307,1513.615,215,10,24,0,328.113,182.568,396.854,0.722,0.446,53.076,0.922,71.352,0.0,237.956,22.604,5.006,9.112,0.0,7.866,80.079,13.907,62.255,1497.797,21.209,1047.783,0.0,0.0,2.534,538.076
75,136888678808354,1322.952,223,10,24,0,633.995,204.208,640.186,0.384,0.592,4.632,0.268,16.7,0.0,63.994,1.449,1.01,0.932,0.0,107.607,82.521,116.296,65.775,1175.959,21.837,1069.589,0.0,0.0,2.941,346.911
76,136888684202061,1097.338,227,10,25,1,305.598,179.415,312.113,0.331,0.462,5.425,0.248,17.38,0.0,70.124,1.484,0.963,0.765,0.0,16.587,77.991,22.752,63.852,1602.584,26.044,1113.877,0.0,0.0,2.591,406.36
77,136888689439685,1850.233,230,10,27,0,465.065,164.088,521.543,0.441,0.435,62.003,0.438,82.544,0.0,250.393,22.772,7.141,9.949,0.0,9.397,86.064,15.545,59.811,1680.593,28.688,1153.731,0.0,0.0,2.829,514.374
78,136888695447502,1762.501,236,10,28,0,638.994,225.483,699.648,0.233,0.495,60.135,0.239,89.393,0.0,245.821,31.667,7.432,8.086,0.0,12.267,76.289,22.59,60.531,1715.887,24.966,1163.221,0.0,0.0,3.484,493.528
79,136888701263552,881.2,236,10,28,0,638.794,204.989,645.275,0.4,0.507,13.182,0.289,17.905,0.0,78.0,1.369,0.982,0.768,0.0,8.36,35.626,19.411,24.302,303.492,24.769,985.636,0.0,0.0,2.393,73.105
80,136888706283843,1781.852,219,10,24,0,647.892,234.816,704.152,0.385,0.514,63.824,0.287,99.03,0.0,139.046,33.807,5.752,9.42,0.0,87.361,80.754,93.981,66.231,1712.683,21.743,1099.667,0.0,0.0,2.473,472.044
81,136888712159577,503.34,239,10,28,0,292.712,175.986,298.476,0.38,0.424,4.617,0.234,17.493,0.0,62.549,1.481,0.963,0.863,0.0,7.796,43.262,19.076,31.329,247.472,24.463,991.634,0.0,0.0,2.98,59.832
82,136888716798940,626.813,235,10,28,0,232.078,176.203,238.65,0.348,0.472,4.829,0.255,18.29,0.0,62.189,1.376,1.09,0.913,0.0,7.341,47.089,13.787,30.482,368.973,24.351,976.326,0.0,0.0,2.61,71.87
83,136888721530155,1553.632,231,10,27,1,655.786,219.568,711.55,0.335,0.497,4.636,0.232,50.029,0.0,69.951,27.718,1.076,6.578,0.0,10.426,188.381,23.796,161.917,1208.526,24.064,1188.597,0.0,0.0,2.075,339.721
84,136888727119095,1123.971,222,10,24,0,450.267,225.899,456.084,0.349,0.476,4.615,0.237,17.184,0.0,70.762,1.271,1.248,1.271,0.0,8.766,96.247,14.698,81.519,1485.62,24.624,1119.356,0.0,0.0,2.14,399.619
85,136888732352525,1013.247,221,10,24,0,240.743,170.111,246.42,0.373,0.463,4.713,0.258,17.604,0.0,71.414,1.354,1.159,0.885,0.0,9.812,85.814,15.86,69.174,2050.924,177.341,992.901,0.0,0.0,2.505,416.471
86,136888737590574,790.462,215,10,24,0,230.687,174.285,237.455,0.285,0.46,4.936,0.25,24.711,0.0,62.673,1.481,9.219,1.102,0.0,8.887,70.423,15.193,55.462,1487.426,26.02,938.559,0.0,0.0,2.206,320.384
87,136888742477169,437.285,239,10,28,0,226.577,177.193,233.141,0.364,0.458,4.256,0.265,17.663,0.0,60.1,1.319,1.187,0.893,0.0,8.816,43.511,19.488,32.526,248.029,24.708,1006.691,0.0,0.0,2.795,47.401
88,136888747044242,1757.59,237,10,28,0,644.899,237.415,681.046,0.176,0.48,54.327,0.293,91.326,0.0,239.655,23.894,10.948,7.264,0.0,8.995,66.447,15.315,51.984,1739.265,25.982,1102.173,0.0,0.0,2.854,513.446
89,136888752913965,1165.236,224,10,24,0,629.921,249.318,692.5,0.222,0.491,4.288,0.258,38.351,0.0,63.143,24.019,1.226,14.831,0.0,8.538,50.503,14.883,26.981,233.08,25.604,1022.038,0.0,0.0,2.707,70.489
90,136888758172045,1135.273,243,10,28,0,317.685,191.718,323.498,0.356,0.498,5.422,0.243,17.742,0.0,73.145,1.566,1.208,0.812,0.0,102.762,69.753,122.686,54.689,1695.074,36.872,1091.975,0.0,0.0,2.306,401.599
91,136888763442731,1612.461,229,10,26,0,637.057,217.116,695.41,0.824,0.887,46.163,0.715,68.096,0.0,163.131,25.183,7.066,7.098,0.0,9.071,73.01,15.305,51.613,1640.787,24.763,1156.519,0.0,0.0,2.403,507.792
92,136888769136926,1170.737,229,10,26,0,262.678,178.279,269.329,0.425,0.491,5.512,0.254,18.67,0.0,70.606,1.35,1.12,1.112,0.0,10.043,72.317,15.914,52.724,2012.969,24.679,1045.072,0.0,0.0,2.495,411.293
93,136888774408474,522.675,235,10,27,0,299.077,177.788,304.741,0.345,0.452,4.796,0.263,17.16,0.0,61.751,1.055,1.181,0.709,0.0,8.036,43.082,15.522,23.042,353.807,22.818,946.062,0.0,0.0,2.785,60.093
94,136888779021590,1194.866,234,10,28,0,487.43,224.907,493.101,0.404,0.515,4.454,0.247,17.746,0.0,62.303,1.262,1.149,0.994,0.0,8.746,164.081,14.729,58.588,1531.907,25.125,1200.259,0.0,0.0,2.587,388.871
95,136888784323459,1969.367,217,10,24,0,695.288,203.302,757.467,0.832,1.498,62.719,0.786,109.975,0.0,248.953,34.29,9.35,9.247,0.0,9.031,371.003,15.482,355.993,1514.451,23.888,1035.2,0.0,0.0,2.674,445.479
96,136888790414520,526.989,218,10,24,1,299.717,178.7,305.283,0.403,0.479,4.459,0.268,17.85,0.0,75.946,1.449,1.147,0.904,0.0,18.418,40.962,25.407,34.356,206.174,21.134,918.726,0.0,0.0,2.842,58.673
97,136888795035857,1191.165,229,10,26,0,497.233,183.67,503.347,0.368,0.487,4.463,0.241,18.805,0.0,68.76,1.297,1.364,0.835,0.0,9.977,66.183,23.814,50.769,1632.296,24.149,1203.422,0.0,0.0,3.015,394.518
98,136888800361720,1033.129,234,10,28,0,299.515,185.149,305.194,0.318,0.46,4.461,0.316,17.533,0.0,71.39,1.426,1.264,0.8,0.0,9.379,85.829,15.386,59.784,1801.326,92.212,1055.006,0.0,0.0,2.477,410.986
99,136888805467296,957.058,220,10,24,0,299.047,177.235,304.862,0.344,0.525,5.511,0.251,17.197,0.0,73.628,1.305,1.232,0.921,0.0,11.401,76.88,17.693,58.235,1700.183,21.784,1026.074,0.0,0.0,2.912,398.962
100,136888810544955,427.834,214,10,24,0,232.138,180.908,237.65,0.184,0.49,4.503,0.265,17.853,0.0,58.835,1.359,1.262,0.948,0.0,7.849,29.578,22.371,23.775,186.765,21.528,923.781,0.0,0.0,2.792,48.375
101,136888815070510,1153.659,227,10,25,0,426.53,214.283,432.515,0.25,0.439,4.517,0.251,17.945,0.0,60.259,1.29,1.11,0.964,0.0,8.827,159.333,14.894,59.292,1480.583,25.983,1219.923,0.0,0.0,2.772,404.443
102,136888820380278,1786.881,232,10,27,0,642.967,221.869,715.893,2.457,1.367,55.207,0.315,78.02,0.0,235.488,28.991,12.384,3.57,0.0,9.301,70.772,105.098,54.664,1391.738,27.459,1263.982,0.0,0.0,2.879,519.732
103,136888826278485,1896.639,229,10,26,1,698.854,219.455,759.539,0.52,0.497,60.392,2.477,71.227,0.0,254.504,18.266,7.555,11.594,0.0,8.121,75.073,132.495,57.127,1744.844,23.662,1209.744,0.0,0.0,2.568,535.413
104,136888832308335,1832.845,239,10,28,0,674.092,215.519,747.216,1.407,3.003,55.376,0.298,75.78,0.0,258.353,28.779,9.868,7.624,0.0,18.871,84.935,26.855,61.285,1931.808,25.558,1069.239,0.0,0.0,2.425,533.223
105,136888838264022,1792.663,224,10,24,0,697.655,186.217,784.072,1.702,0.643,54.477,0.951,72.734,0.0,236.389,27.536,9.3,4.465,0.0,8.497,84.943,14.429,67.228,1553.18,25.748,1090.54,0.0,0.0,3.449,669.084
106,136888844135133,1949.569,234,10,28,0,640.985,188.958,698.673,0.356,0.486,5.646,0.252,129.358,0.0,66.016,326.942,8.34,4.675,0.0,7.44,84.642,13.482,66.524,1751.766,27.953,1067.431,0.0,0.0,2.851,406.992
107,136888850235520,2003.917,216,10,24,0,661.006,207.127,721.674,1.762,1.011,60.558,1.151,128.505,0.0,240.625,6.526,11.735,13.947,0.0,8.417,72.041,343.322,50.447,1892.991,31.99,1129.388,0.0,0.0,4.134,509.908
108,136888856343102,1725.395,217,10,24,0,653.09,219.621,709.921,0.401,0.501,16.856,0.286,117.156,0.0,93.876,4.601,8.595,7.667,0.0,12.947,73.582,19.336,60.733,1358.017,30.848,1049.141,0.0,0.0,3.558,436.691
109,136888862128187,1227.987,221,10,24,0,301.974,174.453,308.203,0.379,0.471,5.163,0.295,17.622,0.0,61.184,0.736,0.965,0.89,0.0,9.788,85.808,302.016,70.241,1476.003,21.336,1061.479,0.0,0.0,2.801,407.066
