window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
35,136825266584932,1991.979,219,10,24,0,864.915,263.487,946.963,1.256,0.468,58.945,0.484,98.807,0.0,370.212,7.982,7.134,5.506,0.0,8.694,90.24,14.766,68.914,1590.567,22.091,1033.703,0.0,0.0,2.818,669.582
36,136825272590431,1967.997,223,10,24,0,876.713,254.081,942.154,0.36,0.476,60.967,0.27,188.406,0.0,267.363,5.22,7.138,7.891,0.0,9.547,93.713,15.662,74.619,1436.632,22.61,1192.835,0.0,0.0,3.416,474.421
37,136825278673001,557.651,234,10,28,0,350.523,228.8,355.616,0.314,0.428,5.255,0.246,17.913,0.0,63.391,0.848,1.375,1.187,0.0,7.145,33.058,22.123,22.365,194.915,24.444,1030.619,0.0,0.0,3.008,56.094
38,136825283265115,1836.116,236,10,28,0,967.55,227.436,983.85,0.347,0.65,4.814,0.254,18.626,0.0,63.391,0.638,1.42,0.969,0.0,8.716,435.656,16.099,77.998,1368.439,25.193,1203.511,0.0,0.0,2.763,436.594
39,136825289153914,1027.861,212,10,24,0,227.337,186.703,233.06,0.383,0.472,5.792,0.309,19.114,0.0,66.704,0.705,1.419,0.765,0.0,101.57,75.583,107.943,66.484,1725.987,37.073,1150.016,0.0,0.0,2.949,453.838
40,136825294202029,1141.664,228,10,26,0,300.261,171.19,307.553,0.365,0.499,4.821,0.245,18.394,0.0,61.747,0.76,1.461,1.117,0.0,83.918,78.812,90.043,62.368,1879.427,23.265,1207.975,0.0,0.0,3.497,484.611
41,136825299389466,500.376,223,10,24,0,294.736,173.541,299.797,0.322,0.5,5.312,0.335,18.056,0.0,68.473,0.744,1.375,1.125,0.0,6.38,52.075,12.39,40.414,173.798,20.955,1006.87,0.0,0.0,2.693,48.75
42,136825303956628,487.539,218,10,24,0,293.622,173.086,298.835,0.34,0.488,4.698,0.287,18.245,0.0,68.945,0.597,1.399,1.077,0.0,6.782,43.455,12.703,22.97,191.107,21.161,909.342,0.0,0.0,2.99,49.13
43,136825308494511,726.959,237,10,28,0,507.454,240.181,512.834,0.388,0.658,4.649,0.324,18.925,0.0,76.164,0.71,1.462,0.843,0.0,8.315,33.795,18.027,22.797,262.741,24.83,1033.765,0.0,0.0,2.449,78.026
44,136825313299466,1812.578,234,10,28,0,996.34,221.555,1002.134,0.369,0.438,5.035,0.297,19.758,0.0,61.714,0.551,1.752,1.118,0.0,117.451,71.729,125.116,55.869,2128.228,27.034,1177.56,0.0,0.0,2.868,473.438
45,136825319114939,1059.831,223,10,24,0,256.159,169.885,261.865,0.313,0.443,4.834,0.312,18.736,0.0,62.38,0.62,1.53,0.936,0.0,8.697,167.889,14.95,154.473,1684.824,21.36,1217.221,0.0,0.0,3.63,448.352
46,136825324222574,510.226,217,10,24,0,298.634,178.132,307.758,0.362,0.495,4.803,0.275,18.532,0.0,65.721,0.663,1.148,1.112,0.0,14.168,35.067,19.989,24.333,211.539,21.479,935.078,0.0,0.0,3.149,57.726
47,136825328729216,679.568,223,10,24,0,242.519,173.855,247.594,0.34,0.456,4.399,0.24,18.266,0.0,63.301,0.785,1.256,1.049,0.0,10.722,181.496,16.677,165.585,750.084,21.772,1045.071,0.0,0.0,2.491,95.441
48,136825333390438,451.93,213,10,24,1,235.811,180.718,240.605,0.335,0.449,5.124,0.257,18.836,0.0,72.516,0.83,1.232,0.897,0.0,7.377,47.454,13.7,29.987,239.851,21.25,949.103,0.0,0.0,1.937,61.778
49,136825337805845,503.804,215,10,24,0,306.863,183.65,312.47,0.309,0.597,4.174,0.265,17.466,0.0,68.921,0.846,1.219,1.089,0.0,6.529,42.284,12.664,22.895,193.269,21.616,899.656,0.0,0.0,2.422,49.272
50,136825342359496,819.839,229,10,26,0,597.727,251.544,603.1,0.364,0.506,4.904,0.24,18.228,0.0,69.15,0.834,1.17,1.272,0.0,7.547,41.344,13.357,30.099,188.295,22.919,1035.016,0.0,0.0,2.702,60.509
51,136825347254278,465.443,215,10,24,0,215.213,175.958,221.041,0.388,0.578,5.138,0.279,17.708,0.0,76.886,0.793,1.325,0.782,0.0,7.702,31.143,13.83,20.695,298.468,20.432,997.269,0.0,0.0,3.722,73.962
52,136825351768645,494.334,231,10,27,0,274.754,171.201,280.342,0.426,0.571,4.963,0.281,17.521,0.0,63.741,0.723,1.22,1.308,0.0,90.969,33.727,96.875,23.181,288.883,27.822,959.964,0.0,0.0,3.091,67.801
53,136825356219102,521.474,215,10,24,0,305.361,166.708,311.515,0.367,0.595,4.319,0.271,17.733,0.0,62.877,0.728,1.735,1.007,0.0,7.506,31.125,25.582,21.274,269.8,24.805,905.616,0.0,0.0,2.725,59.597
54,136825360733154,1691.245,227,10,25,0,847.505,242.411,917.36,3.572,5.177,51.485,0.812,109.402,0.0,259.653,5.946,9.779,8.42,0.0,7.512,158.94,13.683,52.281,630.772,25.533,1206.02,0.0,0.0,2.401,265.174
55,136825366488864,715.875,216,10,24,0,524.3,248.196,530.356,0.33,0.475,5.397,0.245,18.662,0.0,64.582,0.769,1.257,0.867,0.0,6.867,41.388,12.838,22.242,164.124,21.378,976.195,0.0,0.0,3.486,49.034
56,136825371199238,443.107,216,10,24,0,231.025,176.866,236.662,0.385,0.545,4.484,0.253,19.051,0.0,62.154,1.503,1.442,0.822,0.0,6.976,30.944,21.181,24.371,229.409,21.393,931.799,0.0,0.0,2.585,62.31
57,136825375680145,2746.212,221,10,24,0,1176.016,213.793,1182.064,0.237,0.521,5.22,0.366,21.422,0.0,81.024,0.893,1.451,1.357,0.0,6.984,1388.315,12.968,1274.669,177.096,20.661,1063.035,0.0,0.0,2.521,101.908
58,136825382455036,440.859,222,10,24,0,229.863,179.026,236.798,0.334,0.517,4.854,0.276,19.877,0.0,73.655,0.757,1.618,0.838,0.0,7.105,44.146,13.129,21.653,213.819,21.507,984.623,0.0,0.0,3.496,58.991
59,136825386892493,1317.636,217,10,24,0,490.895,248.856,499.685,0.32,0.513,5.493,0.237,18.425,0.0,71.921,0.559,2.102,1.009,0.0,11.624,68.873,17.64,52.223,1984.657,21.619,1061.347,0.0,0.0,2.957,513.195
60,136825392386413,1703.583,240,10,27,0,846.077,251.386,912.912,0.34,0.52,4.757,0.459,19.186,0.0,63.805,5.612,1.343,6.577,0.0,80.796,80.333,91.42,63.683,2015.594,24.646,1131.075,0.0,0.0,2.65,418.432
61,136825398117495,1202.239,237,10,28,0,306.464,170.281,312.313,0.34,0.506,5.037,0.253,18.443,0.0,63.21,0.69,1.239,1.129,0.0,12.41,173.427,18.618,159.828,1987.158,31.894,1190.968,0.0,0.0,3.169,470.315
62,136825403381222,1730.662,221,10,24,0,975.467,268.729,993.959,0.345,0.499,4.975,0.248,18.466,0.0,74.231,0.684,1.222,0.759,0.0,94.598,78.137,100.632,60.051,1721.402,30.018,1173.089,0.0,0.0,2.877,401.301
63,136825409154700,451.992,237,10,28,1,228.718,172.208,234.509,0.214,0.453,4.939,0.274,17.853,0.0,72.936,0.617,1.124,0.884,0.0,7.338,33.82,27.645,22.637,214.286,24.954,999.161,0.0,0.0,12.372,62.317
64,136825413663729,515.17,222,10,24,0,303.734,169.525,309.638,0.347,0.468,4.474,0.254,19.323,0.0,73.392,1.216,1.686,0.897,0.0,7.09,48.653,13.331,36.941,205.122,33.858,961.717,0.0,0.0,2.608,48.371
65,136825418288916,1108.217,235,10,28,0,295.704,171.833,301.175,0.304,0.478,4.973,0.259,18.594,0.0,72.738,0.702,1.096,0.849,0.0,9.49,89.289,16.071,73.888,2141.585,25.295,1091.773,0.0,0.0,3.58,435.542
66,136825423470151,1580.265,230,10,27,0,942.66,231.877,1011.703,0.353,0.525,54.087,0.327,84.855,0.0,296.353,2.533,11.332,3.694,0.0,7.26,32.36,13.197,21.812,231.03,25.682,1024.229,0.0,0.0,3.121,409.807
67,136825429103669,1013.47,215,10,24,0,231.702,160.693,238.027,0.343,0.436,5.844,0.265,17.648,0.0,63.658,0.659,1.245,1.627,0.0,9.828,67.974,26.087,50.676,1925.626,27.613,1065.13,0.0,0.0,2.657,476.944
68,136825434121247,485.389,220,10,24,0,293.856,182.934,299.237,0.309,0.467,4.147,0.3,17.629,0.0,61.378,0.765,1.256,0.914,0.0,6.74,41.424,12.912,21.437,173.056,20.593,1000.475,0.0,0.0,3.062,47.545
69,136825438620069,1500.048,219,10,24,0,876.403,233.723,938.243,1.362,0.665,51.417,0.825,83.804,0.0,252.803,6.24,7.419,4.227,0.0,9.075,48.681,14.911,34.479,297.5,21.891,1006.934,0.0,0.0,3.072,182.107
70,136825444142365,1186.991,221,10,24,0,296.97,177.227,304.2,0.317,0.444,4.49,0.313,18.942,0.0,62.42,0.682,1.229,0.887,0.0,9.281,179.932,16.094,64.524,1728.77,66.925,1300.926,0.0,0.0,3.548,458.118
71,136825449340175,1014.174,230,10,26,1,229.194,188.484,235.461,0.326,0.505,4.467,0.264,18.039,0.0,67.768,0.668,1.177,1.265,0.0,8.924,160.623,14.897,143.806,1869.107,24.043,1153.306,0.0,0.0,2.157,447.542
72,136825454344852,904.461,226,10,25,1,457.474,238.947,469.254,0.339,0.473,4.662,0.281,19.197,0.0,71.712,0.763,1.354,0.849,0.0,7.482,41.791,13.754,30.773,180.543,22.319,999.228,0.0,0.0,3.155,272.595
73,136825459270109,901.225,216,10,23,0,690.913,242.924,696.236,0.32,0.441,4.67,0.26,19.717,0.0,71.647,0.601,1.292,0.784,0.0,6.968,38.833,12.837,24.32,194.224,20.855,984.59,0.0,0.0,3.123,65.932
74,136825464229133,1869.733,216,10,24,0,942.822,214.951,1012.674,0.35,0.533,12.208,0.237,19.017,0.0,70.468,0.752,1.282,0.896,0.0,9.566,86.75,15.641,73.433,2051.258,22.119,1113.093,0.0,0.0,2.711,488.741
75,136825470155900,983.888,213,10,23,0,777.164,165.925,783.297,0.33,0.643,4.688,0.234,18.956,0.0,60.625,0.869,1.108,0.934,0.0,6.88,30.526,12.773,23.805,259.912,32.269,961.083,0.0,0.0,2.965,58.166
76,136825475204567,1166.109,222,10,24,0,340.303,187.669,345.709,0.291,0.45,5.613,0.275,18.487,0.0,60.465,0.643,1.125,0.892,0.0,8.957,174.617,15.573,159.108,1657.104,22.456,1226.264,0.0,0.0,2.085,476.776
77,136825480403743,425.113,220,10,23,0,214.709,177.361,220.446,0.289,0.463,5.112,0.3,18.232,0.0,60.826,0.632,1.169,0.834,0.0,6.159,36.008,12.026,23.322,234.024,20.461,979.117,0.0,0.0,2.388,60.39
78,136825484818300,506.23,223,10,24,0,307.731,224.397,312.869,0.303,0.485,5.387,0.269,19.136,0.0,65.107,0.656,1.224,0.911,0.0,6.785,45.676,12.572,22.409,198.707,79.892,998.917,0.0,0.0,2.688,45.126
79,136825489378229,444.621,234,10,28,0,233.272,184.731,239.005,0.304,0.441,4.978,0.245,17.273,0.0,67.495,0.599,1.351,0.95,0.0,6.5,49.829,12.319,22.784,243.958,42.508,978.112,0.0,0.0,2.524,47.673
80,136825493926724,1179.624,223,10,24,0,853.439,233.509,913.426,0.309,0.515,4.192,0.26,24.082,0.0,72.037,0.749,1.151,0.928,0.0,8.253,42.235,14.344,30.858,219.388,21.493,1053.355,0.0,0.0,3.116,60.768
81,136825499123014,1115.811,218,10,24,0,300.332,168.03,305.841,0.328,0.544,4.78,0.274,18.908,0.0,71.631,0.624,1.275,0.971,0.0,7.973,91.603,13.905,72.369,1967.132,23.204,1116.49,0.0,0.0,2.465,491.783
82,136825504293956,1085.53,235,10,28,0,252.018,165.721,257.655,0.331,0.468,5.572,0.364,28.487,0.0,65.0,0.659,1.552,0.912,0.0,11.823,90.463,19.982,69.744,2287.642,24.453,1110.568,0.0,0.0,3.593,474.274
83,136825509440839,1671.095,220,10,24,0,855.051,238.946,860.554,0.325,0.447,4.469,0.267,18.449,0.0,60.782,0.847,1.222,0.848,0.0,9.268,81.276,103.685,65.807,1691.628,38.189,1222.149,0.0,0.0,2.322,454.403
84,136825515148290,1111.152,227,10,26,0,283.327,179.393,288.494,0.335,0.454,4.573,0.317,18.164,0.0,62.941,0.693,1.14,0.9,0.0,6.783,169.825,12.922,70.966,1929.878,37.769,1196.176,0.0,0.0,3.19,450.118
85,136825520307468,502.46,215,10,24,0,297.211,172.876,302.131,0.203,0.445,5.517,0.255,18.503,0.0,60.868,0.806,1.168,0.799,0.0,15.251,32.522,21.276,22.336,209.672,21.749,936.185,0.0,0.0,2.51,57.374
86,136825524805631,513.316,221,10,24,0,299.7,180.088,305.457,0.218,0.424,4.397,0.263,18.352,0.0,63.332,0.7,1.171,0.878,0.0,16.105,34.958,21.991,22.587,237.607,21.307,987.607,0.0,0.0,3.448,64.69
87,136825529307355,884.641,216,10,24,1,661.459,240.599,670.393,0.306,0.523,4.501,0.256,18.341,0.0,72.217,0.803,1.108,1.113,0.0,7.262,40.166,13.301,22.541,262.748,28.543,1004.178,0.0,0.0,2.666,60.618
88,136825534212763,504.276,218,10,24,0,296.994,176.245,302.415,0.339,0.443,4.595,0.288,17.34,0.0,73.375,1.085,1.213,1.23,0.0,6.969,35.561,20.965,24.552,186.996,21.534,939.848,0.0,0.0,2.067,50.707
89,136825538723316,641.403,223,10,24,0,219.64,173.759,224.984,0.33,0.421,4.996,0.295,17.835,0.0,73.629,0.76,1.267,1.128,0.0,10.555,75.601,16.577,61.058,1061.493,21.501,1097.679,0.0,0.0,2.038,173.314
90,136825543423000,1682.951,214,10,24,0,852.259,210.788,925.298,0.309,0.448,4.768,8.003,19.181,0.0,73.533,0.701,1.252,0.985,0.0,8.572,82.227,14.78,69.345,1942.364,21.885,1037.231,0.0,0.0,2.84,442.27
91,136825549097155,2443.466,220,10,24,0,920.958,173.438,1005.986,3.004,4.78,70.644,1.071,140.584,0.0,316.367,4.508,11.377,10.325,0.0,281.245,79.288,287.321,56.863,2211.474,22.414,1103.235,0.0,0.0,3.052,636.907
92,136825555555636,1973.558,225,10,25,0,882.521,228.575,953.146,4.34,0.539,64.541,0.75,121.177,0.0,284.423,5.192,10.409,8.486,0.0,8.891,271.349,15.423,256.443,1070.921,28.548,1262.416,0.0,0.0,2.929,390.918
93,136825561599065,1498.176,231,10,27,0,882.293,229.594,950.768,0.364,0.471,4.782,0.305,18.754,0.0,64.706,0.785,1.183,1.018,0.0,8.479,84.973,121.52,65.782,1088.517,24.238,1195.514,0.0,0.0,2.809,255.363
94,136825567097121,1631.273,221,10,24,0,862.563,218.525,932.266,0.46,0.392,52.978,0.469,117.606,0.0,352.802,3.905,9.693,6.179,0.0,7.113,46.055,12.891,31.97,229.452,23.133,976.883,0.0,0.0,2.741,189.939
95,136825572776700,527.276,224,10,24,1,301.898,162.792,308.844,0.336,0.45,4.464,0.255,19.423,0.0,81.348,0.755,1.205,0.908,0.0,23.388,45.595,29.246,23.769,183.603,21.148,984.343,0.0,0.0,3.758,46.133
96,136825577318095,1791.818,220,10,24,0,917.094,259.515,992.95,0.382,0.489,5.259,0.261,17.989,0.0,72.389,0.661,1.081,0.878,0.0,8.018,74.693,14.12,59.701,2128.393,22.225,1145.671,0.0,0.0,3.337,469.606
97,136825583192527,1615.901,236,10,28,0,877.541,260.203,949.189,0.659,0.432,58.01,0.606,107.078,0.0,350.84,4.241,7.192,5.518,0.0,8.169,33.484,15.605,22.611,292.754,25.337,1059.796,0.0,0.0,3.808,408.992
98,136825588827495,505.072,216,10,24,0,298.206,179.677,303.326,0.342,0.463,4.974,0.256,18.952,0.0,62.841,9.459,1.233,0.858,0.0,7.051,31.704,13.928,21.43,209.884,21.32,911.305,0.0,0.0,3.923,54.54
99,136825593340114,1441.953,214,10,24,0,840.899,247.105,910.029,2.171,0.415,50.52,0.72,81.207,0.0,264.195,3.888,6.131,3.895,0.0,7.067,33.692,13.136,26.957,166.193,21.514,952.872,0.0,0.0,3.504,180.941
100,136825598819905,671.253,219,10,24,0,294.294,176.53,299.787,0.36,0.457,5.248,0.238,18.683,0.0,63.688,0.603,1.243,1.335,0.0,8.644,171.187,14.623,55.871,550.598,22.051,960.865,0.0,0.0,3.727,104.115
101,136825603518154,1580.329,211,10,24,0,872.255,242.225,964.066,0.421,0.483,5.004,0.276,18.972,0.0,63.077,0.878,1.297,1.063,0.0,7.626,80.102,16.724,68.57,749.68,21.916,1172.056,0.0,0.0,2.967,350.431
102,136825609156621,1170.921,223,10,24,0,326.647,168.313,331.978,0.33,0.465,5.048,0.262,19.222,0.0,64.691,0.612,1.208,0.786,0.0,9.258,166.634,15.306,69.254,1708.027,21.677,1218.187,0.0,0.0,3.218,477.409
103,136825614332517,451.64,214,10,24,1,256.617,171.347,262.265,0.294,0.497,5.417,0.247,19.411,0.0,71.609,0.64,1.214,0.775,0.0,7.57,28.46,13.65,19.408,151.921,21.372,927.891,0.0,0.0,11.294,48.536
104,136825618838487,513.972,212,10,24,1,304.89,169.537,310.409,0.332,0.638,4.834,0.24,19.2,0.0,88.04,1.078,1.267,0.837,0.0,7.412,50.859,14.817,18.868,172.034,21.221,931.155,0.0,0.0,4.848,48.284
105,136825623367890,2158.382,228,10,26,0,880.709,249.394,898.314,1.086,1.348,59.029,0.692,113.477,0.0,271.126,5.606,5.809,5.269,0.0,10.279,88.245,16.662,72.832,2230.869,23.296,1252.131,0.0,0.0,2.675,564.81
106,136825629562530,1888.854,221,10,24,0,862.278,244.143,929.159,2.98,0.512,59.466,1.08,92.169,0.0,296.292,2.566,5.972,3.984,0.0,9.716,78.288,15.829,56.533,1630.585,25.399,1173.781,0.0,0.0,2.907,506.094
107,136825635484102,530.311,219,10,24,0,299.099,172.748,304.806,0.379,0.531,4.995,0.302,19.552,0.0,79.467,0.619,1.219,0.817,0.0,6.705,37.662,12.658,23.139,196.482,21.397,943.182,0.0,0.0,2.1,61.724
108,136825640040939,1213.596,215,10,24,0,482.36,238.663,488.226,0.382,0.527,4.711,0.277,19.37,0.0,63.073,0.696,1.18,1.115,0.0,9.43,75.751,15.348,60.487,1767.192,38.459,1170.999,0.0,0.0,2.517,430.912
109,136825645252698,515.992,222,10,24,0,301.722,173.391,307.235,0.311,0.484,4.616,0.245,18.249,0.0,60.945,0.651,1.317,1.04,0.0,7.155,43.056,12.978,30.788,227.007,28.778,1002.067,0.0,0.0,1.726,61.21
