window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
0,136825080169255,1126.5,229.8,856.5,40.2,11.4,997.0,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1124.2,997.0,683.5,689.1,1111.5
1,136825085228334,1116.9,671.3,362.7,82.8,43.5,719.4,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1113.7,1018.4,766.0,779.6,1101.0
2,136825090282770,884.3,139.1,715.1,30.1,11.0,847.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,882.5,786.5,113.7,117.2,868.2
3,136825095174782,1970.0,1452.1,465.5,52.4,23.7,751.3,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1967.2,1872.7,777.2,780.9,1952.6
4,136825101168758,1113.5,637.4,391.0,85.1,25.1,742.2,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1111.2,1009.1,769.7,784.7,1089.2
5,136825106328954,2228.8,777.6,1238.5,212.7,101.8,2090.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2226.9,1725.7,682.0,692.9,2212.2
6,136825112609197,1497.2,356.6,1093.9,46.7,27.4,1371.6,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1493.8,1371.6,435.2,441.5,1479.4
7,136825118117189,1159.1,539.6,551.3,68.2,28.8,660.1,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1157.0,1065.7,690.5,744.1,1144.2
8,136825123330907,1118.5,751.4,338.2,28.9,12.8,1080.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1116.4,1021.7,714.1,717.9,1102.3
9,136825128442116,1652.4,547.9,1073.5,31.0,13.0,1553.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1650.3,1553.1,598.0,602.1,1635.8
10,136825134155115,1151.5,667.9,425.4,58.2,28.2,755.8,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1149.0,1055.3,786.0,791.2,1135.6
