f1_ts,f1f3_us,n_slices,work_us,wait_us,idle_us,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:compute_forward_args,us:construct_minibatches,us:finalize_ranges,us:add_tokens,us:assemble attention plan,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:Free scratchpads,us:other
256870362037457,272.75,28,11.68,250.62,10.45,246.0,172.12,255.85,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,3.07,0.0,12.36,3.5,658.32,0.0,5.79
256870367015054,764.31,28,5.68,748.8,9.83,685.01,200.81,753.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.02,0.0,11.49,3.54,652.91,0.0,1.18
256870372673603,448.83,28,5.23,385.37,58.23,383.45,188.3,389.53,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,2.02,0.0,9.18,3.61,674.15,0.0,1.07
256870377472119,251.73,28,9.4,234.53,7.8,232.8,177.63,239.51,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,1.91,0.0,31.74,3.52,650.0,0.0,4.42
256870382049934,257.15,28,5.11,242.96,9.09,241.05,178.12,247.06,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,2.1,0.0,8.93,3.49,688.68,0.0,1.0
256870386996627,768.86,28,6.5,736.6,25.76,659.39,197.23,741.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.12,0.0,11.3,3.45,674.41,0.0,1.51
256870392679275,481.12,28,104.23,323.42,53.47,419.94,207.38,426.02,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,101.64,0.0,16.74,3.48,637.21,0.0,1.63
256870397931559,300.83,28,38.33,211.76,50.74,242.63,176.67,248.38,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,35.57,0.0,11.55,3.64,688.37,0.0,1.69
256870403035627,314.36,28,6.2,299.47,8.69,298.04,174.44,303.93,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,2.16,0.0,8.71,3.45,665.16,0.0,1.74
256870408018363,235.21,28,5.92,219.53,9.76,218.32,175.78,223.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.07,0.0,8.46,3.52,688.18,0.0,1.6
256870413009083,1007.23,28,5.85,413.98,587.39,343.02,168.76,418.66,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,2.33,0.0,8.29,3.57,647.81,0.0,1.18
256870418754620,397.09,28,6.53,330.51,60.04,329.62,192.08,336.14,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,2.0,0.0,16.67,3.64,654.67,0.0,0.9
256870424014145,317.19,28,6.52,302.26,8.41,301.39,198.5,307.13,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.43,0.0,34.44,3.52,650.98,0.0,1.65
256870429059214,298.94,28,6.6,241.1,51.24,240.16,180.29,245.7,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,1.92,0.0,9.78,3.5,656.35,0.0,2.0
256870434078916,252.53,28,6.57,235.94,10.02,235.58,179.52,241.19,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,2.16,0.0,11.32,3.59,666.88,0.0,1.32
256870439028248,250.18,28,5.41,235.94,8.83,234.8,180.56,240.46,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,2.18,0.0,8.48,3.42,683.53,0.0,0.89
256870443583898,306.88,28,5.79,292.98,8.11,291.33,178.05,297.43,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,2.11,0.0,8.47,3.39,676.08,0.0,1.35
256870448717853,453.85,28,6.11,391.97,55.77,390.33,194.05,395.88,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.97,0.0,9.72,3.5,687.15,0.0,2.04
256870453994465,777.44,28,7.86,700.23,69.36,634.3,238.06,704.87,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.24,0.0,9.08,3.47,723.22,0.0,3.22
256870459203647,314.1,28,5.95,299.85,8.31,299.17,173.66,304.72,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,2.03,0.0,10.58,3.66,653.89,0.0,1.08
256870464061457,306.91,28,5.57,293.06,8.29,291.61,174.8,297.43,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.99,0.0,8.63,3.43,680.81,0.0,1.2
256870469032274,261.03,28,5.47,246.75,8.81,245.48,173.29,251.07,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.2,0.0,8.07,3.44,668.8,0.0,1.15
256870474028625,312.99,28,5.93,297.56,9.5,296.6,177.44,302.45,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.52,0.0,8.24,3.57,661.46,0.0,1.04
256870479029392,323.66,28,5.78,308.88,9.01,307.85,180.77,313.78,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.18,0.0,11.32,3.61,684.71,0.0,0.88
256870484174931,762.42,28,6.92,701.47,54.03,639.47,201.87,707.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.26,0.0,9.9,3.48,686.23,0.0,1.25
256870489263309,312.82,28,6.2,297.32,9.3,296.04,175.05,301.88,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,1.95,0.0,9.28,3.39,668.42,0.0,1.64
256870494045468,257.42,28,9.4,239.99,8.03,239.71,183.35,244.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.13,0.0,13.95,3.54,661.65,0.0,4.43
256870498627644,241.71,28,4.98,227.3,9.43,225.39,174.01,230.89,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.89,0.0,8.21,3.47,676.59,0.0,1.38
256870503066969,782.31,28,41.51,730.26,10.53,701.4,204.41,769.87,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,2.15,0.0,45.94,40.49,744.18,0.0,1.9
256870508862772,359.85,28,5.52,301.73,52.61,300.3,174.9,305.88,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,2.14,0.0,8.15,3.51,679.11,0.0,1.36
256870513897943,785.29,28,5.22,726.16,53.91,658.23,187.76,730.46,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,2.1,0.0,8.02,3.48,700.47,0.0,0.92
256870519666495,361.7,28,6.18,304.53,50.99,303.73,171.34,309.33,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,2.04,0.0,8.25,3.57,656.47,0.0,1.39
256870524809178,342.79,28,5.59,278.6,58.6,277.25,176.95,283.03,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,2.09,0.0,8.67,3.45,668.39,0.0,1.16
256870529422984,635.31,28,5.71,620.24,9.36,613.96,185.8,624.78,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,2.23,0.0,8.66,3.49,672.22,0.0,1.16
256870534323808,263.92,28,5.15,251.34,7.43,249.6,178.72,255.51,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,2.19,0.0,8.78,3.44,686.75,0.0,0.97
256870539307360,364.33,28,6.22,304.85,53.27,289.36,176.4,309.57,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,2.22,0.0,13.09,3.64,659.17,0.0,1.5
256870543884168,315.69,28,5.54,302.43,7.72,301.35,170.72,307.06,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,2.12,0.0,9.21,3.55,665.6,0.0,0.91
256870548855123,366.68,28,6.37,309.7,50.6,308.98,267.29,314.56,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,2.22,0.0,106.22,3.63,675.09,0.0,1.52
256870553484641,247.1,28,5.34,232.83,8.93,231.55,180.42,237.21,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.22,0.0,8.65,3.51,681.39,0.0,0.96
256870558072238,245.84,28,6.01,230.16,9.66,229.0,179.99,234.47,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,2.2,0.0,8.25,3.48,680.79,0.0,1.7
256870563018855,240.22,28,6.55,224.96,8.71,224.32,172.37,229.9,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.34,0.0,8.42,3.53,667.04,0.0,1.61
256870568007458,311.42,28,6.57,296.17,8.68,296.08,186.92,301.69,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,2.09,0.0,16.82,3.43,667.22,0.0,1.06
256870573032083,307.72,28,6.19,291.86,9.66,290.52,179.58,296.53,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,2.17,0.0,8.14,3.47,685.58,0.0,1.52
256870578021771,243.63,28,6.44,228.17,9.02,227.48,175.91,233.48,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.68,0.0,9.99,3.56,664.64,0.0,1.14
256870582974699,277.9,28,15.49,226.1,36.31,234.11,177.41,239.18,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,12.02,0.0,11.81,3.56,673.58,0.0,2.42
256870587485308,311.22,28,5.08,298.54,7.61,297.41,179.7,302.72,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,2.06,0.0,8.71,3.59,677.57,0.0,0.89
256870592086724,315.89,28,13.45,294.52,7.92,300.26,179.55,306.32,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.0,10.92,0.0,11.82,3.5,670.26,0.0,1.64
256870597033762,263.33,28,12.8,242.8,7.73,248.51,176.97,254.53,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,9.88,0.0,11.52,3.56,668.41,0.0,1.07
256870602042445,785.13,28,6.59,722.74,55.79,653.3,203.54,728.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.37,0.0,8.18,3.56,653.4,0.0,1.33
256870608039857,251.83,28,5.86,237.27,8.69,236.5,173.25,241.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.14,0.0,8.45,3.53,669.64,0.0,1.58
256870612573649,310.65,28,5.46,296.95,8.24,296.1,181.86,301.49,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,2.41,0.0,19.32,3.54,680.67,0.0,0.92
256870617154242,310.82,28,6.01,297.38,7.44,296.09,184.85,302.11,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.82,0.0,19.32,3.58,672.17,0.0,1.28
256870621733616,240.69,28,5.65,226.64,8.39,225.15,175.41,231.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.13,0.0,9.65,3.5,670.18,0.0,0.96
256870626721227,411.55,28,5.72,350.98,54.85,349.81,220.3,355.6,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,2.6,0.0,9.14,3.47,705.78,0.0,1.1
256870632005747,703.45,28,6.97,685.32,11.15,622.71,206.6,690.55,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.23,0.0,15.68,3.96,685.69,0.0,1.74
256870637266027,320.86,28,5.58,307.71,7.57,295.71,180.92,312.35,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.28,0.0,8.62,3.48,666.0,0.0,0.94
256870642037507,712.8,28,7.31,695.04,10.45,636.91,245.03,700.82,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,2.13,0.0,9.96,3.65,703.63,0.0,1.53
