f1_ts,f1f3_us,n_slices,work_us,wait_us,idle_us,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:compute_forward_args,us:construct_minibatches,us:finalize_ranges,us:add_tokens,us:assemble attention plan,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:Free scratchpads,us:other
256935078485073,317.79,28,6.2,303.88,7.71,302.09,179.63,308.38,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,2.11,0.0,7.75,3.39,691.02,0.0,1.7
256935083779410,765.86,28,6.07,706.43,53.36,631.47,206.86,711.42,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,2.38,0.0,16.93,3.66,701.49,0.0,1.07
256935089910893,288.97,28,6.53,234.42,48.02,234.1,198.19,239.79,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,2.63,0.0,29.9,3.58,671.39,0.0,1.16
256935095006228,334.42,28,6.75,320.67,7.01,320.3,178.45,326.11,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,2.21,0.0,12.8,3.46,676.0,0.0,1.31
256935099703891,403.88,28,5.73,390.61,7.54,388.95,249.1,394.9,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2.41,0.0,9.19,3.6,735.77,0.0,1.44
256935104860096,374.06,28,7.34,310.74,55.99,208.68,183.92,315.75,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,2.22,0.0,12.71,3.48,665.73,0.0,2.32
256935109986079,286.6,28,21.43,241.07,24.11,253.63,190.02,260.3,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.36,0.0,27.21,18.63,687.75,0.0,2.19
256935115007912,810.28,28,8.06,748.1,54.12,673.86,279.57,754.1,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,2.42,0.0,27.02,3.58,718.98,0.0,2.06
256935120744600,427.85,28,8.06,366.89,52.9,366.92,210.53,372.62,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.12,0.0,19.32,3.62,646.58,0.0,2.32
256935125974908,360.36,28,7.9,318.2,34.25,318.03,173.22,323.72,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.35,0.0,12.15,3.46,649.77,0.0,2.39
256935130638984,304.05,28,6.06,290.73,7.26,289.57,188.72,295.15,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.31,0.0,8.59,3.62,710.23,0.0,1.64
256935135806087,367.66,28,6.0,308.01,53.65,305.88,180.78,312.58,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,2.09,0.0,9.08,3.46,691.74,0.0,1.43
256935140967629,770.77,28,6.35,718.96,45.46,642.07,236.99,723.71,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,2.51,0.0,8.71,3.65,742.86,0.0,1.54
256935146866947,354.43,28,7.77,301.73,44.93,300.9,177.94,307.09,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.39,0.0,10.24,3.53,666.22,0.0,2.29
256935152017988,257.4,28,5.99,243.26,8.15,241.73,184.47,247.55,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,2.17,0.0,8.3,3.44,687.39,0.0,1.7
256935157008885,254.15,28,6.91,239.53,7.71,239.03,186.5,244.73,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.14,0.0,20.36,3.59,674.63,0.0,1.71
256935162024172,312.23,28,5.84,298.86,7.53,297.36,181.2,303.44,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,2.49,0.0,8.3,3.46,675.58,0.0,1.25
256935166602680,316.13,28,6.0,302.19,7.94,301.37,174.11,306.93,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,2.15,0.0,11.47,3.44,659.02,0.0,1.26
256935171661996,447.78,28,6.09,394.68,47.02,393.62,219.58,399.47,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,2.32,0.0,20.89,3.58,671.5,0.0,1.3
256935176883261,372.25,28,8.23,308.9,55.12,300.69,186.97,314.61,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,2.14,0.0,17.24,3.57,676.37,0.0,2.52
256935182023718,369.74,28,7.71,303.06,58.97,302.0,180.08,308.1,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.18,0.0,16.77,3.58,668.76,0.0,2.67
256935187030854,309.42,28,5.92,296.64,6.86,295.76,178.73,301.22,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,2.28,0.0,9.19,3.48,680.43,0.0,1.34
256935191692785,439.31,28,6.23,424.97,8.12,423.49,226.55,429.2,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.17,0.0,8.35,3.56,708.22,0.0,1.99
256935196895055,299.21,28,7.81,236.26,55.14,235.7,182.9,241.46,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.26,0.0,9.63,3.49,692.41,0.0,2.58
256935201507626,560.63,28,6.27,546.3,8.06,544.81,250.21,550.89,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,2.5,0.0,12.08,3.53,770.18,0.0,1.67
256935206829633,362.96,28,7.16,306.24,49.56,305.7,182.11,311.52,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.44,0.0,13.97,3.53,679.71,0.0,1.88
256935211519404,256.23,28,6.94,242.08,7.21,241.72,181.2,247.82,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,2.93,0.0,22.2,3.5,664.71,0.0,1.2
256935216104262,304.83,28,6.54,289.26,9.03,287.7,174.31,293.89,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,2.16,0.0,8.98,3.6,666.54,0.0,1.91
256935221026100,316.82,28,15.64,294.24,6.94,302.92,186.13,308.56,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,2.41,0.0,20.35,14.66,691.67,0.0,1.32
256935226023480,312.15,28,6.13,298.35,7.68,297.52,184.04,302.84,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,2.58,0.0,14.57,3.47,673.54,0.0,1.64
256935231024136,306.71,28,5.82,294.11,6.78,293.36,174.29,298.76,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,2.33,0.0,8.63,3.52,677.53,0.0,1.18
256935236029109,318.23,28,6.15,304.08,8.0,301.89,174.45,308.4,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,2.16,0.0,9.22,3.48,678.69,0.0,1.83
256935240635980,307.76,28,6.13,295.3,6.33,294.44,179.96,299.85,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,2.35,0.0,13.69,3.65,670.68,0.0,1.58
256935245661508,450.82,28,6.32,396.09,48.41,395.41,223.99,401.35,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.53,0.0,9.18,3.51,703.47,0.0,1.07
256935250906899,777.34,28,101.34,625.69,50.31,639.47,173.74,725.42,0.0,0.0,0.0,0.0,0.0,0.0,97.34,0.0,98.78,0.0,15.54,3.56,696.58,0.0,1.61
256935256829900,368.12,28,106.68,206.89,54.55,305.72,196.56,311.24,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,101.74,0.0,18.08,3.55,674.72,0.0,2.33
256935261956012,868.3,28,106.84,706.73,54.73,730.53,239.5,811.54,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,101.02,0.0,9.77,3.79,721.69,0.0,2.04
256935267783311,322.58,28,5.7,237.91,78.97,236.57,166.0,242.38,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,2.64,0.0,9.04,3.56,645.95,0.0,1.23
256935272876299,798.31,28,20.69,722.36,55.26,635.57,255.09,727.23,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,2.36,0.0,14.74,3.52,698.93,0.0,15.55
256935278728926,286.74,28,6.01,231.61,49.11,230.49,178.89,236.47,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,2.08,0.0,13.7,3.47,679.14,0.0,1.15
256935283996191,741.09,28,8.3,698.0,34.79,628.17,259.72,704.02,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.75,0.0,10.79,3.57,693.33,0.0,2.27
256935289405900,316.99,28,5.51,304.64,6.83,303.41,181.63,308.91,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,2.14,0.0,10.05,3.53,678.41,0.0,1.24
256935294073902,310.46,28,6.38,296.57,7.52,295.66,180.65,301.68,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.42,0.0,9.34,3.58,679.52,0.0,1.27
256935299029003,314.78,28,6.37,300.31,8.09,299.25,176.92,305.13,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.55,0.0,11.09,3.53,670.01,0.0,1.55
256935304037191,307.19,28,6.18,293.87,7.13,293.43,178.96,298.85,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.3,0.0,10.58,3.52,686.54,0.0,1.2
256935309036234,309.68,28,7.41,295.64,6.63,296.53,180.9,301.82,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,3.05,0.0,20.8,3.53,668.0,0.0,1.23
256935313652539,253.05,28,8.63,236.04,8.38,217.85,187.3,241.37,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,2.11,0.0,10.87,3.44,684.13,0.0,3.3
256935318765304,373.68,28,6.17,319.6,47.91,319.17,205.58,324.73,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,2.48,0.0,22.8,3.45,629.08,0.0,1.03
256935323983028,798.97,28,13.28,753.26,32.43,679.51,251.58,764.22,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,2.33,0.0,67.7,9.34,744.64,0.0,2.32
256935329998403,256.47,28,6.36,236.38,13.73,235.75,177.28,241.47,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.42,0.0,8.45,3.41,677.86,0.0,1.27
256935335011291,315.01,28,6.23,301.33,7.46,300.42,185.37,306.11,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.54,0.0,14.84,3.6,670.93,0.0,1.44
256935340025465,316.53,28,6.64,302.85,7.04,301.12,181.08,307.5,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.13,0.0,19.61,3.58,669.5,0.0,1.99
256935345033691,302.99,28,5.46,290.54,6.98,289.15,176.95,294.77,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,2.39,0.0,8.58,3.6,679.11,0.0,1.24
256935350028910,249.16,28,6.58,234.34,8.24,234.28,175.51,239.69,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,2.32,0.0,15.14,3.61,674.09,0.0,1.23
256935355026988,305.63,28,6.86,290.79,7.98,289.95,175.36,295.88,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,2.57,0.0,8.57,3.53,681.07,0.0,1.77
256935359699499,246.73,28,5.1,233.52,8.11,231.41,180.94,237.39,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.17,0.0,9.87,3.48,693.04,0.0,1.22
256935364912671,302.74,28,7.29,246.33,49.12,245.42,184.28,251.04,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.5,0.0,10.39,3.55,677.68,0.0,2.5
256935370025030,309.15,28,7.41,293.9,7.84,294.02,179.51,299.73,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,2.67,0.0,10.71,3.45,670.49,0.0,1.58
256935375039935,247.23,28,7.15,232.12,7.97,231.21,172.72,237.12,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,2.26,0.0,10.82,3.55,652.5,0.0,2.14
256935380048884,308.62,28,6.77,294.35,7.5,293.82,176.61,299.58,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.35,0.0,8.71,3.44,669.44,0.0,1.53
256935384642971,250.4,28,6.25,237.21,6.94,235.74,178.76,242.01,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.12,0.0,10.98,3.5,677.8,0.0,1.44
256935389685818,457.12,28,19.77,392.69,44.66,388.54,259.12,397.7,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,2.17,0.0,24.9,3.57,676.34,0.0,14.62
256935394965155,764.47,28,21.68,697.66,45.13,621.73,247.32,702.97,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.33,0.0,13.9,3.65,709.68,0.0,15.7
256935400818733,789.45,28,7.27,734.5,47.67,661.89,252.69,739.49,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,2.23,0.0,10.51,3.58,729.37,0.0,2.29
256935406248263,305.49,28,6.19,293.06,6.23,292.63,183.06,298.05,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,2.79,0.0,8.69,3.46,688.39,0.0,1.21
256935411039162,233.11,28,6.71,218.85,7.55,218.55,187.89,223.97,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2.29,0.0,25.35,3.57,664.29,0.0,1.59
256935416027822,241.96,28,6.18,228.62,7.16,227.9,179.67,233.51,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.12,0.0,10.21,3.6,686.51,0.0,1.28
256935420630569,257.0,28,6.17,241.53,9.3,239.51,184.02,246.24,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.5,0.0,8.58,3.67,689.12,0.0,1.46
256935425685924,352.49,28,6.38,297.86,48.25,295.73,180.73,302.08,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,2.34,0.0,9.82,3.51,680.82,0.0,2.16
256935430920958,297.31,28,7.21,238.78,51.32,237.62,180.22,243.43,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,2.27,0.0,11.9,3.56,654.14,0.0,2.56
256935435984430,747.97,28,6.78,714.37,26.83,638.88,237.57,719.2,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.24,0.0,9.32,3.54,742.29,0.0,1.95
256935441975661,748.05,28,7.71,705.82,34.52,629.11,233.59,711.02,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,2.41,0.0,18.01,3.5,704.79,0.0,2.51
256935447407560,249.31,28,5.74,236.3,7.26,233.69,181.13,240.48,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,2.25,0.0,26.2,3.51,666.23,0.0,1.57
256935452079743,246.48,28,6.21,232.53,7.74,231.52,177.92,237.59,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,2.48,0.0,13.34,3.5,670.55,0.0,1.15
256935456713739,306.47,28,6.01,292.46,8.0,291.94,180.58,297.55,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,2.34,0.0,8.45,3.46,688.82,0.0,0.92
256935461769069,418.62,28,7.6,359.44,51.57,359.5,244.88,364.87,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.27,0.0,88.09,3.51,609.25,0.0,2.17
256935467006599,250.76,28,6.63,236.58,7.55,235.53,179.65,241.64,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.26,0.0,14.06,3.61,674.96,0.0,1.57
256935471600797,307.13,28,6.43,293.5,7.2,293.08,185.49,298.75,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,2.15,0.0,16.79,3.54,680.67,0.0,1.18
256935476806065,335.38,28,6.67,293.0,35.71,292.17,182.27,298.3,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,2.19,0.0,11.65,3.53,649.29,0.0,1.38
256935481908864,293.34,28,7.49,239.76,46.09,239.02,188.72,244.54,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,2.19,0.0,23.13,3.54,627.17,0.0,2.71
256935487005462,326.57,28,6.95,311.62,8.0,311.15,194.94,316.5,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,2.67,0.0,9.32,3.43,695.05,0.0,2.06
256935492036807,242.0,28,6.71,227.9,7.4,227.76,178.6,233.36,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,2.39,0.0,9.37,3.52,672.87,0.0,1.25
256935497027068,262.73,28,6.34,249.18,7.21,248.74,176.65,253.97,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2.46,0.0,14.85,3.65,667.06,0.0,1.55
256935502023515,308.61,28,6.51,295.29,6.81,295.82,177.19,300.8,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,2.76,0.0,11.81,3.56,670.45,0.0,1.0
256935506626139,254.05,28,5.73,240.89,7.44,239.12,177.48,245.11,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,2.09,0.0,10.63,3.53,677.52,0.0,1.51
256935511618678,481.95,28,5.96,421.65,54.34,420.2,260.93,426.47,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,2.26,0.0,9.18,3.42,708.44,0.0,1.15
256935516467802,242.08,28,5.91,229.42,6.75,228.69,175.76,233.92,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.4,0.0,11.48,3.64,674.66,0.0,1.41
256935521057047,354.25,28,7.07,337.77,9.41,337.47,176.25,343.52,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.35,0.0,11.78,3.5,663.4,0.0,1.33
256935525769489,311.82,28,5.83,298.63,7.36,297.93,184.69,303.52,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,2.38,0.0,10.0,3.57,685.22,0.0,0.93
256935530392737,237.71,28,6.19,225.22,6.3,224.59,174.49,229.94,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,2.06,0.0,10.09,3.43,661.23,0.0,1.47
256935535049094,247.59,28,5.91,233.7,7.98,232.77,180.89,238.44,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,2.66,0.0,11.71,3.52,683.32,0.0,1.17
256935540024321,746.79,28,6.27,731.09,9.43,624.66,256.36,736.18,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,2.53,0.0,8.75,3.58,760.84,0.0,1.18
256935545778599,394.4,28,8.07,334.67,51.66,335.1,249.44,340.91,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,2.55,0.0,105.75,3.69,621.22,0.0,1.83
256935550531008,327.9,28,5.39,314.72,7.79,313.05,177.14,318.62,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,2.18,0.0,9.7,3.49,665.75,0.0,1.49
256935555126746,258.86,28,6.98,245.3,6.59,245.71,191.03,251.04,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.38,0.0,27.71,3.5,672.69,0.0,1.24
256935560031145,315.66,28,6.34,301.43,7.88,300.89,181.65,306.4,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.19,0.0,10.77,3.44,677.74,0.0,1.37
256935564656242,315.47,28,6.07,301.9,7.5,300.46,185.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,2.31,0.0,11.56,3.49,692.84,0.0,1.46
256935569339992,238.46,28,6.02,225.65,6.8,224.6,177.53,230.14,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,2.38,0.0,9.44,3.42,665.39,0.0,1.52
256935574353073,678.81,28,7.29,618.51,53.01,618.74,265.15,623.78,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,2.44,0.0,8.39,3.62,700.12,0.0,2.02
256935579893628,295.29,28,7.49,237.66,50.14,237.61,177.07,243.04,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,2.32,0.0,12.62,3.46,672.52,0.0,2.11
256935585026698,231.37,28,6.64,217.07,7.66,216.87,175.23,222.04,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.36,0.0,9.43,3.54,650.84,0.0,1.67
256935590025794,242.7,28,5.73,229.16,7.81,228.24,176.13,233.9,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,2.62,0.0,8.1,3.56,680.49,0.0,0.99
256935594583073,306.36,28,14.92,284.34,7.1,292.04,183.27,297.79,0.0,0.0,0.0,0.0,0.0,0.0,10.57,0.0,11.62,0.0,11.72,3.51,692.38,0.0,1.48
256935599684642,756.74,28,7.92,704.84,43.98,632.46,235.28,711.42,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,3.14,0.0,9.36,3.44,693.95,0.0,1.34
256935605683272,450.25,28,5.57,396.75,47.94,396.01,247.51,401.43,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.49,0.0,10.53,3.52,757.41,0.0,0.89
256935610994346,331.84,28,13.8,298.63,19.41,305.24,173.07,310.62,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,11.1,0.0,17.07,3.51,649.73,0.0,1.82
256935616024965,250.11,28,5.49,237.81,6.81,236.11,171.68,241.91,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,2.66,0.0,12.31,3.45,663.47,0.0,1.4
256935620548545,258.04,28,45.66,205.69,6.69,224.03,132.81,250.02,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,44.33,0.0,11.43,3.6,664.21,0.0,1.33
256935625035046,239.43,28,6.39,225.29,7.74,224.34,175.06,230.19,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,2.39,0.0,10.23,3.56,662.19,0.0,1.5
256935630009696,316.43,28,6.96,301.78,7.7,300.64,175.94,307.43,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,2.39,0.0,10.38,3.49,681.63,0.0,1.31
256935635055390,823.21,28,6.74,764.09,52.38,689.27,234.93,769.15,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,2.37,0.0,9.35,3.62,697.44,0.0,1.68
256935640639353,252.01,28,7.11,237.24,7.66,237.29,179.42,242.48,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.26,0.0,13.91,3.5,669.29,0.0,1.87
256935645769878,725.13,28,6.38,666.7,52.04,625.4,193.03,671.77,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,2.3,0.0,19.18,3.54,638.57,0.0,1.32
256935651972836,803.13,28,138.2,627.79,37.14,674.11,182.81,750.04,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,121.65,0.0,20.02,3.51,696.95,0.0,15.6
256935657284144,248.85,28,14.31,227.46,7.08,235.12,177.44,240.83,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,11.57,0.0,12.79,3.49,676.44,0.0,0.94
256935662037745,319.62,28,18.78,293.11,7.73,304.48,194.69,310.07,0.0,0.0,0.0,0.0,0.0,0.0,12.65,0.0,13.87,0.0,25.48,3.66,679.43,0.0,1.82
256935667026787,314.93,28,13.57,293.48,7.89,300.0,175.34,305.36,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,10.73,0.0,16.48,3.52,675.22,0.0,1.68
256935672028434,261.26,28,7.79,245.1,8.37,245.99,183.56,251.3,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,2.62,0.0,18.34,3.59,673.74,0.0,1.59
256935677023958,321.42,28,6.1,300.66,14.67,299.58,182.71,305.79,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.34,0.0,21.9,3.62,660.68,0.0,0.96
256935682027496,253.4,28,6.18,239.86,7.36,238.84,183.16,244.4,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,2.52,0.0,13.49,3.57,675.09,0.0,1.64
256935687023946,304.23,28,6.45,290.7,7.07,290.06,171.41,295.9,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,2.53,0.0,11.16,3.56,656.92,0.0,1.25
256935692262209,314.62,28,6.44,255.7,52.48,252.37,183.1,260.46,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.32,0.0,8.44,3.47,694.9,0.0,1.68
256935697039702,741.04,28,7.03,723.68,10.33,639.77,223.67,728.74,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2.34,0.0,9.08,3.44,723.61,0.0,1.96
256935702961939,824.52,28,22.19,753.85,48.48,675.61,258.96,759.17,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.34,0.0,74.63,3.46,713.1,0.0,16.39
256935709011980,244.5,28,6.33,229.26,8.91,228.59,185.27,233.8,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.45,0.0,12.87,3.41,665.56,0.0,1.78
256935713561852,312.87,28,6.11,298.75,8.01,298.15,193.65,303.46,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,2.11,0.0,31.4,3.61,684.41,0.0,1.4
256935718696340,430.54,28,7.47,373.28,49.78,373.13,242.95,378.92,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.19,0.0,12.85,3.51,689.55,0.0,1.84
256935723499163,562.64,28,6.59,547.6,8.45,545.75,222.97,552.26,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.44,0.0,8.43,3.46,723.9,0.0,1.92
256935728423839,314.87,28,7.62,299.92,7.33,299.7,173.14,305.64,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,2.58,0.0,15.04,3.58,660.7,0.0,1.9
256935733034582,760.54,28,9.5,739.73,11.31,650.11,236.81,747.24,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.24,0.0,15.44,6.41,684.81,0.0,1.99
256935739024922,253.56,28,6.44,239.49,7.64,238.85,178.99,244.61,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.42,0.0,12.54,3.51,665.7,0.0,1.32
