f1_ts,f1f3_us,n_slices,work_us,wait_us,idle_us,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:compute_forward_args,us:construct_minibatches,us:finalize_ranges,us:add_tokens,us:assemble attention plan,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:Free scratchpads,us:other
256550940967966,323.87,28,7.68,307.58,8.61,304.26,178.16,312.12,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,2.32,0.0,9.3,3.53,658.44,0.0,2.49
256550946047837,316.46,28,6.66,302.11,7.7,300.66,176.98,306.83,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,2.19,0.0,9.21,3.65,666.18,0.0,1.94
256550951189757,771.56,28,7.15,707.25,57.15,633.88,211.38,712.14,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2.48,0.0,8.62,3.55,697.33,0.0,2.22
256550956883012,313.6,28,6.18,299.59,7.83,298.68,175.12,304.75,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2.73,0.0,9.4,3.52,672.04,0.0,1.0
256550961544941,318.04,28,6.45,302.56,9.03,301.76,175.12,307.83,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,2.63,0.0,13.14,3.44,663.03,0.0,1.12
256550966853249,365.26,28,7.79,298.84,58.62,298.17,194.13,304.03,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.22,0.0,27.11,3.54,654.29,0.0,2.55
256550972031287,326.82,28,6.81,313.65,6.35,311.74,173.99,318.81,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,2.81,0.0,9.87,3.5,660.01,0.0,1.66
256550977031350,733.44,28,6.95,716.85,9.64,644.53,275.77,722.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,2.28,0.0,19.13,3.65,734.19,0.0,1.79
256550983034822,253.59,28,6.89,238.44,8.25,238.25,171.63,243.67,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,2.59,0.0,8.76,3.6,668.45,0.0,1.67
256550988021567,255.59,28,6.9,241.07,7.63,240.36,175.95,246.19,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.54,0.0,12.7,3.6,669.93,0.0,1.78
256550993022935,701.74,28,6.47,685.87,9.4,627.53,215.25,690.37,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,2.31,0.0,14.05,3.55,686.07,0.0,1.97
256550998936681,363.45,28,8.23,302.27,52.95,301.45,188.92,308.28,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.2,0.0,39.51,3.81,664.44,0.0,2.22
256551004062257,255.2,28,7.58,238.45,9.17,238.28,180.06,243.84,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,2.87,0.0,13.12,3.55,665.9,0.0,2.19
256551009027139,313.17,28,6.54,298.98,7.64,297.85,169.33,303.92,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.21,0.0,9.76,3.46,649.46,0.0,1.57
256551014027090,321.58,28,7.7,305.58,8.3,305.14,177.56,311.29,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.7,0.0,8.1,3.54,661.79,0.0,1.99
256551019020817,963.63,28,6.96,944.95,11.72,642.25,235.34,949.99,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2.59,0.0,10.83,3.61,711.35,0.0,1.92
256551025004921,738.14,28,8.36,720.33,9.45,658.93,229.27,726.89,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.85,0.0,74.0,3.71,673.34,0.0,1.8
256551030835507,365.2,28,6.66,303.61,54.93,301.85,175.36,307.84,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.19,0.0,12.39,3.56,658.77,0.0,2.21
256551036012131,248.82,28,6.09,234.35,8.38,232.4,169.35,238.62,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.6,0.0,7.88,3.51,658.3,0.0,1.82
256551041020361,260.03,28,5.62,246.9,7.51,245.75,178.53,251.19,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.27,0.0,8.88,3.47,666.04,0.0,1.33
256551046023016,317.57,28,6.43,304.49,6.65,300.44,180.32,309.13,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,2.39,0.0,23.67,3.5,677.7,0.0,1.8
256551051026865,323.34,28,8.01,306.98,8.35,307.44,174.72,313.05,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.64,0.0,13.36,3.5,652.28,0.0,1.94
256551056032671,313.12,28,6.35,298.98,7.78,297.59,176.72,303.45,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,2.31,0.0,9.7,3.44,670.3,0.0,1.88
256551060809532,316.44,28,6.54,302.14,7.76,300.94,172.05,306.83,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.19,0.0,12.6,3.47,657.52,0.0,1.85
256551065931301,861.83,28,18.89,788.73,54.21,711.61,250.92,794.35,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.18,0.0,15.43,3.9,729.0,0.0,13.07
256551071985051,349.48,28,18.02,303.64,27.82,314.09,296.56,319.63,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,12.24,0.0,16.28,5.62,664.17,0.0,2.03
256551077024384,251.4,28,16.57,227.5,7.34,233.92,186.76,239.92,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,10.59,0.0,17.37,3.59,667.15,0.0,4.14
256551082023176,251.2,28,16.62,227.58,6.99,237.53,181.23,242.95,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,12.74,0.0,16.73,3.53,651.45,0.0,1.26
256551087133497,876.67,28,7.22,707.92,161.54,632.72,211.9,713.02,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.77,0.0,11.08,3.46,688.31,0.0,2.05
256551093034242,246.1,28,6.62,230.71,8.77,229.84,175.75,235.49,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.34,0.0,8.85,3.44,663.32,0.0,1.84
256551098024131,312.4,28,6.75,298.13,7.53,297.78,175.71,303.25,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,2.79,0.0,8.91,3.51,674.18,0.0,1.62
256551103028416,249.6,28,7.06,234.74,7.8,235.16,179.33,240.63,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,2.36,0.0,14.33,3.54,668.23,0.0,1.16
256551108498539,372.44,28,8.16,303.98,60.3,304.16,183.29,309.89,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.32,0.0,32.36,3.61,648.52,0.0,2.24
256551113305595,308.85,28,6.93,294.4,7.52,293.45,180.64,299.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,2.35,0.0,11.12,3.5,656.7,0.0,2.17
256551118453859,782.47,28,8.03,725.88,48.56,666.88,210.29,732.18,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,2.76,0.0,8.56,3.93,662.5,0.0,1.69
256551124108944,306.08,28,5.88,293.1,7.1,292.21,167.75,298.05,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,2.4,0.0,8.89,3.46,656.6,0.0,0.93
256551129288423,1121.71,28,312.4,749.13,60.18,663.17,215.43,755.14,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.38,0.0,17.35,3.83,689.04,0.0,306.18
256551135762361,757.89,28,6.74,698.32,52.83,634.17,202.63,703.6,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,2.46,0.0,8.92,3.56,645.96,0.0,1.46
256551141793113,400.45,28,7.8,342.75,49.9,338.88,182.37,348.54,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,2.69,0.0,14.16,3.64,672.66,0.0,2.01
256551147029189,310.29,28,6.58,295.67,8.04,295.43,177.62,300.74,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,2.56,0.0,11.1,3.57,653.95,0.0,1.51
256551151733533,390.94,28,7.35,374.78,8.81,374.38,204.99,380.05,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,2.41,0.0,9.29,3.46,691.65,0.0,2.08
256551157038256,249.1,28,6.99,233.91,8.2,233.28,178.56,239.55,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,2.81,0.0,9.71,3.52,664.91,0.0,1.35
256551162027649,314.86,28,6.43,300.3,8.13,299.25,175.67,305.13,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,2.52,0.0,9.48,3.47,667.32,0.0,1.6
256551167040810,310.79,28,6.92,295.28,8.59,294.62,177.69,300.15,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,2.67,0.0,10.22,3.51,665.15,0.0,2.05
256551172024343,322.6,28,7.04,305.93,9.62,305.6,174.62,310.9,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.5,0.0,11.36,3.55,662.06,0.0,2.07
256551177176131,741.67,28,6.99,686.12,48.56,628.55,278.15,691.41,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,2.5,0.0,87.35,3.63,677.74,0.0,1.66
256551182788894,350.83,28,7.0,287.46,56.37,287.44,178.35,292.54,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,2.37,0.0,12.62,3.53,639.88,0.0,1.85
256551187972000,758.88,28,6.72,712.14,40.01,654.27,226.92,717.12,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,2.32,0.0,19.72,3.48,654.66,0.0,1.75
256551193910416,292.1,28,9.17,227.69,55.24,226.02,186.74,234.51,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,2.97,0.0,17.85,3.85,645.32,0.0,2.35
256551199042355,246.5,28,7.14,231.76,7.6,231.09,176.25,237.28,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,2.94,0.0,12.01,3.48,658.39,0.0,1.61
256551204027940,309.32,28,6.56,294.44,8.32,294.09,175.73,299.38,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,2.61,0.0,8.22,3.48,663.1,0.0,1.62
256551209027643,308.7,28,5.47,294.44,8.79,293.59,176.94,298.79,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,2.81,0.0,8.34,3.48,680.4,0.0,1.12
256551214029455,313.76,28,6.74,298.22,8.79,297.98,173.02,303.29,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.38,0.0,9.02,3.54,667.14,0.0,1.68
256551219111291,756.34,28,7.98,694.23,54.13,634.71,254.02,700.28,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,2.57,0.0,29.12,3.49,684.05,0.0,1.93
256551225164890,786.02,28,8.09,719.87,58.06,661.35,276.28,725.94,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,2.73,0.0,9.51,3.47,709.0,0.0,2.02
256551231048327,405.73,28,7.6,390.08,8.06,243.68,174.12,395.19,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,2.49,0.0,9.38,3.46,658.51,0.0,2.49
256551236026452,270.54,28,7.86,242.33,20.35,240.9,171.37,247.95,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,2.73,0.0,12.59,3.65,654.6,0.0,2.24
256551241020776,241.6,28,6.94,226.76,7.9,225.78,180.76,232.08,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.57,0.0,12.41,3.51,673.42,0.0,1.62
256551246027788,252.5,28,7.29,237.11,8.1,237.41,172.1,242.63,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,2.89,0.0,12.16,3.53,648.34,0.0,1.76
256551251030907,251.13,28,6.18,236.61,8.33,235.03,174.74,241.16,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,2.29,0.0,8.15,3.52,665.2,0.0,1.64
256551256024751,233.16,28,7.09,217.8,8.27,217.28,176.55,222.88,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,2.48,0.0,12.44,3.54,664.36,0.0,1.97
256551261032808,241.07,28,13.99,219.18,7.91,226.61,176.14,231.73,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,10.69,0.0,11.02,3.55,660.2,0.0,1.44
256551265655413,460.77,28,86.82,366.59,7.36,446.52,248.36,452.2,0.0,0.0,0.0,0.0,0.0,0.0,81.69,0.0,83.01,0.0,14.32,3.53,709.98,0.0,1.21
256551270956433,807.19,28,6.9,743.21,57.08,686.24,224.99,749.03,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.32,0.0,11.91,3.66,675.01,0.0,1.08
256551276823107,380.86,28,7.51,312.92,60.44,313.21,190.83,318.19,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,2.45,0.0,20.4,3.56,618.78,0.0,2.23
256551282003676,332.08,28,7.74,316.83,7.52,317.88,178.29,323.02,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,2.68,0.0,18.06,3.51,668.05,0.0,1.55
256551287032674,325.13,28,19.83,297.21,8.09,308.49,191.22,315.17,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,2.71,0.0,24.96,15.68,664.75,0.0,1.87
256551292041493,251.55,28,6.58,237.71,7.26,237.28,181.12,242.79,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,2.89,0.0,9.31,3.52,669.15,0.0,1.5
256551297181385,775.98,28,7.11,703.08,65.79,645.03,214.01,708.16,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.61,0.0,21.2,3.5,702.28,0.0,1.93
256551302975780,268.02,28,6.47,225.41,36.13,225.28,172.69,230.38,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,2.7,0.0,8.12,3.42,657.98,0.0,1.5
256551308024488,317.88,28,6.62,303.91,7.35,304.15,189.13,309.11,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,2.44,0.0,19.93,3.47,684.06,0.0,1.42
256551313036335,312.87,28,7.78,297.19,7.91,297.92,177.71,303.26,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.42,0.0,11.3,3.66,669.99,0.0,1.71
256551318029637,321.23,28,5.87,306.12,9.24,305.49,174.13,310.77,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,2.1,0.0,9.41,3.43,667.35,0.0,1.22
256551323040967,243.88,28,6.07,229.66,8.15,229.16,169.08,234.12,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.45,0.0,10.98,3.55,647.32,0.0,1.61
256551328130204,747.84,28,8.12,687.17,52.54,633.18,193.58,693.18,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,2.39,0.0,16.52,3.62,665.58,0.0,2.12
256551333890593,368.71,28,8.01,303.44,57.26,304.5,178.26,309.67,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,3.16,0.0,14.65,3.54,640.48,0.0,1.72
