window,start_ts,span_us,work_cov_us,wait_cov_us,idle_us,biggest_gap_us,gap_at_off_us,gap_before,gap_after,last_dataready_off_us,fill_end_off_us,listener_start_off_us,wcls_last_dr_off_us,dispatch_first_dr_off_us
34,137334936995274,452.8,118.9,303.4,30.4,14.4,413.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,450.2,361.1,100.5,105.5,436.7
35,137334941429143,514.6,121.3,367.2,26.2,12.1,475.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,511.9,422.3,116.4,121.1,497.9
36,137334945928365,509.9,126.8,355.2,28.0,10.7,413.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,507.1,413.1,109.2,116.2,492.6
37,137334950462883,1818.8,787.6,815.7,215.5,94.8,1691.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1816.1,1332.5,550.7,558.9,1796.0
38,137334956347901,1916.3,704.1,956.0,256.2,90.1,1792.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1913.6,1430.1,517.1,546.2,1892.5
39,137334962267739,452.5,127.9,291.0,33.7,20.4,406.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,449.7,349.9,111.1,115.4,435.7
40,137334966721814,733.0,352.8,343.6,36.6,11.5,695.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,731.1,629.6,319.7,325.7,716.7
41,137334971509112,2054.3,759.1,1074.3,220.9,88.3,1940.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,2052.1,1525.4,792.3,796.8,2038.4
42,137334977585996,440.9,126.0,286.4,28.5,11.2,401.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,437.6,344.3,98.0,123.1,423.7
43,137334981975152,493.4,125.0,343.4,25.0,11.2,455.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,490.3,400.6,104.4,109.4,475.6
44,137334986477361,918.0,486.7,336.2,95.1,63.3,444.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,915.0,818.3,508.5,512.5,900.6
45,137334991386395,1012.3,589.5,327.1,95.7,63.5,546.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1009.8,919.5,611.6,618.4,995.3
46,137334996486032,893.5,561.2,304.3,28.0,10.7,857.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,891.2,800.3,533.8,537.8,877.8
47,137335001385685,1857.0,1243.1,496.7,117.2,70.1,1326.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1853.2,1745.5,1398.1,1409.7,1839.0
48,137335007275040,519.4,124.4,365.7,29.4,13.8,479.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,516.2,416.3,106.4,110.7,502.4
49,137335011794499,519.6,129.2,364.4,26.0,11.7,481.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,503.9,426.2,109.3,114.9,501.9
50,137335016344782,900.5,518.8,295.6,86.2,62.0,473.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,897.3,809.1,537.1,544.8,883.3
51,137335021256714,873.3,132.8,715.4,25.0,12.1,833.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,870.0,778.6,119.5,128.7,855.1
52,137335026154749,1908.0,910.1,794.5,203.4,84.0,1533.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1905.3,1533.8,762.2,771.0,1891.9
53,137335032066905,1105.2,482.6,542.0,80.6,52.7,440.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1097.4,1006.8,494.2,502.3,1083.6
54,137335037200547,517.7,139.8,350.1,27.8,10.9,473.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,515.4,415.1,107.0,111.1,494.8
55,137335041695973,517.0,128.1,363.9,25.1,11.7,474.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,514.8,419.4,103.2,107.1,495.5
56,137335046200170,493.6,119.4,350.6,23.6,11.5,449.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,490.9,396.9,92.8,96.0,471.8
57,137335050661404,738.4,418.2,290.4,29.8,12.0,694.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,735.9,636.2,382.5,388.2,716.4
58,137335055424317,467.9,122.5,315.7,29.7,17.7,423.9,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,466.0,370.4,103.9,109.2,451.0
59,137335059832678,463.4,124.4,314.4,24.6,11.6,424.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,460.7,361.9,119.2,128.4,446.2
60,137335064252571,507.3,136.6,340.7,30.0,14.9,466.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,504.3,409.1,111.3,117.0,490.3
61,137335068712370,728.8,359.5,343.1,26.2,11.3,691.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,726.4,637.3,328.2,332.4,712.4
62,137335073491042,838.0,497.2,266.0,74.8,47.1,455.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,835.3,745.0,504.4,515.3,821.0
63,137335078334966,498.6,119.9,352.0,26.7,14.0,458.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,496.6,405.7,109.8,115.3,482.5
64,137335082865643,423.8,121.9,275.5,26.4,11.1,386.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,421.7,331.6,96.1,101.4,407.1
65,137335087235438,990.0,513.5,389.4,87.2,56.2,493.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,986.8,893.1,550.9,564.9,972.7
66,137335092182434,516.8,133.3,352.6,30.9,12.3,473.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,510.5,419.2,115.1,122.3,496.0
67,137335096634951,734.7,435.5,273.3,25.9,12.4,689.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,731.8,635.5,404.4,411.4,711.5
68,137335101392917,916.4,615.3,217.3,83.8,55.5,474.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,913.3,812.0,530.7,538.2,895.5
69,137335106232800,929.0,508.4,330.5,90.1,64.2,494.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,926.3,830.1,559.9,564.3,912.0
70,137335111237114,973.4,516.9,362.5,94.0,65.0,471.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,970.6,873.9,538.1,541.6,956.7
71,137335116166956,467.4,129.4,312.2,25.8,11.8,430.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,465.0,368.3,114.6,118.8,451.6
72,137335120669971,767.1,403.4,337.8,25.9,12.8,727.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,764.0,672.8,372.6,383.6,750.4
73,137335125439550,526.3,117.8,378.2,30.2,12.2,487.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,523.9,428.5,115.0,121.1,508.6
74,137335129970207,428.0,127.0,277.3,23.7,10.1,390.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,426.0,337.1,107.6,111.9,409.9
75,137335134420772,1632.7,705.6,735.1,192.0,81.6,1237.5,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1629.6,1237.5,534.8,541.6,1615.7
76,137335140086477,429.1,118.3,283.0,27.8,14.1,388.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,425.8,333.0,93.1,97.4,411.8
77,137335144480315,1592.5,614.9,795.8,181.8,84.7,1277.7,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1589.3,1277.7,532.7,537.0,1569.1
78,137335150128878,1073.2,488.7,507.9,76.5,50.4,440.9,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1071.2,973.7,493.2,500.9,1050.9
79,137335155203021,1750.1,741.3,739.2,269.6,88.4,1629.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1748.1,1247.5,535.0,551.2,1733.7
80,137335161064401,1119.1,486.4,544.6,88.1,59.7,447.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1116.1,1021.5,508.1,511.6,1101.3
81,137335166184064,460.9,125.1,307.9,28.0,12.0,424.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,458.9,362.8,103.9,114.2,445.5
82,137335170671882,734.0,420.4,286.8,26.8,11.5,695.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,731.7,631.2,391.6,403.0,716.1
83,137335175389193,921.9,490.7,344.2,87.0,57.3,447.7,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,919.4,818.3,506.9,514.0,905.2
84,137335180326046,482.0,111.2,347.5,23.4,11.2,445.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,479.2,387.3,86.3,90.6,465.5
85,137335184763864,493.2,115.6,352.1,25.5,9.8,457.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,490.4,400.6,88.3,103.3,477.4
86,137335189285613,497.8,128.0,342.5,27.3,10.6,461.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,495.4,405.8,108.2,112.8,482.0
87,137335193772229,551.3,149.9,368.4,33.0,13.0,511.7,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,548.1,450.4,137.7,142.6,534.6
88,137335198300887,426.0,120.2,280.7,25.1,11.3,389.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,423.3,333.8,92.0,96.7,410.2
89,137335202764017,677.4,300.4,346.5,30.5,11.2,637.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,674.5,581.2,281.0,288.5,659.3
90,137335207469656,1598.3,669.3,818.6,110.3,42.8,1288.4,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1595.4,1288.4,552.1,556.5,1576.1
91,137335213057097,1121.6,507.7,528.4,85.5,55.9,465.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1105.7,1017.7,522.5,526.4,1104.8
92,137335218278099,1765.7,740.3,782.4,243.0,92.4,1646.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1763.1,1280.6,536.3,548.3,1748.7
93,137335224061090,1114.7,489.2,545.5,80.0,49.0,468.6,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1112.2,1013.5,518.9,529.4,1097.8
94,137335229192593,1029.9,504.6,437.7,87.5,62.4,467.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1026.6,936.1,531.6,538.4,1013.2
95,137335234233982,1022.9,497.5,438.0,87.4,59.8,454.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1021.0,929.9,515.9,521.0,1007.6
96,137335239255224,968.5,487.9,400.0,80.7,54.4,472.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,966.4,875.9,527.9,544.5,952.6
97,137335244282302,1001.1,515.6,396.1,89.4,61.5,493.7,rx collecting results@149/0-RX-38,prepare streams@25/0-worker,997.9,905.8,557.3,566.4,983.8
98,137335249279532,998.0,515.1,407.5,75.4,52.7,475.1,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,995.7,902.9,529.3,537.7,977.6
99,137335254338773,509.7,128.5,354.2,27.1,13.5,467.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,508.0,412.9,106.9,110.9,489.8
100,137335258849005,444.0,125.3,292.4,26.3,11.5,399.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,441.5,344.2,98.3,109.6,426.1
101,137335263322981,1724.6,744.3,813.7,166.6,67.7,1318.8,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1722.0,1318.8,591.6,596.6,1707.9
102,137335269118904,1119.5,519.2,522.8,77.6,49.2,475.5,rx collecting results@148/0-RX-13,prepare streams@25/0-worker,1116.9,1016.7,535.3,548.0,1102.1
103,137335274261521,435.1,111.2,294.0,29.9,12.0,397.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,433.1,339.9,91.6,100.6,420.1
104,137335278690764,459.8,130.5,304.8,24.5,11.3,422.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,457.7,365.8,95.1,114.7,443.5
105,137335283173474,528.9,153.4,343.5,32.1,13.5,487.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,526.2,428.5,92.8,97.8,512.6
106,137335287717245,687.4,345.2,317.4,24.8,11.5,649.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,684.7,595.6,336.1,343.4,671.0
107,137335292440508,437.0,118.1,293.5,25.3,12.0,399.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,434.0,344.3,97.2,103.0,420.2
108,137335296811415,514.7,122.4,362.0,30.3,14.5,473.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,512.5,413.7,110.4,115.2,497.1
109,137335301349185,508.6,120.8,363.3,24.5,11.8,469.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,505.5,415.6,110.9,114.6,491.0
110,137335305872958,456.0,147.6,285.1,23.3,11.3,411.2,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,453.8,357.9,123.9,135.9,432.9
111,137335310320222,467.9,134.1,308.3,25.4,10.3,426.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,464.8,369.1,118.3,123.2,449.9
112,137335314787590,427.9,127.2,273.0,27.7,12.3,389.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,425.5,330.2,101.5,110.4,411.8
113,137335319188611,853.7,509.9,260.4,83.4,58.2,466.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,851.5,757.4,526.3,536.1,837.8
114,137335324059052,1115.4,540.6,497.4,77.4,51.6,479.8,rx collecting results@147/0-RX-10,prepare streams@25/0-worker,1113.3,1021.7,541.8,571.0,1099.4
115,137335329233935,448.3,134.6,287.4,26.4,13.2,409.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,445.9,354.2,113.4,118.0,432.6
116,137335333664772,725.4,412.4,283.1,29.9,11.9,627.1,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,722.7,627.1,369.7,376.0,708.9
117,137335338381120,1822.9,815.8,749.1,258.0,98.9,1696.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1820.2,1333.8,610.1,629.1,1805.6
118,137335344241489,456.1,126.6,300.4,29.1,12.7,415.4,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,453.6,358.1,102.6,106.9,438.1
119,137335348768115,708.0,317.1,364.0,26.9,12.3,661.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,704.8,605.2,278.8,285.4,684.2
120,137335353531427,1561.8,551.2,830.0,180.7,84.9,1345.3,notify_listener@25/0-worker,work_queue::do_work get_work@24/?-work_queue,1559.1,1345.3,547.9,559.3,1539.9
121,137335359129846,1056.2,474.6,497.9,83.8,58.4,432.3,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1053.2,955.0,491.9,497.8,1038.3
122,137335364239086,1302.2,337.5,767.9,196.8,96.4,1179.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,1300.1,821.5,98.1,115.0,1286.1
123,137335369575582,503.3,116.3,361.3,25.7,13.0,463.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,500.6,402.2,93.0,97.1,485.9
124,137335374140917,1096.9,516.0,481.8,99.1,58.2,558.8,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1094.3,982.0,618.1,624.4,1080.0
125,137335379283017,947.0,523.9,335.8,87.4,62.4,468.1,rx collecting results@149/0-RX-38,prepare streams@25/0-worker,944.8,852.0,531.6,560.4,929.2
126,137335384296443,967.7,503.3,386.4,78.1,50.9,459.0,rx collecting results@150/0-RX-3b,prepare streams@25/0-worker,965.1,871.1,511.8,517.0,950.6
127,137335389313712,907.9,514.1,307.1,86.7,62.6,486.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,905.0,814.0,551.2,557.8,891.0
128,137335394220267,1010.4,526.9,386.8,96.7,68.7,506.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1008.2,914.0,575.9,590.5,994.1
129,137335399255967,988.1,547.4,353.6,87.1,61.6,512.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,985.1,888.5,575.1,586.7,965.9
130,137335404264924,1005.3,487.0,425.2,93.1,64.5,438.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1002.5,901.2,503.7,520.2,977.8
131,137335409302664,516.3,131.9,360.5,23.9,11.4,472.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,513.8,418.5,109.2,113.4,498.9
132,137335413812719,440.4,124.1,290.7,25.5,13.3,395.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,438.1,342.1,106.0,111.2,423.5
133,137335418287328,1000.1,541.5,367.2,91.5,60.9,459.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,997.5,895.5,521.2,531.9,982.7
134,137335423309591,416.7,109.4,282.3,25.0,12.3,378.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,414.0,320.3,84.4,89.3,399.8
135,137335427776156,612.8,310.9,278.3,23.6,10.6,575.1,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,610.3,511.8,269.4,274.1,596.2
136,137335432407116,909.0,497.9,318.4,92.7,62.1,439.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,905.5,810.0,503.1,543.4,890.2
137,137335437324410,443.8,125.9,285.0,32.9,12.1,407.0,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,442.3,351.4,117.5,123.1,428.4
138,137335441804987,610.5,303.2,276.5,30.7,11.5,568.5,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,607.5,513.5,271.9,275.6,590.1
139,137335446433219,921.1,496.5,330.5,94.1,64.6,449.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,918.9,823.1,515.7,525.3,905.3
140,137335451418871,508.2,127.0,353.4,27.9,14.2,467.6,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,505.6,411.5,98.7,107.0,491.1
141,137335455989253,449.7,126.1,298.8,24.8,11.8,406.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,447.0,350.6,94.6,99.9,427.7
142,137335460436381,867.4,515.3,265.7,86.5,56.9,446.0,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,865.0,748.6,504.1,508.6,830.2
143,137335465354758,932.7,476.6,372.7,83.5,60.2,424.6,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,930.3,835.6,485.8,498.0,916.2
144,137335470288753,953.7,519.9,341.3,92.5,57.6,478.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,950.6,849.9,537.1,548.7,936.8
145,137335475306576,864.1,511.3,268.5,84.4,60.2,465.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,861.4,765.7,526.8,531.0,847.8
146,137335480192874,1055.4,528.7,432.6,94.0,64.8,478.5,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1052.9,946.3,544.9,554.3,1039.1
147,137335485329664,983.3,595.6,287.6,100.1,74.7,467.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,980.7,888.5,554.9,587.8,966.1
148,137335490290953,882.2,535.2,274.6,72.4,44.3,505.7,rx collecting results@149/0-RX-38,prepare streams@25/0-worker,879.7,784.5,551.0,555.4,866.1
149,137335495226234,512.3,135.1,353.6,23.6,10.2,474.3,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,508.9,418.7,116.8,122.1,494.2
150,137335499800069,507.3,125.6,357.0,24.7,12.9,467.8,assemble attention plan@24/?-work_queue,Prepare hardware matmul job@24/?-work_queue,504.8,411.7,104.4,110.2,490.4
151,137335504391022,894.8,531.0,274.9,88.9,59.7,487.2,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,891.4,792.5,548.1,554.4,872.2
152,137335509342052,1018.5,532.6,405.3,80.6,57.9,553.4,kernel_add_rmsnorm_71@25/0-worker,prepare streams@25/0-worker,1015.7,920.1,612.4,625.5,1001.0
