window,start_ts,dur_us,n_slices,n_threads,n_data_ready,n_rope_spans,us:fill_logits_buffer,us:waiting_for_logits,us:notify_listener,us:setup_logits,us:finalize_minibatches,us:construct_minibatches,us:gather_token_data,us:compute_forward_args,us:forward args,us:forward,us:add_tokens,us:finalize_ranges,us:work_queue::do_work get_work,us:poll_dma_completions,us:matmul enqueue,us:Prepare hardware matmul job,us:Launch hardware matmul job,us:legacy hw_prepare,us:legacy tx_launch,us:tx submitting activation DMA request,us:rx collecting results,us:data ready,us:Rope Q,us:Free scratchpads,us:other
0,137334769080020,849.1,215,10,24,0,300.553,180.185,314.513,0.997,12.032,5.599,0.678,22.747,0.0,86.745,1.52,5.12,1.932,0.0,10.08,38.722,18.547,20.983,1023.83,32.188,903.54,0.0,0.0,3.967,140.325
1,137334773828132,1840.724,218,10,24,1,696.103,199.962,796.267,0.381,0.402,74.137,1.137,109.668,0.0,333.346,7.732,13.889,9.238,0.0,12.388,78.304,148.806,57.568,1327.796,26.84,1019.988,0.0,0.0,3.263,582.539
2,137334779665948,503.639,215,10,24,0,295.005,180.248,301.826,0.381,0.468,4.439,0.226,19.019,0.0,65.085,0.732,1.599,1.049,0.0,8.116,43.598,14.591,23.369,199.482,21.732,982.63,0.0,0.0,3.813,50.086
3,137334784143362,518.762,203,10,20,0,306.463,180.215,312.251,0.37,0.489,4.217,0.195,18.557,0.0,61.268,0.715,1.386,0.933,0.0,7.13,42.311,13.488,21.686,272.437,18.239,978.759,0.0,0.0,3.819,57.768
4,137334788764998,498.608,215,10,24,0,299.095,180.258,304.554,0.372,0.471,4.098,0.211,18.471,0.0,62.262,0.6,1.347,1.029,0.0,7.91,41.328,14.406,30.61,182.166,21.949,956.189,0.0,0.0,3.26,46.957
5,137334793235802,1008.316,217,10,24,1,298.661,177.679,304.703,0.34,0.468,4.378,0.234,17.806,0.0,70.923,0.869,1.329,0.837,0.0,10.13,85.323,116.31,71.587,1316.747,21.625,993.067,0.0,0.0,3.846,417.014
6,137334798213431,1006.429,215,10,24,1,355.697,176.757,362.561,0.363,0.479,4.691,0.197,19.475,0.0,72.193,0.768,1.6,0.974,0.0,9.162,75.231,15.243,49.627,1528.854,22.079,1047.025,0.0,0.0,3.417,418.421
7,137334803138889,1083.637,217,10,24,0,437.701,186.062,444.694,0.343,0.48,4.343,0.197,18.426,0.0,75.084,0.852,1.216,0.936,0.0,10.085,74.825,27.441,55.553,1469.211,22.798,969.326,0.0,0.0,3.109,424.78
8,137334808220612,505.252,217,10,24,0,298.442,186.029,304.059,0.377,0.487,4.146,0.191,17.343,0.0,73.816,0.703,1.207,1.136,0.0,8.83,44.468,15.154,33.226,418.658,21.903,731.119,0.0,0.0,2.835,49.274
9,137334812731113,718.761,215,10,24,0,298.561,179.549,304.101,0.179,0.453,4.575,0.244,18.757,0.0,74.904,0.56,1.415,0.978,0.0,10.453,65.613,17.213,44.353,918.845,23.926,996.089,0.0,0.0,3.663,284.226
10,137334817488438,1587.61,217,10,24,0,637.165,191.195,699.572,0.39,0.437,4.848,0.193,178.76,0.0,65.8,3.909,100.461,6.41,0.0,10.864,73.903,17.099,53.868,1500.947,22.074,1025.809,0.0,0.0,3.726,417.677
11,137334823124710,966.355,215,10,24,0,625.81,189.877,688.085,0.396,0.444,5.645,0.223,18.111,0.0,66.34,0.796,1.576,7.469,0.0,7.714,30.929,14.073,19.998,217.651,21.058,956.103,0.0,0.0,3.307,53.839
12,137334828108554,935.963,211,10,24,0,306.101,180.167,311.687,0.404,0.475,4.27,0.183,18.469,0.0,68.216,0.537,1.386,1.38,0.0,14.508,66.599,131.158,51.508,964.601,21.655,971.5,0.0,0.0,3.226,407.168
13,137334833104479,2280.023,217,10,24,0,737.0,189.482,850.437,1.523,5.032,60.863,0.62,93.448,0.0,303.142,5.557,9.357,8.26,0.0,9.796,643.128,15.837,57.278,1997.878,23.938,933.473,0.0,0.0,3.592,595.858
